work_id,snapshot_date,technical_estimate_amount_inr,sanctioned_amount_inr,estimate_to_sanction_ratio,planned_duration_days,schedule_elapsed_ratio,released_to_sanction_ratio,expenditure_to_sanction_ratio,physical_progress_pct,financial_progress_pct,financial_physical_gap_pct,progress_velocity_pct_per_30d,payment_count,sanction_revision_count,payment_chronology_flag,sector,cost_overrun_target
W-001032,2022-11-08,5336000.0,5640000.0,0.9460992907801419,151,0.5960264900662252,0.2592198581560284,0.2592198581560284,38.3,37.3,-1.0,12.999999999999996,1,0.0,0,Roads,0
W-001033,2023-09-18,9897000.0,8977000.0,1.1024841261000333,452,0.5995575221238938,0.4781107274145037,0.4781107274145037,56.1,57.0,0.8999999999999986,13.064516129032258,2,0.0,0,Others,1
W-001034,2023-05-24,8312000.0,8581000.0,0.9686516722992659,357,0.5994397759103641,0.48584081109427807,0.48584081109427807,57.3,42.1,-15.199999999999996,9.199999999999996,3,1.0,0,Community Infrastructure,0
W-001035,2023-05-28,3932000.0,3614000.0,1.0879911455451023,423,0.5981087470449172,0.4050913115661317,0.4050913115661317,48.7,53.4,4.699999999999996,8.300000000000004,1,0.0,0,Health,0
W-001036,2023-06-24,1705000.0,1768000.0,0.9643665158371041,413,0.5980629539951574,0.32975113122171945,0.32975113122171945,46.0,42.0,-4.0,6.58064516129032,1,0.0,0,Drinking Water,0
W-001037,2023-06-26,6349000.0,6759000.0,0.9393401390738275,329,0.5987841945288754,0.4024263944370469,0.4024263944370469,48.3,54.1,5.800000000000004,8.61290322580645,2,0.0,0,Drinking Water,0
W-001038,2023-05-19,1612000.0,1591000.0,1.0131992457573853,425,0.6,0.5003142677561282,0.5003142677561282,47.6,54.8,7.199999999999996,5.300000000000004,2,0.0,0,Education,0
W-001039,2023-04-27,7016000.0,7009000.0,1.000998715936653,222,0.5990990990990991,0.3057497503210158,0.3057497503210158,37.6,32.7,-4.899999999999999,4.064516129032261,2,0.0,0,Roads,1
W-001049,2024-01-04,5050000.0,5052000.0,0.9996041171813144,412,0.5995145631067961,0.34441805225653205,0.34441805225653205,45.8,40.8,-5.0,3.6999999999999957,3,0.0,0,Drinking Water,0
W-001050,2023-06-25,4610000.0,4173000.0,1.1047208243469926,178,0.5955056179775281,0.0,0.0,34.6,42.9,8.299999999999997,7.741935483870968,0,0.0,0,Education,0
W-001051,2023-09-28,2095000.0,1953000.0,1.0727086533538146,308,0.5974025974025974,0.49513568868407576,0.49513568868407576,54.8,46.0,-8.799999999999997,11.322580645161286,2,0.0,0,Roads,0
W-001052,2023-12-27,10683000.0,10548000.0,1.0127986348122866,457,0.5995623632385121,0.4276640121350019,0.4276640121350019,51.7,43.0,-8.700000000000003,6.400000000000006,2,0.0,0,Others,0
W-001053,2023-11-09,6795000.0,7259000.0,0.9360793497726959,425,0.6,0.6297010607521697,0.6297010607521697,66.8,57.3,-9.5,7.8999999999999995,3,0.0,0,Community Infrastructure,0
W-001054,2023-10-11,6583000.0,6320000.0,1.041613924050633,145,0.6,0.14477848101265822,0.14477848101265822,30.7,35.8,5.099999999999998,8.70967741935484,1,0.0,0,Community Infrastructure,0
W-001055,2023-10-01,1195000.0,1063000.0,1.1241768579492004,219,0.5981735159817352,0.6961429915333961,0.6961429915333961,42.6,55.4,12.799999999999997,8.225806451612902,1,0.0,0,Health,0
W-001056,2023-11-06,10786000.0,10330000.0,1.0441432720232333,188,0.5957446808510638,0.36727976766698933,0.36727976766698933,43.9,49.9,6.0,10.899999999999999,1,0.0,0,Drinking Water,0
W-001057,2023-08-28,10244000.0,9169000.0,1.1172428836296215,176,0.5965909090909091,0.5125967935434617,0.5125967935434617,54.5,55.2,0.7000000000000028,16.741935483870964,2,0.0,0,Education,0
W-001058,2023-09-09,10807000.0,10815000.0,0.9992602866389274,205,0.6,0.46814609338881186,0.46814609338881186,31.1,28.1,-3.0,6.483870967741938,2,0.0,0,Roads,1
W-001059,2023-12-24,11567000.0,11317000.0,1.0220906600689228,332,0.5993975903614458,0.2824069983211098,0.2824069983211098,43.8,39.6,-4.199999999999996,5.799999999999997,2,0.0,0,Others,0
W-001069,2024-05-15,4851000.0,4574000.0,1.060559685177088,381,0.5984251968503937,0.44687363358111065,0.44687363358111065,57.2,63.8,6.599999999999994,6.900000000000006,3,0.0,0,Education,0
W-001070,2024-01-18,3757000.0,3360000.0,1.1181547619047618,160,0.6,0.35595238095238096,0.35595238095238096,49.5,45.6,-3.8999999999999986,14.709677419354842,1,0.0,0,Roads,0
W-001071,2024-08-01,11926000.0,12648000.0,0.9429158760278304,439,0.5990888382687927,0.6798703352308665,0.6798703352308665,50.1,50.3,0.19999999999999574,1.7000000000000028,2,0.0,0,Roads,0
W-001072,2024-07-03,7676000.0,6919000.0,1.1094088741147565,337,0.599406528189911,0.4370573782338488,0.4370573782338488,60.9,49.9,-11.0,9.483870967741932,2,0.0,0,Others,0
W-001073,2024-08-05,9022000.0,8579000.0,1.0516377200139877,494,0.5991902834008097,0.416948362279986,0.416948362279986,44.9,47.5,2.6000000000000014,4.699999999999996,2,0.0,0,Community Infrastructure,0
W-001074,2024-03-16,1794000.0,1718000.0,1.0442374854481955,174,0.5977011494252874,0.9284051222351571,0.9284051222351571,82.3,88.5,6.200000000000003,20.275862068965512,4,0.0,0,Health,1
W-001075,2024-05-13,1119000.0,1074000.0,1.041899441340782,230,0.6,0.41527001862197394,0.41527001862197394,53.4,38.9,-14.5,9.58064516129032,1,0.0,0,Drinking Water,0
W-001076,2024-06-16,11578000.0,11673000.0,0.991861560866958,128,0.59375,0.38850338387732375,0.38850338387732375,34.8,26.1,-8.699999999999996,8.806451612903224,1,0.0,0,Education,0
W-001077,2024-06-26,5903000.0,5369000.0,1.0994598621717266,199,0.5979899497487438,0.4525982492084187,0.4525982492084187,56.7,58.9,2.1999999999999957,13.258064516129034,2,0.0,0,Roads,0
W-001078,2024-06-20,3898000.0,3541000.0,1.1008189776899182,313,0.597444089456869,0.3818130471618187,0.3818130471618187,46.4,43.9,-2.5,6.38709677419355,2,0.0,0,Others,1
W-001079,2024-03-19,8707000.0,8967000.0,0.9710047953607672,166,0.5963855421686747,0.6367793018846883,0.6367793018846883,82.1,80.2,-1.8999999999999915,24.3103448275862,4,1.0,0,Community Infrastructure,0
W-001089,2025-03-15,4128000.0,4137000.0,0.9978245105148659,452,0.5995575221238938,0.6809282088469906,0.6809282088469906,53.5,55.5,2.0,3.321428571428573,3,0.0,0,Education,1
W-001090,2025-02-18,5024000.0,4692000.0,1.0707587382779198,463,0.5982721382289417,0.6617647058823529,0.6617647058823529,59.0,71.8,12.799999999999997,8.41935483870968,1,0.0,0,Roads,1
W-001091,2025-02-24,2957000.0,2951000.0,1.0020332090816673,433,0.5981524249422633,0.3049813622500847,0.3049813622500847,45.2,49.7,4.5,4.35483870967742,1,0.0,0,Others,0
W-001092,2025-02-09,5352000.0,5556000.0,0.9632829373650108,384,0.5989583333333334,0.49694024478041754,0.49694024478041754,58.1,50.5,-7.600000000000001,6.870967741935486,2,0.0,0,Community Infrastructure,0
W-001093,2025-01-02,10764000.0,10969000.0,0.9813109672714012,258,0.5968992248062015,0.38554107028899626,0.38554107028899626,44.9,29.4,-15.5,6.399999999999999,2,0.0,0,Health,0
W-001094,2025-01-16,11476000.0,10243000.0,1.120374890168896,308,0.5974025974025974,0.6408278824563116,0.6408278824563116,68.3,74.9,6.6000000000000085,7.4516129032258025,4,0.0,0,Drinking Water,0
W-001095,2024-12-28,11279000.0,12054000.0,0.9357059897129584,277,0.5992779783393501,0.33665173386427744,0.33665173386427744,40.7,46.4,5.699999999999996,7.400000000000006,1,1.0,0,Education,0
W-001096,2025-02-10,11208000.0,10939000.0,1.0245909132461835,343,0.597667638483965,0.37215467593015816,0.37215467593015816,39.2,35.4,-3.8000000000000043,6.290322580645162,1,0.0,0,Roads,0
W-001097,2025-05-09,8213000.0,8522000.0,0.963740905890636,447,0.5995525727069351,0.5301572400844872,0.5301572400844872,54.2,59.2,5.0,6.38709677419355,2,0.0,0,Others,0
W-001098,2025-05-10,7719000.0,7149000.0,1.0797314309693664,438,0.5981735159817352,0.5364386627500349,0.5364386627500349,63.2,66.7,3.5,12.967741935483875,3,0.0,0,Community Infrastructure,0
W-001099,2025-08-01,2698000.0,2457000.0,1.098087098087098,440,0.6,0.8815628815628815,0.8815628815628815,60.0,71.3,11.299999999999997,8.5,4,0.0,0,Health,1
W-001109,2025-09-01,8779000.0,9193000.0,0.954965734798216,270,0.6,0.6391819862939193,0.6391819862939193,57.1,64.2,7.100000000000001,11.129032258064516,3,0.0,0,Roads,1
W-001110,2025-06-13,4936000.0,4518000.0,1.0925188136343515,217,0.5990783410138248,0.3618857901726428,0.3618857901726428,33.8,48.7,14.900000000000006,7.4999999999999964,1,0.0,0,Others,0
W-001111,2025-06-09,9772000.0,9783000.0,0.9988756005315343,271,0.5977859778597786,0.6098333844424001,0.6098333844424001,52.8,53.1,0.30000000000000426,6.299999999999997,2,0.0,0,Community Infrastructure,0
W-001112,2025-12-27,6473000.0,5874000.0,1.1019748042219952,425,0.6,0.7974123255022132,0.7974123255022132,60.5,55.8,-4.700000000000003,9.200000000000003,3,0.0,0,Health,0
W-001113,2025-05-27,10804000.0,10397000.0,1.0391459074733096,133,0.5939849624060151,0.39347888814080983,0.39347888814080983,33.9,31.1,-2.799999999999997,9.7,2,0.0,0,Drinking Water,0
W-001114,2025-08-19,6973000.0,6278000.0,1.1107040458744823,358,0.5977653631284916,0.31634278432621854,0.31634278432621854,45.4,40.8,-4.600000000000001,1.354838709677418,2,0.0,0,Education,0
W-001115,2025-12-26,8218000.0,7846000.0,1.0474126943665563,434,0.5990783410138248,0.48699974509304106,0.48699974509304106,55.4,63.0,7.600000000000001,8.399999999999999,1,0.0,0,Roads,0
W-001116,2025-12-03,6483000.0,6197000.0,1.0461513635630144,408,0.5980392156862745,0.3180571244150395,0.3180571244150395,45.6,32.2,-13.399999999999999,3.870967741935484,1,0.0,0,Others,0
W-001117,2025-10-21,7922000.0,7224000.0,1.0966223698781838,328,0.5975609756097561,0.5035991140642303,0.5035991140642303,42.5,48.4,5.899999999999999,1.5,2,0.0,0,Community Infrastructure,1
W-001118,2025-11-23,3993000.0,4162000.0,0.9593945218644883,417,0.5995203836930456,0.3087457952907256,0.3087457952907256,55.3,54.2,-1.0999999999999943,9.387096774193544,2,0.0,0,Health,0
W-001119,2025-07-30,11734000.0,11313000.0,1.0372138248033236,137,0.5985401459854015,0.4061698930434014,0.4061698930434014,62.8,57.3,-5.5,25.299999999999997,3,0.0,0,Drinking Water,0
W-001129,2026-05-18,7177000.0,6868000.0,1.0449912638322656,463,0.5982721382289417,0.750436808386721,0.750436808386721,74.4,53.3,-21.10000000000001,5.5,5,0.0,0,Others,0
W-001130,2023-03-20,5427000.0,5068000.0,1.0708366219415943,314,0.5987261146496815,0.40035516969218626,0.40035516969218626,55.4,66.4,11.000000000000007,10.392857142857137,1,0.0,0,Community Infrastructure,0
W-001131,2023-01-17,9201000.0,9824000.0,0.9365838762214984,230,0.6,0.3032369706840391,0.3032369706840391,50.5,65.7,15.200000000000003,7.741935483870968,1,0.0,0,Health,0
W-001132,2023-01-07,6662000.0,6145000.0,1.08413344182262,184,0.5978260869565217,0.6649308380797396,0.6649308380797396,69.5,86.2,16.700000000000003,21.9,3,1.0,0,Drinking Water,0
W-001133,2023-04-08,1882000.0,2008000.0,0.9372509960159362,329,0.5987841945288754,0.602589641434263,0.602589641434263,61.9,60.3,-1.6000000000000014,8.142857142857144,3,0.0,0,Education,0
W-001134,2023-01-21,11173000.0,10240000.0,1.09111328125,157,0.5987261146496815,0.32978515625,0.32978515625,41.4,48.6,7.200000000000003,10.451612903225802,2,0.0,0,Roads,1
W-001135,2023-04-18,2076000.0,2174000.0,0.9549218031278749,292,0.5993150684931506,0.3330266789328427,0.3330266789328427,63.7,76.1,12.399999999999991,8.612903225806457,1,0.0,0,Others,0
W-001136,2023-04-26,7020000.0,7139000.0,0.9833309987393193,385,0.6,0.40355792127748985,0.40355792127748985,50.1,39.9,-10.200000000000003,11.129032258064516,1,0.0,0,Community Infrastructure,0
W-001137,2023-07-13,3061000.0,2900000.0,1.0555172413793104,447,0.5995525727069351,0.6589655172413793,0.6589655172413793,61.3,58.0,-3.299999999999997,4.0645161290322545,3,1.0,0,Health,0
W-001138,2023-03-31,5032000.0,4665000.0,1.0786709539121115,245,0.6,0.7176848874598071,0.7176848874598071,76.5,85.6,9.099999999999994,19.392857142857142,4,0.0,0,Drinking Water,0
W-001139,2023-02-24,10667000.0,10473000.0,1.0185238231643272,192,0.5989583333333334,0.8159075718514275,0.8159075718514275,79.8,81.3,1.5,14.806451612903224,5,0.0,0,Drinking Water,0
W-001149,2023-07-21,10411000.0,9532000.0,1.0922156945027277,167,0.5988023952095808,0.44565673520772137,0.44565673520772137,56.7,48.0,-8.700000000000003,13.400000000000006,3,0.0,0,Community Infrastructure,0
W-001150,2023-10-13,11318000.0,11990000.0,0.94395329441201,410,0.6,0.3138448707256047,0.3138448707256047,46.4,44.8,-1.6000000000000014,2.3225806451612887,1,0.0,0,Health,0
W-001151,2023-08-07,8296000.0,8203000.0,1.011337315616238,155,0.6,0.4202121175179812,0.4202121175179812,31.5,42.4,10.899999999999999,9.0,1,0.0,0,Drinking Water,0
W-001152,2023-07-04,8706000.0,7773000.0,1.1200308761096103,155,0.6,0.30593078605429047,0.30593078605429047,33.5,38.2,4.700000000000003,10.645161290322582,1,0.0,0,Education,0
W-001153,2023-08-06,1067000.0,957000.0,1.1149425287356323,193,0.5958549222797928,0.33019853709508884,0.33019853709508884,38.4,44.2,5.800000000000004,12.799999999999997,2,0.0,0,Roads,0
W-001154,2023-11-03,9502000.0,8477000.0,1.1209154181903975,296,0.597972972972973,0.6072903149699186,0.6072903149699186,53.8,64.6,10.799999999999997,10.199999999999996,4,0.0,0,Others,0
W-001155,2024-01-26,2071000.0,1876000.0,1.1039445628997868,397,0.5994962216624685,0.36513859275053306,0.36513859275053306,54.7,44.3,-10.400000000000006,3.967741935483872,1,1.0,0,Community Infrastructure,0
W-001156,2023-09-14,4843000.0,4467000.0,1.0841728229236625,155,0.6,0.3351242444593687,0.3351242444593687,33.1,26.7,-6.400000000000002,10.645161290322582,1,0.0,0,Community Infrastructure,1
W-001157,2023-11-02,3583000.0,3536000.0,1.0132918552036199,360,0.6,0.4295814479638009,0.4295814479638009,49.8,56.3,6.5,8.699999999999996,2,0.0,0,Health,1
W-001158,2024-03-05,11081000.0,10116000.0,1.0953934361407671,451,0.5986696230598669,0.7552392249901146,0.7552392249901146,55.6,51.7,-3.8999999999999986,5.419354838709679,3,0.0,0,Drinking Water,1
W-001159,2024-03-01,2519000.0,2448000.0,1.029003267973856,326,0.598159509202454,0.4889705882352941,0.4889705882352941,48.9,55.7,6.800000000000004,5.9999999999999964,3,0.0,0,Education,0
W-001169,2024-02-20,7688000.0,6843000.0,1.123483852111647,247,0.5991902834008097,0.5301768230308345,0.5301768230308345,48.0,57.4,9.399999999999999,4.548387096774196,3,0.0,0,Health,1
W-001170,2024-03-30,6392000.0,6253000.0,1.0222293299216376,353,0.5977337110481586,0.38749400287861824,0.38749400287861824,43.6,42.5,-1.1000000000000014,4.137931034482759,1,0.0,0,Drinking Water,0
W-001171,2024-04-13,2680000.0,2778000.0,0.9647228221742261,278,0.5971223021582733,0.26709863210943124,0.26709863210943124,46.0,51.6,5.600000000000001,7.862068965517242,1,0.0,0,Education,0
W-001172,2024-08-04,2640000.0,2459000.0,1.0736071573810493,396,0.5984848484848485,0.5038633590890605,0.5038633590890605,51.6,53.2,1.6000000000000014,11.5,2,0.0,0,Roads,0
W-001173,2024-07-21,7507000.0,7734000.0,0.9706490819756918,445,0.6,0.6056374450478407,0.6056374450478407,66.3,68.2,1.9000000000000057,8.799999999999997,3,0.0,0,Roads,0
W-001174,2024-02-28,8506000.0,7957000.0,1.0689958527083072,207,0.5990338164251208,0.5825059695865276,0.5825059695865276,57.4,62.7,5.300000000000004,14.2258064516129,3,0.0,0,Others,0
W-001175,2024-03-18,11399000.0,11522000.0,0.9893247700052075,184,0.5978260869565217,0.2833709425446971,0.2833709425446971,47.2,60.8,13.599999999999994,7.448275862068969,1,0.0,0,Community Infrastructure,0
W-001176,2024-02-19,4069000.0,4168000.0,0.9762476007677543,199,0.5979899497487438,0.5242322456813819,0.5242322456813819,61.2,65.4,4.200000000000003,10.645161290322582,1,0.0,0,Health,1
W-001177,2024-11-06,11783000.0,11755000.0,1.002381965121225,458,0.5982532751091703,0.3582305401956614,0.3582305401956614,54.1,60.0,5.899999999999999,9.800000000000004,2,0.0,0,Drinking Water,0
W-001178,2024-05-11,10365000.0,9595000.0,1.0802501302761855,240,0.6,0.643981240229286,0.643981240229286,56.9,60.1,3.200000000000003,12.967741935483868,3,0.0,0,Education,1
W-001179,2024-04-08,5174000.0,5298000.0,0.9765949414873537,206,0.5970873786407767,0.7478293695734239,0.7478293695734239,64.9,65.4,0.5,16.55172413793104,4,0.0,1,Roads,1
W-001189,2025-01-09,6351000.0,6048000.0,1.0500992063492063,408,0.5980392156862745,0.5049603174603174,0.5049603174603174,42.1,36.3,-5.800000000000004,3.1000000000000014,3,0.0,0,Drinking Water,0
W-001190,2024-11-02,2428000.0,2260000.0,1.0743362831858407,227,0.5991189427312775,0.5141592920353982,0.5141592920353982,43.2,44.5,1.2999999999999972,10.400000000000006,1,0.0,0,Drinking Water,0
W-001191,2024-11-17,9400000.0,9756000.0,0.963509635096351,267,0.599250936329588,0.7800328003280033,0.7800328003280033,67.8,72.0,4.200000000000003,10.645161290322582,2,0.0,0,Education,1
W-001192,2024-12-06,9216000.0,9099000.0,1.012858555885262,298,0.5973154362416108,0.5295087372238707,0.5295087372238707,47.0,47.0,0.0,6.290322580645162,2,0.0,0,Roads,0
W-001193,2025-01-13,2755000.0,2475000.0,1.1131313131313132,351,0.5982905982905983,0.39151515151515154,0.39151515151515154,46.7,52.9,6.199999999999996,8.200000000000003,2,0.0,0,Others,0
W-001194,2024-12-22,2777000.0,2748000.0,1.0105531295487626,214,0.5981308411214953,0.29839883551673946,0.29839883551673946,46.0,56.7,10.700000000000003,8.799999999999997,2,0.0,0,Community Infrastructure,0
W-001195,2024-11-19,9075000.0,8133000.0,1.1158244190335669,147,0.5986394557823129,0.9542604205090373,0.9542604205090373,79.3,84.9,5.6000000000000085,18.870967741935484,2,0.0,0,Health,0
W-001196,2024-10-29,7019000.0,7209000.0,0.9736440560410597,223,0.5964125560538116,0.6136773477597448,0.6136773477597448,63.0,70.2,7.200000000000003,11.799999999999997,2,0.0,0,Drinking Water,0
W-001197,2025-01-23,11156000.0,11138000.0,1.001616089064464,269,0.5985130111524164,0.43284252109894056,0.43284252109894056,69.4,73.3,3.8999999999999915,14.129032258064523,2,0.0,0,Education,0
W-001198,2025-03-02,1538000.0,1459000.0,1.0541466758053462,306,0.5980392156862745,0.3886223440712817,0.3886223440712817,46.7,57.0,10.299999999999997,6.677419354838715,2,0.0,0,Roads,0
W-001199,2025-02-01,7809000.0,8204000.0,0.9518527547537786,215,0.6,0.4052901023890785,0.4052901023890785,45.7,42.0,-3.700000000000003,10.5483870967742,2,0.0,0,Others,0
W-001209,2025-04-12,5727000.0,6115000.0,0.9365494685200327,176,0.5965909090909091,0.578250204415372,0.578250204415372,69.0,69.6,0.5999999999999943,21.42857142857143,4,0.0,0,Drinking Water,0
W-001210,2025-06-16,11435000.0,11770000.0,0.9715378079864061,274,0.5985401459854015,0.5985556499575191,0.5985556499575191,65.7,76.3,10.599999999999994,13.741935483870972,1,1.0,0,Education,0
W-001211,2025-06-03,9206000.0,9338000.0,0.985864210751767,213,0.596244131455399,0.21707003641036623,0.21707003641036623,49.0,45.8,-3.200000000000003,10.299999999999997,1,0.0,0,Roads,0
W-001212,2025-09-26,10031000.0,10528000.0,0.9527925531914894,450,0.6,0.41992781155015196,0.41992781155015196,60.9,59.6,-1.2999999999999972,6.58064516129032,2,0.0,0,Others,0
W-001213,2025-06-26,8146000.0,8014000.0,1.0164711754429747,291,0.5979381443298969,0.4167706513601198,0.4167706513601198,37.7,36.3,-1.4000000000000057,3.193548387096778,2,0.0,0,Community Infrastructure,0
W-001214,2025-05-11,11206000.0,10677000.0,1.049545752552215,234,0.5982905982905983,0.521494801910649,0.521494801910649,62.6,41.9,-20.700000000000003,10.741935483870968,4,0.0,0,Health,0
W-001215,2025-07-21,4136000.0,4272000.0,0.9681647940074907,363,0.5977961432506887,0.33614232209737827,0.33614232209737827,56.1,59.4,3.299999999999997,6.200000000000003,1,0.0,0,Drinking Water,0
W-001216,2025-11-07,2937000.0,2940000.0,0.9989795918367347,371,0.5983827493261455,0.25204081632653064,0.25204081632653064,51.1,51.4,0.29999999999999716,2.8999999999999986,1,0.0,0,Education,0
W-001217,2025-05-16,6148000.0,6201000.0,0.9914529914529915,204,0.5980392156862745,0.3481696500564425,0.3481696500564425,47.3,41.3,-6.0,7.699999999999997,2,0.0,0,Roads,0
W-001218,2025-06-20,4754000.0,4709000.0,1.0095561690380124,208,0.5961538461538461,0.5400297303036738,0.5400297303036738,56.6,50.3,-6.300000000000004,15.290322580645167,2,0.0,0,Others,1
W-001219,2025-09-18,3769000.0,3943000.0,0.9558711640882577,158,0.5949367088607594,0.3413644433172711,0.3413644433172711,51.0,52.0,1.0,15.387096774193546,2,0.0,0,Community Infrastructure,0
W-001229,2025-09-21,4278000.0,3921000.0,1.0910482019892884,172,0.5988372093023255,0.3142055598061719,0.3142055598061719,38.3,25.3,-12.999999999999996,8.61290322580645,2,0.0,0,Education,0
W-001230,2025-10-24,8778000.0,8289000.0,1.058993847267463,161,0.5962732919254659,0.0,0.0,39.3,37.6,-1.6999999999999957,5.399999999999999,0,1.0,0,Roads,0
W-001231,2026-03-15,6723000.0,5989000.0,1.122558023042244,321,0.5981308411214953,0.5768909667724161,0.5768909667724161,59.3,60.5,1.2000000000000028,10.821428571428564,2,0.0,0,Others,0
W-001232,2026-02-10,9825000.0,8947000.0,1.0981334525539288,319,0.5987460815047022,0.5145858947133117,0.5145858947133117,46.3,41.7,-4.599999999999994,5.903225806451607,2,0.0,0,Community Infrastructure,0
W-001233,2022-12-03,4246000.0,4124000.0,1.0295829291949563,159,0.5974842767295597,0.3237148399612027,0.3237148399612027,37.2,47.1,9.899999999999999,4.548387096774196,2,1.0,0,Health,0
W-001234,2023-04-08,1841000.0,1759000.0,1.0466173962478682,397,0.5994962216624685,0.6208072768618533,0.6208072768618533,60.9,68.7,7.800000000000004,9.214285714285717,4,0.0,0,Drinking Water,0
W-001235,2023-03-22,8277000.0,7688000.0,1.0766129032258065,337,0.599406528189911,0.4166233090530697,0.4166233090530697,67.6,69.0,1.4000000000000057,11.357142857142852,1,0.0,0,Education,0
W-001236,2023-06-10,4975000.0,4575000.0,1.0874316939890711,446,0.5986547085201793,0.20174863387978142,0.20174863387978142,42.4,45.3,2.8999999999999986,-1.7000000000000028,1,1.0,0,Roads,0
W-001237,2023-04-23,8483000.0,8791000.0,0.9649641678989876,436,0.5986238532110092,0.4482993971106814,0.4482993971106814,51.5,45.3,-6.200000000000003,3.0000000000000013,2,0.0,0,Others,0
W-001238,2023-01-15,3413000.0,3633000.0,0.9394439856867602,211,0.5971563981042654,0.4646297825488577,0.4646297825488577,61.4,64.1,2.6999999999999957,16.258064516129032,3,0.0,0,Community Infrastructure,0
W-001239,2023-03-24,8067000.0,8000000.0,1.008375,338,0.5976331360946746,0.690875,0.690875,73.2,72.2,-1.0,14.142857142857146,4,0.0,0,Health,0
W-001249,2023-10-27,6877000.0,6680000.0,1.029491017964072,386,0.5984455958549223,0.3474550898203593,0.3474550898203593,46.3,56.8,10.5,4.199999999999996,3,0.0,0,Roads,0
W-001250,2023-07-02,11835000.0,11744000.0,1.0077486376021798,212,0.5990566037735849,0.3935626702997275,0.3935626702997275,45.8,37.6,-8.199999999999996,8.70967741935484,1,0.0,0,Others,0
W-001251,2023-08-27,8251000.0,8771000.0,0.9407137156538593,209,0.5980861244019139,0.5909246380116292,0.5909246380116292,71.1,71.3,0.20000000000000284,13.741935483870963,2,0.0,0,Community Infrastructure,0
W-001252,2023-07-24,5425000.0,5444000.0,0.9965099191770757,327,0.599388379204893,0.5132255694342396,0.5132255694342396,52.3,40.5,-11.799999999999997,11.5,2,0.0,0,Health,0
W-001253,2023-12-01,6820000.0,6375000.0,1.0698039215686275,410,0.6,0.5850980392156863,0.5850980392156863,48.2,38.1,-10.100000000000001,1.7419354838709717,2,0.0,0,Drinking Water,1
W-001254,2023-08-23,2373000.0,2471000.0,0.9603399433427762,285,0.6,0.395791177660866,0.395791177660866,44.5,60.7,16.200000000000003,6.483870967741938,3,0.0,0,Education,0
W-001255,2023-10-13,5208000.0,5207000.0,1.0001920491645861,271,0.5977859778597786,0.31745726906087957,0.31745726906087957,38.9,36.7,-2.1999999999999957,6.38709677419355,1,1.0,0,Roads,0
W-001256,2023-10-02,7611000.0,7853000.0,0.9691837514325735,268,0.5970149253731343,0.20285241309053864,0.20285241309053864,40.1,47.0,6.899999999999999,9.774193548387098,1,1.0,0,Others,0
W-001257,2023-08-06,4337000.0,4459000.0,0.9726396052926665,133,0.5939849624060151,0.42117066606862524,0.42117066606862524,48.9,51.8,2.8999999999999986,16.699999999999996,2,0.0,0,Community Infrastructure,0
W-001258,2023-08-09,6563000.0,6438000.0,1.0194159676918297,258,0.5968992248062015,0.6020503261882573,0.6020503261882573,55.7,58.2,2.5,13.400000000000006,3,0.0,0,Community Infrastructure,0
W-001259,2024-02-19,4773000.0,4843000.0,0.985546149081148,359,0.5988857938718662,0.5343795168284121,0.5343795168284121,67.0,68.5,1.5,7.354838709677421,4,1.0,0,Health,0
W-001269,2023-12-11,5390000.0,5303000.0,1.0164058080331888,226,0.5973451327433629,0.5862719215538374,0.5862719215538374,56.4,60.5,4.100000000000001,11.90322580645161,4,0.0,0,Others,0
W-001270,2024-03-21,10672000.0,10254000.0,1.040764579676224,230,0.6,0.6104934659645016,0.6104934659645016,71.0,67.4,-3.5999999999999943,16.655172413793103,1,0.0,0,Community Infrastructure,1
W-001271,2024-01-09,5882000.0,5307000.0,1.1083474656114565,180,0.6,0.509704164311287,0.509704164311287,58.4,51.2,-7.199999999999996,17.199999999999996,2,1.0,0,Health,0
W-001272,2024-02-28,8152000.0,8387000.0,0.9719804459282223,279,0.5985663082437276,0.4170740431620365,0.4170740431620365,47.3,67.7,20.400000000000006,5.9999999999999964,2,1.0,0,Drinking Water,0
W-001273,2024-06-30,8184000.0,7419000.0,1.1031136271734736,385,0.6,0.6119423102844049,0.6119423102844049,59.5,54.8,-4.700000000000003,7.161290322580643,3,0.0,0,Education,0
W-001274,2024-05-22,1957000.0,1942000.0,1.0077239958805355,392,0.5994897959183674,0.6132852729145211,0.6132852729145211,56.0,50.6,-5.399999999999999,-2.8999999999999986,4,0.0,0,Roads,0
W-001275,2024-02-13,10885000.0,9810000.0,1.1095820591233436,140,0.6,0.5965341488277268,0.5965341488277268,44.2,48.7,4.5,15.580645161290324,1,0.0,0,Roads,1
W-001276,2024-03-25,6563000.0,7000000.0,0.9375714285714286,256,0.59765625,0.32285714285714284,0.32285714285714284,41.7,55.1,13.399999999999999,5.275862068965519,1,0.0,0,Others,0
W-001277,2024-05-04,830000.0,847000.0,0.9799291617473436,147,0.5986394557823129,0.7933884297520661,0.7933884297520661,61.4,68.1,6.699999999999996,21.967741935483865,3,0.0,0,Community Infrastructure,1
W-001278,2024-03-03,10623000.0,10010000.0,1.0612387612387613,187,0.5989304812834224,0.198001998001998,0.198001998001998,36.5,30.2,-6.300000000000001,11.903225806451614,1,0.0,0,Health,0
