work_id,monthly_evidence_status,completion_evidence_status,latest_evidence_id,latest_capture_timestamp,location_status,distance_from_registered_metres,late_evidence_count,missing_monthly_site_evidence,geo_warning_only
W-001122,RECORDED,NOT_APPLICABLE,GEO-V2-00004357,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,138.45718087748764,0,False,True
W-001123,RECORDED,NOT_APPLICABLE,GEO-V2-00004365,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,96.89439175000629,0,False,True
W-001124,RECORDED,NOT_APPLICABLE,GEO-V2-00004373,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,133.3473554676952,0,False,True
W-001125,RECORDED,NOT_APPLICABLE,GEO-V2-00004381,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,90.26645980248392,0,False,True
W-001126,RECORDED,NOT_APPLICABLE,GEO-V2-00004389,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,110.28075233017131,0,False,True
W-001127,RECORDED,NOT_APPLICABLE,GEO-V2-00004397,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,175.77772872625303,0,False,True
W-001128,RECORDED,NOT_APPLICABLE,GEO-V2-00004405,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,80.83070324527074,0,False,True
W-001129,NOT_APPLICABLE,RECORDED,GEO-V2-00004407,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001130,NOT_APPLICABLE,RECORDED,GEO-V2-00004409,2023-09-18T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001131,NOT_APPLICABLE,RECORDED,GEO-V2-00004411,2023-06-24T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001132,NOT_APPLICABLE,RECORDED,GEO-V2-00004413,2023-02-10T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001133,NOT_APPLICABLE,RECORDED,GEO-V2-00004415,2023-07-07T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001134,NOT_APPLICABLE,RECORDED,GEO-V2-00004417,2023-07-19T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001135,NOT_APPLICABLE,RECORDED,GEO-V2-00004419,2023-08-18T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001136,NOT_APPLICABLE,RECORDED,GEO-V2-00004421,2024-02-20T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001137,NOT_APPLICABLE,RECORDED,GEO-V2-00004423,2023-12-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001138,NOT_APPLICABLE,RECORDED,GEO-V2-00004425,2023-05-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001139,NOT_APPLICABLE,RECORDED,GEO-V2-00004427,2023-03-31T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001140,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001141,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001142,RECORDED,NOT_APPLICABLE,GEO-V2-00004435,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,71.58310569158577,0,False,True
W-001143,RECORDED,NOT_APPLICABLE,GEO-V2-00004443,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,6.500346432462213,0,False,True
W-001144,RECORDED,NOT_APPLICABLE,GEO-V2-00004451,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,151.5611522655963,0,False,True
W-001145,RECORDED,NOT_APPLICABLE,GEO-V2-00004459,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,160.85289590054387,0,False,True
W-001146,RECORDED,NOT_APPLICABLE,GEO-V2-00004467,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,173.1568976500274,0,False,True
W-001147,RECORDED,NOT_APPLICABLE,GEO-V2-00004475,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,150.6464057132296,0,False,True
W-001148,RECORDED,NOT_APPLICABLE,GEO-V2-00004483,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,90.05148431736151,0,False,True
W-001149,NOT_APPLICABLE,RECORDED,GEO-V2-00004485,2023-10-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001150,NOT_APPLICABLE,RECORDED,GEO-V2-00004487,2024-05-07T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001151,NOT_APPLICABLE,RECORDED,GEO-V2-00004489,2024-01-21T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001152,NOT_APPLICABLE,RECORDED,GEO-V2-00004491,2023-12-07T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001153,NOT_APPLICABLE,RECORDED,GEO-V2-00004493,2024-02-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001154,NOT_APPLICABLE,RECORDED,GEO-V2-00004495,2024-03-04T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001155,NOT_APPLICABLE,RECORDED,GEO-V2-00004497,2024-07-20T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001156,NOT_APPLICABLE,RECORDED,GEO-V2-00004499,2024-02-15T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001157,NOT_APPLICABLE,RECORDED,GEO-V2-00004501,2024-06-22T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001158,NOT_APPLICABLE,RECORDED,GEO-V2-00004503,2024-10-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001159,NOT_APPLICABLE,RECORDED,GEO-V2-00004505,2024-09-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001160,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001161,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001162,RECORDED,NOT_APPLICABLE,GEO-V2-00004513,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,147.83091476329557,0,False,True
W-001163,RECORDED,NOT_APPLICABLE,GEO-V2-00004521,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,152.9673004247472,0,False,True
W-001164,RECORDED,NOT_APPLICABLE,GEO-V2-00004529,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,199.6766604582525,0,False,True
W-001165,RECORDED,NOT_APPLICABLE,GEO-V2-00004537,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,146.4452806714079,0,False,True
W-001166,RECORDED,NOT_APPLICABLE,GEO-V2-00004545,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,177.65860463649335,0,False,True
W-001167,RECORDED,NOT_APPLICABLE,GEO-V2-00004553,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,56.42494893282031,0,False,True
W-001168,RECORDED,NOT_APPLICABLE,GEO-V2-00004561,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,124.50966496611339,0,False,True
W-001169,NOT_APPLICABLE,RECORDED,GEO-V2-00004563,2024-08-09T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001170,NOT_APPLICABLE,RECORDED,GEO-V2-00004565,2024-12-28T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001171,NOT_APPLICABLE,RECORDED,GEO-V2-00004567,2024-10-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001172,NOT_APPLICABLE,RECORDED,GEO-V2-00004569,2025-04-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001173,NOT_APPLICABLE,RECORDED,GEO-V2-00004571,2024-12-31T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001174,NOT_APPLICABLE,RECORDED,GEO-V2-00004573,2024-06-07T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001175,NOT_APPLICABLE,RECORDED,GEO-V2-00004575,2024-08-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001176,NOT_APPLICABLE,RECORDED,GEO-V2-00004577,2024-05-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001177,NOT_APPLICABLE,RECORDED,GEO-V2-00004579,2025-06-19T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001178,NOT_APPLICABLE,RECORDED,GEO-V2-00004581,2024-08-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001179,NOT_APPLICABLE,RECORDED,GEO-V2-00004583,2024-06-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001180,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001181,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001182,RECORDED,NOT_APPLICABLE,GEO-V2-00004591,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,135.32645775505983,0,False,True
W-001183,RECORDED,NOT_APPLICABLE,GEO-V2-00004599,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,121.94092629347553,0,False,True
W-001184,RECORDED,NOT_APPLICABLE,GEO-V2-00004607,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,96.06419473034623,0,False,True
W-001185,RECORDED,NOT_APPLICABLE,GEO-V2-00004615,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,180.59338907693365,0,False,True
W-001186,RECORDED,NOT_APPLICABLE,GEO-V2-00004623,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,53.97106706045737,0,False,True
W-001187,RECORDED,NOT_APPLICABLE,GEO-V2-00004631,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,183.26250183711696,0,False,True
W-001188,RECORDED,NOT_APPLICABLE,GEO-V2-00004639,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,109.70388486956361,0,False,True
W-001189,NOT_APPLICABLE,RECORDED,GEO-V2-00004641,2025-11-10T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001190,NOT_APPLICABLE,RECORDED,GEO-V2-00004643,2025-05-16T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001191,NOT_APPLICABLE,RECORDED,GEO-V2-00004645,2025-02-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001192,NOT_APPLICABLE,RECORDED,GEO-V2-00004647,2025-05-30T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001193,NOT_APPLICABLE,RECORDED,GEO-V2-00004649,2025-08-21T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001194,NOT_APPLICABLE,RECORDED,GEO-V2-00004651,2025-06-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001195,NOT_APPLICABLE,RECORDED,GEO-V2-00004653,2024-12-21T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001196,NOT_APPLICABLE,RECORDED,GEO-V2-00004655,2025-01-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001197,NOT_APPLICABLE,RECORDED,GEO-V2-00004657,2025-04-30T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001198,NOT_APPLICABLE,RECORDED,GEO-V2-00004659,2025-11-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001199,NOT_APPLICABLE,RECORDED,GEO-V2-00004661,2025-07-30T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001200,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001201,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001202,RECORDED,NOT_APPLICABLE,GEO-V2-00004669,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,91.41581819354752,0,False,True
W-001203,RECORDED,NOT_APPLICABLE,GEO-V2-00004677,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,132.79611523150038,0,False,True
W-001204,RECORDED,NOT_APPLICABLE,GEO-V2-00004685,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,196.322126701792,1,False,True
W-001205,RECORDED,NOT_APPLICABLE,GEO-V2-00004693,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,144.55640704504674,0,False,True
W-001206,RECORDED,NOT_APPLICABLE,GEO-V2-00004701,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,56.22566087478981,0,False,True
W-001207,RECORDED,NOT_APPLICABLE,GEO-V2-00004709,2026-09-03T09:18:00+05:30,LOCATION_REQUIRES_REVIEW,2759.6830975978046,0,False,True
W-001208,RECORDED,NOT_APPLICABLE,GEO-V2-00004717,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,88.90220798213596,0,False,True
W-001209,NOT_APPLICABLE,RECORDED,GEO-V2-00004719,2025-05-18T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001210,NOT_APPLICABLE,RECORDED,GEO-V2-00004721,2025-09-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001211,NOT_APPLICABLE,RECORDED,GEO-V2-00004723,2025-10-09T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001212,NOT_APPLICABLE,OVERDUE,GEO-V2-00004724,2024-12-28T09:15:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001213,NOT_APPLICABLE,RECORDED,GEO-V2-00004726,2026-03-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001214,NOT_APPLICABLE,RECORDED,GEO-V2-00004728,2025-07-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001215,NOT_APPLICABLE,RECORDED,GEO-V2-00004730,2026-01-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001216,NOT_APPLICABLE,RECORDED,GEO-V2-00004732,2026-05-29T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001217,NOT_APPLICABLE,RECORDED,GEO-V2-00004734,2025-10-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001218,NOT_APPLICABLE,RECORDED,GEO-V2-00004736,2025-10-26T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001219,NOT_APPLICABLE,RECORDED,GEO-V2-00004738,2026-02-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001220,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001221,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001222,RECORDED,NOT_APPLICABLE,GEO-V2-00004746,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,128.05800624971386,0,False,True
W-001223,RECORDED,NOT_APPLICABLE,GEO-V2-00004754,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,61.810057083890385,0,False,True
W-001224,RECORDED,NOT_APPLICABLE,GEO-V2-00004762,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,159.68401144527468,0,False,True
W-001225,RECORDED,NOT_APPLICABLE,GEO-V2-00004770,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,159.1034315339292,0,False,True
W-001226,RECORDED,NOT_APPLICABLE,GEO-V2-00004778,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,128.39424585241886,0,False,True
W-001227,RECORDED,NOT_APPLICABLE,GEO-V2-00004786,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,188.91654707367738,0,False,True
W-001228,RECORDED,NOT_APPLICABLE,GEO-V2-00004794,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,132.6656195047926,0,False,True
W-001229,NOT_APPLICABLE,RECORDED,GEO-V2-00004796,2026-03-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001230,NOT_APPLICABLE,RECORDED,GEO-V2-00004798,2026-04-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001231,NOT_APPLICABLE,RECORDED,GEO-V2-00004800,2026-08-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001232,NOT_APPLICABLE,RECORDED,GEO-V2-00004802,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001233,NOT_APPLICABLE,RECORDED,GEO-V2-00004804,2023-05-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001234,NOT_APPLICABLE,RECORDED,GEO-V2-00004806,2023-08-28T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001235,NOT_APPLICABLE,RECORDED,GEO-V2-00004808,2023-07-06T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001236,NOT_APPLICABLE,RECORDED,GEO-V2-00004810,2024-03-09T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001237,NOT_APPLICABLE,RECORDED,GEO-V2-00004812,2023-12-06T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001238,NOT_APPLICABLE,RECORDED,GEO-V2-00004814,2023-04-19T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001239,NOT_APPLICABLE,RECORDED,GEO-V2-00004816,2023-06-26T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001240,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001241,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001242,RECORDED,NOT_APPLICABLE,GEO-V2-00004824,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,156.06213863340457,0,False,True
W-001243,RECORDED,NOT_APPLICABLE,GEO-V2-00004832,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,139.11606037279813,0,False,True
W-001244,RECORDED,NOT_APPLICABLE,GEO-V2-00004840,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,179.9024450181258,0,False,True
W-001245,RECORDED,NOT_APPLICABLE,GEO-V2-00004848,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,143.34052804187655,0,False,True
W-001246,RECORDED,NOT_APPLICABLE,GEO-V2-00004856,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,177.146727230078,0,False,True
W-001247,OVERDUE,NOT_APPLICABLE,GEO-V2-00004863,2026-08-09T09:18:00+05:30,LOCATION_CONSISTENT,31.12055484932123,1,True,True
W-001248,RECORDED,NOT_APPLICABLE,GEO-V2-00004871,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,227.55487300812663,0,False,True
W-001249,NOT_APPLICABLE,RECORDED,GEO-V2-00004873,2024-07-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001250,NOT_APPLICABLE,RECORDED,GEO-V2-00004875,2023-11-23T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001251,NOT_APPLICABLE,RECORDED,GEO-V2-00004877,2023-10-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001252,NOT_APPLICABLE,RECORDED,GEO-V2-00004879,2024-02-18T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001253,NOT_APPLICABLE,RECORDED,GEO-V2-00004881,2024-09-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001254,NOT_APPLICABLE,RECORDED,GEO-V2-00004883,2024-03-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001255,NOT_APPLICABLE,RECORDED,GEO-V2-00004885,2024-04-06T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001256,NOT_APPLICABLE,RECORDED,GEO-V2-00004887,2024-06-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001257,NOT_APPLICABLE,RECORDED,GEO-V2-00004889,2023-10-10T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001258,NOT_APPLICABLE,RECORDED,GEO-V2-00004891,2023-11-24T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001259,NOT_APPLICABLE,RECORDED,GEO-V2-00004893,2024-06-26T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001260,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001261,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001262,RECORDED,NOT_APPLICABLE,GEO-V2-00004901,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,167.68228366027793,0,False,True
W-001263,RECORDED,NOT_APPLICABLE,GEO-V2-00004909,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,35.516416415698096,0,False,True
W-001264,RECORDED,NOT_APPLICABLE,GEO-V2-00004917,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,171.55291581223696,0,False,True
W-001265,RECORDED,NOT_APPLICABLE,GEO-V2-00004925,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,85.12728010577817,0,False,True
W-001266,RECORDED,NOT_APPLICABLE,GEO-V2-00004933,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,167.8354042071685,0,False,True
W-001267,RECORDED,NOT_APPLICABLE,GEO-V2-00004941,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,179.42570943543197,0,False,True
W-001268,RECORDED,NOT_APPLICABLE,GEO-V2-00004949,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,144.93110246193535,0,False,True
W-001269,NOT_APPLICABLE,RECORDED,GEO-V2-00004951,2024-03-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001270,NOT_APPLICABLE,RECORDED,GEO-V2-00004953,2024-05-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001271,NOT_APPLICABLE,RECORDED,GEO-V2-00004955,2024-03-18T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001272,NOT_APPLICABLE,RECORDED,GEO-V2-00004957,2024-08-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001273,NOT_APPLICABLE,RECORDED,GEO-V2-00004959,2024-12-31T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001274,NOT_APPLICABLE,RECORDED,GEO-V2-00004961,2024-11-16T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001275,NOT_APPLICABLE,RECORDED,GEO-V2-00004963,2024-05-11T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001276,NOT_APPLICABLE,RECORDED,GEO-V2-00004965,2024-12-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001277,NOT_APPLICABLE,RECORDED,GEO-V2-00004967,2024-06-23T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001278,NOT_APPLICABLE,RECORDED,GEO-V2-00004969,2024-10-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001279,NOT_APPLICABLE,RECORDED,GEO-V2-00004971,2024-12-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001280,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001281,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001282,RECORDED,NOT_APPLICABLE,GEO-V2-00004979,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,65.25341650371548,0,False,True
W-001283,RECORDED,NOT_APPLICABLE,GEO-V2-00004987,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,104.11008648450994,0,False,True
W-001284,RECORDED,NOT_APPLICABLE,GEO-V2-00004995,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,166.0705963312107,0,False,True
W-001285,RECORDED,NOT_APPLICABLE,GEO-V2-00005003,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,116.4129484947305,0,False,True
W-001286,RECORDED,NOT_APPLICABLE,GEO-V2-00005011,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,102.63650551375152,0,False,True
W-001287,RECORDED,NOT_APPLICABLE,GEO-V2-00005019,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,116.4359193896786,0,False,True
W-001288,RECORDED,NOT_APPLICABLE,GEO-V2-00005027,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,194.65335829327964,0,False,True
W-001289,NOT_APPLICABLE,RECORDED,GEO-V2-00005029,2025-10-30T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001290,NOT_APPLICABLE,RECORDED,GEO-V2-00005031,2025-10-06T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001291,NOT_APPLICABLE,RECORDED,GEO-V2-00005033,2025-04-24T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001292,NOT_APPLICABLE,RECORDED,GEO-V2-00005035,2025-07-24T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001293,NOT_APPLICABLE,RECORDED,GEO-V2-00005037,2025-06-16T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001294,NOT_APPLICABLE,RECORDED,GEO-V2-00005039,2025-12-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001295,NOT_APPLICABLE,RECORDED,GEO-V2-00005041,2024-12-22T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001296,NOT_APPLICABLE,RECORDED,GEO-V2-00005043,2025-07-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001297,NOT_APPLICABLE,RECORDED,GEO-V2-00005045,2025-02-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001298,NOT_APPLICABLE,RECORDED,GEO-V2-00005047,2025-03-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001299,NOT_APPLICABLE,RECORDED,GEO-V2-00005049,2025-10-09T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-001300,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001301,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-001302,RECORDED,NOT_APPLICABLE,GEO-V2-00005057,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,196.8124737655817,0,False,True
W-001303,RECORDED,NOT_APPLICABLE,GEO-V2-00005065,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,78.61694353061763,0,False,True
W-001304,RECORDED,NOT_APPLICABLE,GEO-V2-00005073,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,44.13333170293427,0,False,True
W-001305,OVERDUE,NOT_APPLICABLE,GEO-V2-00005080,2026-08-05T09:18:00+05:30,LOCATION_CONSISTENT,226.52211218388948,0,True,True
W-001306,RECORDED,NOT_APPLICABLE,GEO-V2-00005088,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,121.12559008469624,0,False,True
W-001307,RECORDED,NOT_APPLICABLE,GEO-V2-00005096,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,159.83281750262142,0,False,True
