work_id,lifecycle_stage,review_priority_score_0_100,review_priority_band,requires_review,geo_warning_contribution_points,policy_version
W-000992,COMPLETION,4.43405,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000993,COMPLETION,58.168911,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000994,COMPLETION,5.263184,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000995,COMPLETION,5.102038,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000996,COMPLETION,3.400053,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000997,COMPLETION,7.464399,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000998,COMPLETION,72.752944,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000999,COMPLETION,1.388691,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001000,PRE_SANCTION,13.373494,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001001,PRE_SANCTION,26.024096,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001002,EXECUTION,39.064568,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001003,EXECUTION,24.752539,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001004,EXECUTION,10.519651,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001005,EXECUTION,33.462288,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001006,EXECUTION,13.545166,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001007,EXECUTION,16.647331,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001008,EXECUTION,5.362459,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001009,COMPLETION,7.701167,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001010,EXECUTION,11.707336,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001011,COMPLETION,6.756492,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001012,COMPLETION,62.536095,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001013,COMPLETION,24.818602,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001014,COMPLETION,6.124805,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001015,COMPLETION,21.803563,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001016,COMPLETION,8.495387,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001017,COMPLETION,5.530702,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001018,COMPLETION,3.877673,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001019,COMPLETION,27.734492,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001020,PRE_SANCTION,3.614458,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001021,PRE_SANCTION,21.807229,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001022,EXECUTION,13.841486,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001023,EXECUTION,30.103339,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001024,EXECUTION,23.54124,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001025,EXECUTION,19.9709,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001026,EXECUTION,24.050242,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001027,EXECUTION,9.614369,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001028,EXECUTION,18.608745,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001029,COMPLETION,4.266308,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001030,COMPLETION,9.449299,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001031,COMPLETION,76.919398,CRITICAL,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001032,COMPLETION,4.132251,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001033,COMPLETION,59.703063,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001034,COMPLETION,7.228919,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001035,COMPLETION,23.047208,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001036,COMPLETION,3.253116,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001037,COMPLETION,5.606429,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001038,COMPLETION,9.288688,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001039,COMPLETION,74.139214,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001040,PRE_SANCTION,8.072289,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001041,PRE_SANCTION,0.421687,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001042,EXECUTION,14.899931,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001043,EXECUTION,11.887231,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001044,EXECUTION,35.81457,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001045,EXECUTION,11.121225,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001046,EXECUTION,33.399244,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001047,EXECUTION,18.018794,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001048,EXECUTION,34.368745,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001049,COMPLETION,5.791393,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001050,COMPLETION,3.374212,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001051,COMPLETION,23.950335,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001052,COMPLETION,3.491288,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001053,COMPLETION,3.877538,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001054,COMPLETION,4.245793,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001055,COMPLETION,5.13439,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001056,COMPLETION,4.907453,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001057,COMPLETION,23.60086,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001058,COMPLETION,53.673586,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001059,COMPLETION,20.576698,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001060,PRE_SANCTION,5.542169,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001061,PRE_SANCTION,19.39759,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001062,EXECUTION,7.433513,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001063,EXECUTION,34.194086,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001064,EXECUTION,27.832309,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001065,EXECUTION,29.121788,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001066,EXECUTION,33.77895,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001067,EXECUTION,10.516662,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001068,EXECUTION,30.194377,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001069,COMPLETION,3.206034,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001070,COMPLETION,19.337357,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001071,COMPLETION,6.086815,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001072,COMPLETION,1.478554,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001073,COMPLETION,9.106263,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001074,COMPLETION,72.94011,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001075,COMPLETION,8.886486,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001076,COMPLETION,5.247739,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001077,COMPLETION,20.130434,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001078,COMPLETION,51.451704,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001079,COMPLETION,27.981512,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001080,PRE_SANCTION,28.855422,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001081,PRE_SANCTION,9.698795,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001082,EXECUTION,11.323893,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001083,EXECUTION,10.530488,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001084,EXECUTION,31.006977,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001085,EXECUTION,23.583424,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001086,EXECUTION,4.922115,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001087,EXECUTION,23.529897,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001088,EXECUTION,11.331517,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001089,COMPLETION,59.798004,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001090,COMPLETION,54.990284,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001091,COMPLETION,9.184783,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001092,COMPLETION,6.381202,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001093,COMPLETION,18.230562,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001094,COMPLETION,6.768052,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001095,COMPLETION,8.745693,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001096,COMPLETION,20.984895,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001097,COMPLETION,7.547368,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001098,COMPLETION,0.394187,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001099,COMPLETION,53.303372,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001100,PRE_SANCTION,10.060241,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001101,PRE_SANCTION,22.951807,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001102,EXECUTION,44.261371,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001103,EXECUTION,23.988294,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001104,EXECUTION,24.985618,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001105,EXECUTION,12.821724,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001106,EXECUTION,17.300325,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001107,EXECUTION,26.816312,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001108,EXECUTION,10.947424,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001109,COMPLETION,55.271471,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001110,COMPLETION,4.427821,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001111,COMPLETION,4.009633,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001112,COMPLETION,1.679515,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001113,COMPLETION,1.400764,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001114,COMPLETION,2.362816,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001115,COMPLETION,2.192845,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001116,COMPLETION,1.762184,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001117,COMPLETION,73.062698,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001118,COMPLETION,20.570387,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001119,COMPLETION,21.083674,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001120,PRE_SANCTION,12.891566,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001121,PRE_SANCTION,4.698795,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001122,EXECUTION,23.603743,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001123,EXECUTION,26.730133,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001124,EXECUTION,12.263945,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001125,EXECUTION,10.34444,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001126,EXECUTION,15.021329,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001127,EXECUTION,30.034338,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001128,EXECUTION,65.642257,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001129,COMPLETION,3.93259,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001130,COMPLETION,2.723887,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001131,COMPLETION,19.822756,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001132,COMPLETION,21.228628,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001133,COMPLETION,4.640098,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001134,COMPLETION,54.044101,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001135,COMPLETION,6.939431,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001136,COMPLETION,8.245143,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001137,COMPLETION,11.352973,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001138,COMPLETION,11.033529,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001139,COMPLETION,19.994044,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001140,PRE_SANCTION,24.39759,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001141,PRE_SANCTION,12.951807,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001142,EXECUTION,28.996235,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001143,EXECUTION,26.993477,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001144,EXECUTION,26.02472,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001145,EXECUTION,22.185896,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001146,EXECUTION,22.449263,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001147,EXECUTION,22.53325,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001148,EXECUTION,15.938867,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001149,COMPLETION,7.383889,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001150,COMPLETION,4.660991,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001151,COMPLETION,4.827222,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001152,COMPLETION,19.873262,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001153,COMPLETION,6.225119,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001154,COMPLETION,2.699001,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001155,COMPLETION,7.297141,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001156,COMPLETION,55.482137,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001157,COMPLETION,52.246025,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001158,COMPLETION,76.704578,CRITICAL,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001159,COMPLETION,2.699059,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001160,PRE_SANCTION,22.048193,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001161,PRE_SANCTION,25.542169,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001162,EXECUTION,22.130006,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001163,EXECUTION,6.633833,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001164,EXECUTION,24.448241,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001165,EXECUTION,4.464594,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001166,EXECUTION,13.888291,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001167,EXECUTION,16.339811,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001168,EXECUTION,25.731095,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001169,COMPLETION,54.525516,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001170,COMPLETION,10.93867,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001171,COMPLETION,4.460587,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001172,COMPLETION,4.555618,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001173,COMPLETION,21.491679,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001174,COMPLETION,22.520613,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001175,COMPLETION,3.636997,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001176,COMPLETION,58.744418,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001177,COMPLETION,4.659936,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001178,COMPLETION,50.897223,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001179,COMPLETION,65.688434,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001180,PRE_SANCTION,24.638554,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001181,PRE_SANCTION,10.843373,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001182,EXECUTION,21.904532,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001183,EXECUTION,30.892301,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001184,EXECUTION,27.665482,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001185,EXECUTION,8.450383,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001186,EXECUTION,17.576929,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001187,EXECUTION,8.471663,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001188,EXECUTION,33.841425,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001189,COMPLETION,19.214827,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001190,COMPLETION,23.659708,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001191,COMPLETION,58.402215,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001192,COMPLETION,6.069981,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001193,COMPLETION,4.877373,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001194,COMPLETION,3.838176,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001195,COMPLETION,3.001939,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001196,COMPLETION,4.481748,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001197,COMPLETION,8.737447,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001198,COMPLETION,6.56454,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001199,COMPLETION,2.944413,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001200,PRE_SANCTION,3.192771,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001201,PRE_SANCTION,7.289157,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001202,EXECUTION,22.659301,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001203,EXECUTION,7.50553,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001204,EXECUTION,6.652151,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001205,EXECUTION,14.224609,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001206,EXECUTION,17.821552,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001207,EXECUTION,15.186538,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001208,EXECUTION,17.055467,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001209,COMPLETION,2.268353,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001210,COMPLETION,5.504291,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001211,COMPLETION,1.775882,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001212,COMPLETION,20.820155,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001213,COMPLETION,3.482035,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001214,COMPLETION,3.733087,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001215,COMPLETION,6.9322,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001216,COMPLETION,7.809446,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001217,COMPLETION,3.922967,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001218,COMPLETION,58.733755,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001219,COMPLETION,1.977471,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001220,PRE_SANCTION,12.349398,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001221,PRE_SANCTION,19.698795,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001222,EXECUTION,49.647658,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001223,EXECUTION,15.274505,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001224,EXECUTION,12.434325,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001225,EXECUTION,21.816996,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001226,EXECUTION,28.923968,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001227,EXECUTION,8.055587,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001228,EXECUTION,13.397592,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001229,COMPLETION,7.37177,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001230,COMPLETION,5.261412,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001231,COMPLETION,4.463968,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001232,COMPLETION,20.185837,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001233,COMPLETION,5.316521,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001234,COMPLETION,5.779461,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001235,COMPLETION,22.652207,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-001236,COMPLETION,7.926926,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
