asset_id,work_id,asset_type,asset_register_status,handover_status,public_use_status,audit_status,source_type,synthetic_demo_data
ASSET-V2-0000588,W-001114,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000589,W-001116,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000590,W-001117,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000591,W-001118,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000592,W-001119,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000593,W-001130,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000594,W-001131,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000595,W-001132,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000596,W-001133,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000597,W-001134,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000598,W-001135,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000599,W-001136,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000600,W-001137,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000601,W-001138,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000602,W-001139,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000603,W-001149,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000604,W-001150,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000605,W-001151,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000606,W-001152,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000607,W-001153,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000608,W-001154,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000609,W-001155,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000610,W-001156,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000611,W-001157,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000612,W-001158,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000613,W-001159,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000614,W-001169,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000615,W-001172,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000616,W-001174,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000617,W-001175,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000618,W-001176,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000619,W-001177,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000620,W-001179,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000621,W-001189,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000622,W-001190,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000623,W-001192,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000624,W-001193,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000625,W-001194,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000626,W-001195,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000627,W-001196,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000628,W-001197,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000629,W-001198,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000630,W-001199,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000631,W-001209,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000632,W-001210,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000633,W-001211,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000634,W-001213,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000635,W-001214,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000636,W-001215,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000637,W-001216,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000638,W-001217,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000639,W-001218,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000640,W-001219,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000641,W-001229,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000642,W-001230,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000643,W-001231,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000644,W-001232,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000645,W-001233,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000646,W-001235,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000647,W-001236,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000648,W-001237,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000649,W-001238,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000650,W-001239,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000651,W-001249,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000652,W-001250,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000653,W-001251,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000654,W-001252,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000655,W-001253,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000656,W-001254,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000657,W-001255,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000658,W-001256,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000659,W-001257,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000660,W-001258,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000661,W-001259,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000662,W-001269,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000663,W-001270,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000664,W-001271,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000665,W-001272,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000666,W-001273,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000667,W-001274,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000668,W-001275,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000669,W-001277,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000670,W-001278,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000671,W-001279,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000672,W-001289,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000673,W-001290,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000674,W-001291,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000675,W-001292,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000676,W-001293,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000677,W-001294,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000678,W-001295,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000679,W-001296,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000680,W-001297,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000681,W-001298,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000682,W-001299,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000683,W-001309,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000684,W-001310,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000685,W-001311,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000686,W-001312,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000687,W-001314,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000688,W-001315,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000689,W-001316,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000690,W-001317,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000691,W-001318,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000692,W-001319,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000693,W-001329,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000694,W-001330,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000695,W-001331,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000696,W-001332,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000697,W-001333,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000698,W-001334,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000699,W-001335,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000700,W-001336,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000701,W-001337,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000702,W-001338,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000703,W-001339,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000704,W-001350,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000705,W-001351,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000706,W-001352,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000707,W-001353,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000708,W-001354,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000709,W-001355,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000710,W-001356,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000711,W-001357,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000712,W-001358,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000713,W-001359,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000714,W-001369,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000715,W-001370,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000716,W-001371,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000717,W-001372,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000718,W-001373,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000719,W-001374,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000720,W-001375,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000721,W-001376,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000722,W-001377,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000723,W-001378,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000724,W-001379,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000725,W-001389,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000726,W-001391,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000727,W-001392,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000728,W-001393,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000729,W-001394,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000730,W-001395,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000731,W-001396,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000732,W-001397,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000733,W-001398,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000734,W-001399,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000735,W-001409,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000736,W-001410,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000737,W-001411,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000738,W-001412,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000739,W-001413,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000740,W-001414,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000741,W-001415,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000742,W-001416,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000743,W-001417,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000744,W-001418,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000745,W-001419,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000746,W-001429,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000747,W-001430,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000748,W-001431,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000749,W-001432,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000750,W-001433,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000751,W-001434,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000752,W-001435,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000753,W-001436,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000754,W-001437,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000755,W-001438,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000756,W-001439,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000757,W-001449,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000758,W-001450,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000759,W-001451,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000760,W-001452,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000761,W-001453,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000762,W-001454,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000763,W-001455,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000764,W-001456,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000765,W-001457,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000766,W-001458,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000767,W-001459,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000768,W-001469,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000769,W-001470,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000770,W-001472,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000771,W-001473,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000772,W-001474,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000773,W-001475,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000774,W-001476,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000775,W-001478,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000776,W-001479,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000777,W-001489,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000778,W-001490,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000779,W-001491,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000780,W-001492,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000781,W-001493,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000782,W-001494,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000783,W-001495,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000784,W-001496,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000785,W-001497,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000786,W-001498,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000787,W-001499,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000788,W-001509,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000789,W-001510,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000790,W-001511,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000791,W-001512,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000792,W-001513,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000793,W-001514,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000794,W-001515,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000795,W-001516,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000796,W-001517,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000797,W-001518,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000798,W-001519,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000799,W-001529,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000800,W-001530,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000801,W-001531,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000802,W-001532,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000803,W-001533,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000804,W-001534,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000805,W-001535,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000806,W-001536,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000807,W-001537,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000808,W-001538,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000809,W-001539,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000810,W-001549,Roads,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000811,W-001550,Others,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000812,W-001551,Community Infrastructure,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000813,W-001552,Health,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000814,W-001553,Drinking Water,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
ASSET-V2-0000815,W-001554,Education,RECORDED,RECORDED,RECORDED,VERIFIED,SYNTHETIC_V2,True
