record_id,work_id,record_type,status,record_date,evidence_id,source,applicable_lifecycle,expected_date,verification_status,notes,synthetic_demo_data
REC-V2-00004913,W-000557,PAYMENT_RELEASE,RECORDED,2024-06-17,PAY-V2-0001866,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004914,W-000557,PAYMENT_RELEASE,RECORDED,2024-09-28,PAY-V2-0001867,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004915,W-000557,PAYMENT_RELEASE,RECORDED,2025-01-19,PAY-V2-0001868,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004916,W-000557,PROGRESS_REPORT,RECORDED,2025-05-03,PROG-V2-00010225,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004917,W-000557,SANCTION_RECORD,RECORDED,2023-09-28,SAN-W-000557,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004918,W-000557,COMPLETION_CERTIFICATE,RECORDED,2025-06-14,COMP-W-000557,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-02,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004919,W-000557,UTILIZATION_CERTIFICATE,RECORDED,2025-06-14,UTIL-W-000557,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-02,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004920,W-000557,HANDOVER_RECORD,RECORDED,2025-05-26,HAND-W-000557,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-02,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004921,W-000557,PUBLIC_USE_EVIDENCE,RECORDED,2025-06-01,PUBL-W-000557,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-02,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004922,W-000557,COMPLETED_WORK_PHOTO,RECORDED,2025-05-18,COMP-W-000557,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-02,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004923,W-000557,ASSET_REGISTER,RECORDED,2025-05-16,ASSE-W-000557,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-02,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004924,W-000557,AUDIT_RECORD,RECORDED,2025-06-01,AUDI-W-000557,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-02,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004925,W-000558,PAYMENT_RELEASE,RECORDED,2024-03-21,PAY-V2-0001869,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004926,W-000558,PAYMENT_RELEASE,RECORDED,2024-05-25,PAY-V2-0001870,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004927,W-000558,PAYMENT_RELEASE,RECORDED,2024-08-11,PAY-V2-0001871,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004928,W-000558,PAYMENT_RELEASE,RECORDED,2024-10-17,PAY-V2-0001872,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004929,W-000558,PAYMENT_RELEASE,RECORDED,2024-12-22,PAY-V2-0001873,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004930,W-000558,PROGRESS_REPORT,RECORDED,2025-02-24,PROG-V2-00010239,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004931,W-000558,SANCTION_RECORD,RECORDED,2023-10-24,SAN-W-000558,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004932,W-000558,COMPLETION_CERTIFICATE,RECORDED,2025-03-14,COMP-W-000558,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004933,W-000558,UTILIZATION_CERTIFICATE,RECORDED,2025-03-05,UTIL-W-000558,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004934,W-000558,HANDOVER_RECORD,RECORDED,2025-03-19,HAND-W-000558,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004935,W-000558,PUBLIC_USE_EVIDENCE,RECORDED,2025-03-20,PUBL-W-000558,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004936,W-000558,COMPLETED_WORK_PHOTO,RECORDED,2025-03-01,COMP-W-000558,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-26,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00004937,W-000558,ASSET_REGISTER,RECORDED,2025-03-22,ASSE-W-000558,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004938,W-000558,AUDIT_RECORD,RECORDED,2025-03-26,AUDI-W-000558,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004939,W-000559,PAYMENT_RELEASE,RECORDED,2024-03-19,PAY-V2-0001874,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004940,W-000559,PAYMENT_RELEASE,RECORDED,2024-05-13,PAY-V2-0001875,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004941,W-000559,PAYMENT_RELEASE,RECORDED,2024-07-07,PAY-V2-0001876,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004942,W-000559,PAYMENT_RELEASE,RECORDED,2024-08-26,PAY-V2-0001877,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004943,W-000559,PAYMENT_RELEASE,RECORDED,2024-10-19,PAY-V2-0001878,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004944,W-000559,PAYMENT_RELEASE,RECORDED,2024-12-12,PAY-V2-0001879,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004945,W-000559,PROGRESS_REPORT,RECORDED,2025-01-25,PROG-V2-00010252,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004946,W-000559,SANCTION_RECORD,RECORDED,2023-11-03,SAN-W-000559,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004947,W-000559,COMPLETION_CERTIFICATE,RECORDED,2025-01-30,COMP-W-000559,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-02-24,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004948,W-000559,UTILIZATION_CERTIFICATE,RECORDED,2025-02-15,UTIL-W-000559,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-02-24,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004949,W-000559,HANDOVER_RECORD,RECORDED,2025-03-09,HAND-W-000559,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-02-24,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004950,W-000559,PUBLIC_USE_EVIDENCE,RECORDED,2025-02-02,PUBL-W-000559,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-02-24,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004951,W-000559,COMPLETED_WORK_PHOTO,RECORDED,2025-03-02,COMP-W-000559,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-02-24,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00004952,W-000559,ASSET_REGISTER,RECORDED,2025-02-25,ASSE-W-000559,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-02-24,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004953,W-000559,AUDIT_RECORD,RECORDED,2025-03-16,AUDI-W-000559,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-02-24,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004954,W-000562,PAYMENT_RELEASE,RECORDED,2024-08-28,PAY-V2-0001880,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004955,W-000562,PAYMENT_RELEASE,RECORDED,2025-05-01,PAY-V2-0001881,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004956,W-000562,PAYMENT_RELEASE,RECORDED,2026-01-03,PAY-V2-0001882,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004957,W-000562,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00010286,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004958,W-000562,SANCTION_RECORD,RECORDED,2023-11-28,SAN-W-000562,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004959,W-000563,PAYMENT_RELEASE,RECORDED,2024-09-18,PAY-V2-0001883,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004960,W-000563,PAYMENT_RELEASE,RECORDED,2025-03-20,PAY-V2-0001884,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004961,W-000563,PAYMENT_RELEASE,RECORDED,2025-09-17,PAY-V2-0001885,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004962,W-000563,PAYMENT_RELEASE,RECORDED,2026-03-17,PAY-V2-0001886,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004963,W-000563,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00010317,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004964,W-000563,SANCTION_RECORD,RECORDED,2023-12-26,SAN-W-000563,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004965,W-000564,PAYMENT_RELEASE,RECORDED,2025-01-26,PAY-V2-0001887,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004966,W-000564,PAYMENT_RELEASE,RECORDED,2025-11-23,PAY-V2-0001888,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004967,W-000564,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00010348,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004968,W-000564,SANCTION_RECORD,RECORDED,2024-01-22,SAN-W-000564,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004969,W-000565,PAYMENT_RELEASE,RECORDED,2024-11-05,PAY-V2-0001889,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004970,W-000565,PAYMENT_RELEASE,RECORDED,2025-06-18,PAY-V2-0001890,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004971,W-000565,PAYMENT_RELEASE,RECORDED,2026-01-30,PAY-V2-0001891,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004972,W-000565,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00010379,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004973,W-000565,SANCTION_RECORD,RECORDED,2024-02-03,SAN-W-000565,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004974,W-000566,PAYMENT_RELEASE,RECORDED,2024-08-07,PAY-V2-0001892,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004975,W-000566,PAYMENT_RELEASE,RECORDED,2025-02-13,PAY-V2-0001893,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004976,W-000566,PAYMENT_RELEASE,RECORDED,2025-08-31,PAY-V2-0001894,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004977,W-000566,PAYMENT_RELEASE,RECORDED,2026-03-06,PAY-V2-0001895,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004978,W-000566,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00010412,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004979,W-000566,SANCTION_RECORD,RECORDED,2024-01-04,SAN-W-000566,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004980,W-000567,PAYMENT_RELEASE,RECORDED,2025-01-29,PAY-V2-0001896,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004981,W-000567,PAYMENT_RELEASE,RECORDED,2025-11-17,PAY-V2-0001897,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004982,W-000567,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00010443,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004983,W-000567,SANCTION_RECORD,RECORDED,2024-01-19,SAN-W-000567,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004984,W-000568,PAYMENT_RELEASE,RECORDED,2024-12-18,PAY-V2-0001898,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004985,W-000568,PAYMENT_RELEASE,RECORDED,2025-07-12,PAY-V2-0001899,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004986,W-000568,PAYMENT_RELEASE,RECORDED,2026-02-12,PAY-V2-0001900,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004987,W-000568,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00010472,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004988,W-000568,SANCTION_RECORD,RECORDED,2024-03-04,SAN-W-000568,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004989,W-000569,PAYMENT_RELEASE,RECORDED,2024-05-21,PAY-V2-0001901,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004990,W-000569,PAYMENT_RELEASE,RECORDED,2024-07-10,PAY-V2-0001902,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004991,W-000569,PAYMENT_RELEASE,RECORDED,2024-08-25,PAY-V2-0001903,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004992,W-000569,PAYMENT_RELEASE,RECORDED,2024-10-07,PAY-V2-0001904,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004993,W-000569,PAYMENT_RELEASE,RECORDED,2024-11-17,PAY-V2-0001905,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004994,W-000569,PAYMENT_RELEASE,RECORDED,2025-01-02,PAY-V2-0001906,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00004995,W-000569,PROGRESS_REPORT,RECORDED,2025-02-14,PROG-V2-00010483,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00004996,W-000569,SANCTION_RECORD,RECORDED,2024-03-03,SAN-W-000569,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00004997,W-000569,COMPLETION_CERTIFICATE,RECORDED,2025-03-13,COMP-W-000569,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-16,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004998,W-000569,UTILIZATION_CERTIFICATE,RECORDED,2025-03-10,UTIL-W-000569,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-16,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00004999,W-000569,HANDOVER_RECORD,RECORDED,2025-03-21,HAND-W-000569,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-16,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00005000,W-000569,PUBLIC_USE_EVIDENCE,RECORDED,2025-03-30,PUBL-W-000569,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-16,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005001,W-000569,COMPLETED_WORK_PHOTO,RECORDED,2025-03-02,COMP-W-000569,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-16,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00005002,W-000569,ASSET_REGISTER,RECORDED,2025-03-05,ASSE-W-000569,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-16,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005003,W-000569,AUDIT_RECORD,RECORDED,2025-03-23,AUDI-W-000569,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-03-16,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005004,W-000570,PAYMENT_RELEASE,RECORDED,2024-10-17,PAY-V2-0001907,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005005,W-000570,PAYMENT_RELEASE,RECORDED,2025-04-28,PAY-V2-0001908,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005006,W-000570,PROGRESS_REPORT,RECORDED,2025-10-18,PROG-V2-00010502,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00005007,W-000570,SANCTION_RECORD,RECORDED,2024-03-18,SAN-W-000570,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00005008,W-000570,COMPLETION_CERTIFICATE,RECORDED,2025-11-04,COMP-W-000570,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-17,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005009,W-000570,UTILIZATION_CERTIFICATE,RECORDED,2025-11-12,UTIL-W-000570,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-17,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005010,W-000570,HANDOVER_RECORD,RECORDED,2025-11-20,HAND-W-000570,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-17,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005011,W-000570,PUBLIC_USE_EVIDENCE,RECORDED,2025-11-28,PUBL-W-000570,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-17,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005012,W-000570,COMPLETED_WORK_PHOTO,RECORDED,2025-11-10,COMP-W-000570,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-17,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005013,W-000570,ASSET_REGISTER,RECORDED,2025-11-25,ASSE-W-000570,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-17,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005014,W-000570,AUDIT_RECORD,RECORDED,2025-11-05,AUDI-W-000570,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-17,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005015,W-000571,PAYMENT_RELEASE,RECORDED,2024-09-17,PAY-V2-0001909,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005016,W-000571,PAYMENT_RELEASE,RECORDED,2025-01-02,PAY-V2-0001910,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005017,W-000571,PAYMENT_RELEASE,RECORDED,2025-04-22,PAY-V2-0001911,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005018,W-000571,PROGRESS_REPORT,RECORDED,2025-07-27,PROG-V2-00010516,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00005019,W-000571,SANCTION_RECORD,RECORDED,2024-04-09,SAN-W-000571,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00005020,W-000571,COMPLETION_CERTIFICATE,RECORDED,2025-08-18,COMP-W-000571,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005021,W-000571,UTILIZATION_CERTIFICATE,RECORDED,2025-08-12,UTIL-W-000571,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005022,W-000571,HANDOVER_RECORD,RECORDED,2025-08-31,HAND-W-000571,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00005023,W-000571,PUBLIC_USE_EVIDENCE,RECORDED,2025-09-01,PUBL-W-000571,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005024,W-000571,COMPLETED_WORK_PHOTO,RECORDED,2025-08-18,COMP-W-000571,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005025,W-000571,ASSET_REGISTER,RECORDED,2025-08-13,ASSE-W-000571,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00005026,W-000571,AUDIT_RECORD,RECORDED,2025-08-15,AUDI-W-000571,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00005027,W-000572,PAYMENT_RELEASE,RECORDED,2024-07-06,PAY-V2-0001912,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005028,W-000572,PAYMENT_RELEASE,RECORDED,2024-10-05,PAY-V2-0001913,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005029,W-000572,PAYMENT_RELEASE,RECORDED,2025-01-10,PAY-V2-0001914,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005030,W-000572,PAYMENT_RELEASE,RECORDED,2025-04-07,PAY-V2-0001915,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00005031,W-000572,PROGRESS_REPORT,RECORDED,2025-07-07,PROG-V2-00010533,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
