progress_id,work_id,report_date,physical_progress_pct,financial_progress_pct,expected_progress_pct_by_date,reported_status,reported_by_agency_id,source_type,synthetic_demo_data
PROG-V2-00023989,W-001324,2026-07-15,81.9,66.3,88.2,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00023990,W-001324,2026-08-15,87.5,97.7,94.1,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00023991,W-001324,2026-09-05,92.0,86.8,100,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00023992,W-001325,2025-05-15,4.7,5.8,5.9,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00023993,W-001325,2025-06-15,11.3,10.4,11.8,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00023994,W-001325,2025-07-15,14.6,3.9,17.6,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00023995,W-001325,2025-08-15,22.9,26.7,23.5,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00023996,W-001325,2025-09-15,25.3,42.5,29.4,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00023997,W-001325,2025-10-15,34.1,33.5,35.3,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00023998,W-001325,2025-11-15,38.9,34.2,41.2,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00023999,W-001325,2025-12-15,44.1,37.3,47.1,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024000,W-001325,2026-01-15,46.9,40.3,52.9,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024001,W-001325,2026-02-15,51.9,44.6,58.8,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024002,W-001325,2026-03-15,63.3,58.5,64.7,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024003,W-001325,2026-04-15,63.5,65.4,70.6,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024004,W-001325,2026-05-15,72.1,81.3,76.5,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024005,W-001325,2026-06-15,73.7,69.6,82.4,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024006,W-001325,2026-07-15,83.7,83.8,88.2,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024007,W-001325,2026-08-15,85.3,84.3,94.1,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024008,W-001325,2026-09-05,92.0,93.2,100,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024009,W-001326,2025-05-15,3.5,3.9,5.9,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024010,W-001326,2025-06-15,11.3,8.6,11.8,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024011,W-001326,2025-07-15,12.1,24.8,17.6,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024012,W-001326,2025-08-15,24.0,30.3,23.5,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024013,W-001326,2025-09-15,23.2,13.6,29.4,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024014,W-001326,2025-10-15,31.1,31.8,35.3,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024015,W-001326,2025-11-15,35.9,33.2,41.2,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024016,W-001326,2025-12-15,38.6,41.0,47.1,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024017,W-001326,2026-01-15,47.5,49.3,52.9,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024018,W-001326,2026-02-15,51.9,48.6,58.8,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024019,W-001326,2026-03-15,55.2,61.7,64.7,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024020,W-001326,2026-04-15,61.4,58.1,70.6,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024021,W-001326,2026-05-15,65.9,57.8,76.5,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024022,W-001326,2026-06-15,68.5,60.5,82.4,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024023,W-001326,2026-07-15,78.4,88.8,88.2,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024024,W-001326,2026-08-15,82.0,80.0,94.1,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024025,W-001326,2026-09-05,88.5,89.4,100,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024026,W-001327,2025-04-15,2.7,0,5.6,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024027,W-001327,2025-05-15,9.4,1.9,11.1,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024028,W-001327,2025-06-15,15.5,17.9,16.7,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024029,W-001327,2025-07-15,22.7,17.9,22.2,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024030,W-001327,2025-08-15,26.4,16.0,27.8,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024031,W-001327,2025-09-15,31.9,24.9,33.3,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024032,W-001327,2025-10-15,31.9,44.0,38.9,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024033,W-001327,2025-11-15,40.8,49.1,44.4,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024034,W-001327,2025-12-15,43.7,50.8,50.0,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024035,W-001327,2026-01-15,48.5,55.2,55.6,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024036,W-001327,2026-02-15,59.9,63.5,61.1,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024037,W-001327,2026-03-15,58.6,65.3,66.7,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024038,W-001327,2026-04-15,63.6,61.9,72.2,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024039,W-001327,2026-05-15,69.9,67.9,77.8,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024040,W-001327,2026-06-15,73.1,79.0,83.3,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024041,W-001327,2026-07-15,79.8,85.0,88.9,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024042,W-001327,2026-08-15,88.2,92.1,94.4,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024043,W-001327,2026-09-05,90.4,96.6,100,ONGOING,IA-S01-02-01,SYNTHETIC_V2,True
PROG-V2-00024044,W-001328,2025-05-15,7.4,7.9,5.9,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024045,W-001328,2025-06-15,12.3,17.1,11.8,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024046,W-001328,2025-07-15,13.3,13.5,17.6,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024047,W-001328,2025-08-15,24.9,35.6,23.5,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024048,W-001328,2025-09-15,27.8,30.5,29.4,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024049,W-001328,2025-10-15,31.2,29.0,35.3,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024050,W-001328,2025-11-15,41.4,37.7,41.2,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024051,W-001328,2025-12-15,47.5,36.2,47.1,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024052,W-001328,2026-01-15,50.2,57.4,52.9,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024053,W-001328,2026-02-15,55.7,66.4,58.8,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024054,W-001328,2026-03-15,60.3,64.5,64.7,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024055,W-001328,2026-04-15,68.0,79.8,70.6,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024056,W-001328,2026-05-15,69.9,71.7,76.5,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024057,W-001328,2026-06-15,77.5,62.7,82.4,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024058,W-001328,2026-07-15,79.6,72.1,88.2,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024059,W-001328,2026-08-15,86.0,95.4,94.1,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024060,W-001328,2026-09-05,92.0,84.8,100,ONGOING,IA-S02-02-01,SYNTHETIC_V2,True
PROG-V2-00024061,W-001329,2025-06-15,5.6,7.3,6.7,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024062,W-001329,2025-07-15,14.8,25.4,13.3,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024063,W-001329,2025-08-15,26.8,20.6,20.0,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024064,W-001329,2025-09-15,28.4,32.2,26.7,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024065,W-001329,2025-10-15,34.0,46.8,33.3,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024066,W-001329,2025-11-15,40.5,38.0,40.0,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024067,W-001329,2025-12-15,46.4,39.0,46.7,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024068,W-001329,2026-01-15,55.1,59.0,53.3,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024069,W-001329,2026-02-15,57.1,51.8,60.0,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024070,W-001329,2026-03-15,69.7,72.6,66.7,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024071,W-001329,2026-04-15,76.3,80.5,73.3,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024072,W-001329,2026-05-15,76.7,84.7,80.0,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024073,W-001329,2026-06-15,87.5,86.0,86.7,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024074,W-001329,2026-07-15,93.9,104.2,93.3,ONGOING,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024075,W-001329,2026-08-15,100.0,92.4,100,COMPLETED,IA-S03-02-01,SYNTHETIC_V2,True
PROG-V2-00024076,W-001330,2025-09-15,5.6,6.8,8.3,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024077,W-001330,2025-10-15,15.1,30.8,16.7,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024078,W-001330,2025-11-15,22.1,30.6,25.0,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024079,W-001330,2025-12-15,32.7,25.4,33.3,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024080,W-001330,2026-01-15,39.8,49.8,41.7,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024081,W-001330,2026-02-15,47.6,55.9,50.0,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024082,W-001330,2026-03-15,60.1,60.1,58.3,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024083,W-001330,2026-04-15,65.9,69.2,66.7,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024084,W-001330,2026-05-15,77.6,75.9,75.0,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024085,W-001330,2026-06-15,84.6,86.4,83.3,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024086,W-001330,2026-07-15,93.7,94.8,91.7,ONGOING,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024087,W-001330,2026-08-15,100.0,89.4,100,COMPLETED,IA-S04-02-01,SYNTHETIC_V2,True
PROG-V2-00024088,W-001331,2025-08-15,10.2,12.9,7.7,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024089,W-001331,2025-09-15,17.8,0,15.4,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024090,W-001331,2025-10-15,23.1,44.0,23.1,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024091,W-001331,2025-11-15,31.0,38.1,30.8,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024092,W-001331,2025-12-15,38.7,38.1,38.5,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024093,W-001331,2026-01-15,48.6,43.1,46.2,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024094,W-001331,2026-02-15,53.8,53.8,53.8,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024095,W-001331,2026-03-15,59.8,49.4,61.5,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024096,W-001331,2026-04-15,73.1,77.7,69.2,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024097,W-001331,2026-05-15,79.4,92.2,76.9,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024098,W-001331,2026-06-15,86.1,71.2,84.6,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024099,W-001331,2026-07-15,91.6,96.0,92.3,ONGOING,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024100,W-001331,2026-08-15,100.0,92.1,100,COMPLETED,IA-S05-02-01,SYNTHETIC_V2,True
PROG-V2-00024101,W-001332,2025-09-15,7.1,13.6,10.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024102,W-001332,2025-10-15,17.1,17.0,20.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024103,W-001332,2025-11-15,30.5,17.9,30.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024104,W-001332,2025-12-15,42.5,39.6,40.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024105,W-001332,2026-01-15,47.3,60.3,50.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024106,W-001332,2026-02-15,56.3,53.1,60.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024107,W-001332,2026-03-15,68.9,86.3,70.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024108,W-001332,2026-04-15,83.5,86.1,80.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024109,W-001332,2026-05-15,87.7,97.2,90.0,ONGOING,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024110,W-001332,2026-06-15,100.0,102.0,100,COMPLETED,IA-S06-02-01,SYNTHETIC_V2,True
PROG-V2-00024111,W-001333,2025-07-15,5.3,5.3,7.1,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024112,W-001333,2025-08-15,11.9,9.1,14.3,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024113,W-001333,2025-09-15,23.9,10.9,21.4,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024114,W-001333,2025-10-15,28.5,23.2,28.6,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024115,W-001333,2025-11-15,33.3,42.4,35.7,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024116,W-001333,2025-12-15,42.9,40.4,42.9,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024117,W-001333,2026-01-15,52.1,44.8,50.0,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024118,W-001333,2026-02-15,57.8,45.0,57.1,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024119,W-001333,2026-03-15,62.1,68.1,64.3,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024120,W-001333,2026-04-15,72.1,74.1,71.4,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024121,W-001333,2026-05-15,80.4,74.8,78.6,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024122,W-001333,2026-06-15,82.7,75.9,85.7,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024123,W-001333,2026-07-15,92.3,86.1,92.9,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024124,W-001333,2026-08-15,100.0,110.4,100,COMPLETED,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024125,W-001334,2025-07-15,9.2,16.6,7.1,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024126,W-001334,2025-08-15,11.5,21.8,14.3,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024127,W-001334,2025-09-15,18.8,13.9,21.4,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024128,W-001334,2025-10-15,25.4,27.2,28.6,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024129,W-001334,2025-11-15,40.6,36.2,35.7,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024130,W-001334,2025-12-15,42.3,49.5,42.9,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024131,W-001334,2026-01-15,50.7,49.4,50.0,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024132,W-001334,2026-02-15,52.7,40.6,57.1,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024133,W-001334,2026-03-15,65.6,62.9,64.3,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024134,W-001334,2026-04-15,68.9,80.1,71.4,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024135,W-001334,2026-05-15,82.8,88.0,78.6,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024136,W-001334,2026-06-15,85.1,81.0,85.7,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024137,W-001334,2026-07-15,92.1,94.4,92.9,ONGOING,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024138,W-001334,2026-08-15,100.0,89.3,100,COMPLETED,IA-S02-03-01,SYNTHETIC_V2,True
PROG-V2-00024139,W-001335,2025-07-15,12.9,3.4,10.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024140,W-001335,2025-08-15,18.7,16.5,20.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024141,W-001335,2025-09-15,28.4,21.7,30.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024142,W-001335,2025-10-15,40.2,45.9,40.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024143,W-001335,2025-11-15,50.9,46.5,50.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024144,W-001335,2025-12-15,59.9,48.4,60.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024145,W-001335,2026-01-15,69.6,68.6,70.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024146,W-001335,2026-02-15,81.5,66.0,80.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024147,W-001335,2026-03-15,89.7,90.4,90.0,ONGOING,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024148,W-001335,2026-04-07,100.0,88.4,100,COMPLETED,IA-S03-03-01,SYNTHETIC_V2,True
PROG-V2-00024149,W-001336,2022-07-15,5.5,13.7,5.6,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024150,W-001336,2022-08-15,14.9,17.9,11.1,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024151,W-001336,2022-09-15,15.8,1.9,16.7,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024152,W-001336,2022-10-15,20.8,24.1,22.2,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024153,W-001336,2022-11-15,27.0,30.2,27.8,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024154,W-001336,2022-12-15,35.8,35.4,33.3,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024155,W-001336,2023-01-15,41.0,36.0,38.9,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024156,W-001336,2023-02-15,44.1,39.9,44.4,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024157,W-001336,2023-03-15,54.9,54.9,50.0,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024158,W-001336,2023-04-15,53.3,50.9,55.6,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024159,W-001336,2023-05-15,61.6,60.4,61.1,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024160,W-001336,2023-06-15,65.8,71.1,66.7,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024161,W-001336,2023-07-15,74.3,77.0,72.2,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024162,W-001336,2023-08-15,78.1,91.6,77.8,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024163,W-001336,2023-09-15,82.1,96.6,83.3,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024164,W-001336,2023-10-15,85.3,84.5,88.9,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024165,W-001336,2023-11-15,95.7,82.4,94.4,ONGOING,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024166,W-001336,2023-12-15,100.0,84.9,100,COMPLETED,IA-S04-03-01,SYNTHETIC_V2,True
PROG-V2-00024167,W-001337,2022-08-15,5.4,0,5.3,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024168,W-001337,2022-09-15,10.0,0,10.5,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024169,W-001337,2022-10-15,17.7,8.7,15.8,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024170,W-001337,2022-11-15,18.2,24.2,21.1,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024171,W-001337,2022-12-15,30.0,35.8,26.3,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024172,W-001337,2023-01-15,31.0,32.5,31.6,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024173,W-001337,2023-02-15,38.3,30.6,36.8,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024174,W-001337,2023-03-15,43.0,38.3,42.1,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024175,W-001337,2023-04-15,44.4,50.1,47.4,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024176,W-001337,2023-05-15,53.6,53.1,52.6,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024177,W-001337,2023-06-15,61.5,66.7,57.9,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024178,W-001337,2023-07-15,60.7,63.0,63.2,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024179,W-001337,2023-08-15,66.9,69.4,68.4,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024180,W-001337,2023-09-15,73.3,77.1,73.7,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024181,W-001337,2023-10-15,77.6,70.0,78.9,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024182,W-001337,2023-11-15,87.5,71.4,84.2,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024183,W-001337,2023-12-15,91.0,97.4,89.5,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024184,W-001337,2024-01-15,91.3,91.3,94.7,ONGOING,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024185,W-001337,2024-02-15,100.0,106.1,100,COMPLETED,IA-S05-03-01,SYNTHETIC_V2,True
PROG-V2-00024186,W-001338,2022-09-15,10.9,18.4,11.1,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024187,W-001338,2022-10-15,22.2,35.3,22.2,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024188,W-001338,2022-11-15,38.5,35.4,33.3,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024189,W-001338,2022-12-15,45.9,54.5,44.4,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024190,W-001338,2023-01-15,54.4,57.7,55.6,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024191,W-001338,2023-02-15,70.0,62.1,66.7,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024192,W-001338,2023-03-15,81.1,84.2,77.8,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024193,W-001338,2023-04-15,89.4,100.7,88.9,ONGOING,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024194,W-001338,2023-05-15,100.0,98.2,100,COMPLETED,IA-S06-03-01,SYNTHETIC_V2,True
PROG-V2-00024195,W-001339,2022-07-15,5.5,16.3,5.6,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024196,W-001339,2022-08-15,10.9,15.5,11.1,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024197,W-001339,2022-09-15,17.6,17.2,16.7,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024198,W-001339,2022-10-15,23.3,31.3,22.2,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024199,W-001339,2022-11-15,26.0,29.5,27.8,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024200,W-001339,2022-12-15,35.5,42.7,33.3,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024201,W-001339,2023-01-15,40.5,52.4,38.9,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
PROG-V2-00024202,W-001339,2023-02-15,42.3,48.8,44.4,ONGOING,IA-S01-03-01,SYNTHETIC_V2,True
