alert_type,group_type,group_value,metric,month,current_value,current_event_count,baseline_month_count,historical_event_support,median,mad,q1,q3,iqr,p10,p90,robust_z,deviation_method,ewma,trend_deviation_flag,evidence_summary
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Drinking Water,released_payment_count,2024-09,13.0,13,6,39,6.0,1.0,5.25,6.75,1.5,5.0,8.5,4.7215,MAD,8.870476537522508,True,released_payment_count for state_name=Telangana|sector=Drinking Water in 2024-09 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Roads & Bridges,released_payment_amount_inr,2024-09,5108000.0,7,6,20,1887000.0,534500.0,1467500.0,2475250.0,1007750.0,1352500.0,3016500.0,4.064666978484565,MAD,2929434.7504761196,True,released_payment_amount_inr for state_name=Telangana|sector=Roads & Bridges in 2024-09 has signed robust z 4.065 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3,progress_report_count,2024-10,14.0,14,6,24,3.5,1.0,2.25,4.0,1.75,2.0,6.5,7.08225,MAD,7.10119186,True,progress_report_count for state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3 in 2024-10 has signed robust z 7.082 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3,released_payment_amount_inr,2024-10,12191000.0,20,6,76,5844500.0,842500.0,4737000.0,6088000.0,1351000.0,4000500.0,6703500.0,5.08096646884273,MAD,7099202.864333134,True,released_payment_amount_inr for state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3 in 2024-10 has signed robust z 5.081 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4,progress_report_count,2024-10,16.0,16,6,33,5.5,1.5,4.0,7.0,3.0,3.5,7.5,4.7215,MAD,8.60876024557,True,progress_report_count for state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4 in 2024-10 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 1,sanction_work_count,2024-10,0.0,0,6,23,3.0,0.5,3.0,3.75,0.75,2.5,6.0,-4.047,MAD,2.291214931134317,True,sanction_work_count for state_name=Karnataka|district=Karnataka Demo District 1 in 2024-10 has signed robust z -4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 2,released_payment_amount_inr,2024-10,8282000.0,14,6,71,5243000.0,341500.0,4841250.0,5405500.0,564250.0,3812500.0,6023000.0,6.002358711566618,MAD,6084505.579859336,True,released_payment_amount_inr for state_name=Karnataka|district=Karnataka Demo District 2 in 2024-10 has signed robust z 6.002 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 1,sanction_work_count,2024-10,8.0,8,6,20,3.0,0.5,3.0,3.75,0.75,2.5,4.5,6.745,MAD,4.590943018793693,True,sanction_work_count for state_name=Maharashtra|district=Maharashtra Demo District 1 in 2024-10 has signed robust z 6.745 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 1,sanctioned_amount_inr,2024-10,17834000.0,8,6,20,6480000.0,1979000.0,4877000.0,8336500.0,3459500.0,4250000.0,9171000.0,3.869769075290551,MAD,9687756.347736571,True,sanctioned_amount_inr for state_name=Maharashtra|district=Maharashtra Demo District 1 in 2024-10 has signed robust z 3.870 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 2,released_payment_count,2024-10,5.0,5,6,53,8.0,0.5,8.0,9.5,1.5,7.5,11.0,-4.047,MAD,7.138206281695189,True,released_payment_count for state_name=Maharashtra|district=Maharashtra Demo District 2 in 2024-10 has signed robust z -4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 1,progress_report_count,2024-10,7.0,7,6,29,4.0,0.5,4.0,6.25,2.25,3.5,7.0,4.047,MAD,5.8190361480999995,True,progress_report_count for state_name=Odisha|district=Odisha Demo District 1 in 2024-10 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 3,recommended_amount_inr,2024-10,1089000.0,1,6,22,8209500.0,1162000.0,7206000.0,9042750.0,1836750.0,3972000.0,11206000.0,-4.133199010327022,MAD,4387008.714698446,True,recommended_amount_inr for state_name=Odisha|district=Odisha Demo District 3 in 2024-10 has signed robust z -4.133 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 1,progress_report_count,2024-10,10.0,10,6,32,5.0,0.5,5.0,5.75,0.75,4.0,7.0,6.745,MAD,6.72902740973,True,progress_report_count for state_name=Telangana|district=Telangana Demo District 1 in 2024-10 has signed robust z 6.745 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 1,released_payment_amount_inr,2024-10,9486000.0,12,6,47,4165000.0,744500.0,3981500.0,5484000.0,1502500.0,3420500.0,6010000.0,4.820704499664204,MAD,6086404.107935834,True,released_payment_amount_inr for state_name=Telangana|district=Telangana Demo District 1 in 2024-10 has signed robust z 4.821 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Community Infrastructure,released_payment_amount_inr,2024-10,33233000.0,50,6,183,17696000.0,629000.0,17481250.0,19706250.0,2225000.0,17067000.0,22072000.0,16.660900635930048,MAD,22996455.329312734,True,released_payment_amount_inr for sector=Community Infrastructure in 2024-10 has signed robust z 16.661 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Community Infrastructure,released_payment_count,2024-10,50.0,50,6,183,30.5,3.0,26.75,32.0,5.25,26.0,35.0,4.38425,MAD,35.06043655543381,True,released_payment_count for sector=Community Infrastructure in 2024-10 has signed robust z 4.384 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Education,progress_report_count,2024-10,28.0,28,6,83,14.5,2.5,10.75,16.75,6.0,10.0,17.0,3.6423,MAD,18.083113678209997,True,progress_report_count for sector=Education in 2024-10 has signed robust z 3.642 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Renewable Energy,sanctioned_amount_inr,2024-10,11580000.0,7,6,50,12937000.0,210000.0,12874750.0,13206250.0,331500.0,10214000.0,16267500.0,-4.358554761904762,MAD,13116203.929553812,True,sanctioned_amount_inr for sector=Renewable Energy in 2024-10 has signed robust z -4.359 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Karnataka,recommendation_work_count,2024-10,17.0,17,6,80,13.0,0.5,12.25,13.0,0.75,11.5,15.5,5.396,MAD,14.087136334541398,True,recommendation_work_count for state_name=Karnataka in 2024-10 has signed robust z 5.396 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Maharashtra,recommendation_work_count,2024-10,17.0,17,6,72,10.0,1.0,9.0,13.25,4.25,9.0,17.0,4.7215,MAD,14.594815180005835,True,recommendation_work_count for state_name=Maharashtra in 2024-10 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Maharashtra,sanction_work_count,2024-10,19.0,19,6,59,10.5,1.0,8.5,11.0,2.5,7.5,11.5,5.73325,MAD,12.702152060405469,True,sanction_work_count for state_name=Maharashtra in 2024-10 has signed robust z 5.733 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Maharashtra,sanctioned_amount_inr,2024-10,37270000.0,19,6,59,18361500.0,3100500.0,16702000.0,21686750.0,4984750.0,15261000.0,23505500.0,4.1134601677148845,MAD,24911659.24705308,True,sanctioned_amount_inr for state_name=Maharashtra in 2024-10 has signed robust z 4.113 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Odisha,released_payment_count,2024-10,45.0,45,6,213,35.0,0.5,35.0,35.75,0.75,34.0,37.5,13.49,MAD,36.955906274732534,True,released_payment_count for state_name=Odisha in 2024-10 has signed robust z 13.490 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Andhra Pradesh|sector=Community Infrastructure,released_payment_count,2024-10,15.0,15,6,31,5.5,1.5,3.5,6.75,3.25,3.0,7.0,4.271833333333333,MAD,7.386181224151399,True,released_payment_count for state_name=Andhra Pradesh|sector=Community Infrastructure in 2024-10 has signed robust z 4.272 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Andhra Pradesh|sector=Sanitation,released_payment_amount_inr,2024-10,5994000.0,8,6,42,2112500.0,739000.0,1668250.0,2851500.0,1183250.0,1135000.0,4086000.0,3.5427222598105548,MAD,3784504.879906672,True,released_payment_amount_inr for state_name=Andhra Pradesh|sector=Sanitation in 2024-10 has signed robust z 3.543 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Andhra Pradesh|sector=Sports,released_payment_amount_inr,2024-10,1599000.0,4,6,42,3835500.0,420500.0,3362250.0,4112250.0,750000.0,2194000.0,5050000.0,-3.5874417360285373,MAD,2491396.049476536,True,released_payment_amount_inr for state_name=Andhra Pradesh|sector=Sports in 2024-10 has signed robust z -3.587 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Karnataka|sector=Sports,released_payment_amount_inr,2024-10,10366000.0,16,6,40,2996000.0,1258000.0,1485500.0,3617000.0,2131500.0,851500.0,4454000.0,3.9515620031796503,MAD,4819596.172819828,True,released_payment_amount_inr for state_name=Karnataka|sector=Sports in 2024-10 has signed robust z 3.952 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Odisha|sector=Community Infrastructure,released_payment_count,2024-10,7.0,7,6,20,4.0,0.5,2.5,4.0,1.5,1.5,4.5,4.047,MAD,4.28901061953,True,released_payment_count for state_name=Odisha|sector=Community Infrastructure in 2024-10 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Odisha|sector=Sanitation,released_payment_count,2024-10,9.0,9,6,31,5.5,0.5,4.25,6.0,1.75,4.0,6.0,4.7215,MAD,6.195222314947298,True,released_payment_count for state_name=Odisha|sector=Sanitation in 2024-10 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Community Infrastructure,released_payment_amount_inr,2024-10,5727000.0,10,6,24,1793000.0,489500.0,1201500.0,2049250.0,847750.0,980500.0,4807000.0,5.420802860061287,MAD,3880253.300908896,True,released_payment_amount_inr for state_name=Telangana|sector=Community Infrastructure in 2024-10 has signed robust z 5.421 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Community Infrastructure,released_payment_count,2024-10,10.0,10,6,24,3.5,1.0,2.25,4.0,1.75,2.0,6.5,4.38425,MAD,6.136070551368999,True,released_payment_count for state_name=Telangana|sector=Community Infrastructure in 2024-10 has signed robust z 4.384 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,recommendation_work_count,2024-11,1.0,1,6,28,4.5,0.5,4.0,5.0,1.0,3.0,6.5,-4.7215,MAD,3.635770434524399,True,recommendation_work_count for state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1 in 2024-11 has signed robust z -4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanctioned_amount_inr,2024-11,4111000.0,4,6,23,8561500.0,831000.0,6986250.0,9128750.0,2142500.0,4178000.0,9392500.0,-3.6123492779783395,MAD,6940534.202573109,True,sanctioned_amount_inr for state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1 in 2024-11 has signed robust z -3.612 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 2,released_payment_count,2024-11,7.0,7,6,72,12.5,0.5,12.0,13.0,1.0,10.0,13.5,-7.4195,MAD,10.708374885592908,True,released_payment_count for state_name=Karnataka|district=Karnataka Demo District 2 in 2024-11 has signed robust z -7.420 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 1,released_payment_count,2024-11,10.0,10,6,77,15.5,0.5,9.75,16.0,6.25,7.0,16.0,-7.4195,MAD,12.495101369629305,True,released_payment_count for state_name=Maharashtra|district=Maharashtra Demo District 1 in 2024-11 has signed robust z -7.420 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 2,released_payment_count,2024-11,11.0,11,6,48,8.0,0.5,7.25,8.0,0.75,6.0,10.0,4.047,MAD,8.296744397186632,True,released_payment_count for state_name=Maharashtra|district=Maharashtra Demo District 2 in 2024-11 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,progress_report_count,2024-11,10.0,10,6,37,5.5,0.5,5.0,6.0,1.0,5.0,8.0,6.0705,MAD,6.951124286850999,True,progress_report_count for state_name=Maharashtra|district=Maharashtra Demo District 3 in 2024-11 has signed robust z 6.071 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,recommendation_work_count,2024-11,6.0,6,6,21,3.0,0.5,3.0,4.5,1.5,2.5,5.0,4.047,MAD,4.167710788727808,True,recommendation_work_count for state_name=Maharashtra|district=Maharashtra Demo District 3 in 2024-11 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,recommended_amount_inr,2024-11,17169000.0,6,6,21,6748500.0,470500.0,6216500.0,7061500.0,845000.0,4843500.0,8392500.0,14.93863390010627,MAD,9818840.633887867,True,recommended_amount_inr for state_name=Maharashtra|district=Maharashtra Demo District 3 in 2024-11 has signed robust z 14.939 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 4,recommended_amount_inr,2024-11,2794000.0,1,6,23,7115500.0,660500.0,6508250.0,7731750.0,1223500.0,5384000.0,13510500.0,-4.413098788796367,MAD,7364297.146168165,True,recommended_amount_inr for state_name=Odisha|district=Odisha Demo District 4 in 2024-11 has signed robust z -4.413 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,2024-11,10.0,10,6,36,5.0,0.5,5.0,6.5,1.5,4.5,8.5,6.745,MAD,6.762177227899999,True,progress_report_count for state_name=Rajasthan|district=Rajasthan Demo District 3 in 2024-11 has signed robust z 6.745 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 2,released_payment_amount_inr,2024-11,13905000.0,20,6,64,5493500.0,340500.0,5201000.0,5804000.0,603000.0,4339500.0,6063000.0,16.66242804698972,MAD,7577738.896020361,True,released_payment_amount_inr for state_name=Telangana|district=Telangana Demo District 2 in 2024-11 has signed robust z 16.662 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 2,released_payment_count,2024-11,20.0,20,6,64,10.5,1.5,9.25,11.75,2.5,8.0,13.5,4.271833333333333,MAD,13.546493090549909,True,released_payment_count for state_name=Telangana|district=Telangana Demo District 2 in 2024-11 has signed robust z 4.272 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 3,recommendation_work_count,2024-11,1.0,1,6,23,4.0,0.5,3.25,4.0,0.75,3.0,4.5,-4.047,MAD,2.7189760623660533,True,recommendation_work_count for state_name=Telangana|district=Telangana Demo District 3 in 2024-11 has signed robust z -4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 3,recommended_amount_inr,2024-11,1725000.0,1,6,23,9208000.0,714000.0,8686500.0,9882500.0,1196000.0,7757000.0,10470000.0,-7.0690245098039215,MAD,6256457.456207142,True,recommended_amount_inr for state_name=Telangana|district=Telangana Demo District 3 in 2024-11 has signed robust z -7.069 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Drinking Water,released_payment_amount_inr,2024-11,4644000.0,6,6,27,2297500.0,384500.0,2166250.0,2752750.0,586500.0,1608500.0,3338500.0,4.116291937581274,MAD,2898368.46978666,True,released_payment_amount_inr for state_name=Telangana|district=Telangana Demo District 2|sector=Drinking Water in 2024-11 has signed robust z 4.116 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Drinking Water,released_payment_amount_inr,2024-11,24306000.0,35,6,239,18304500.0,746000.0,18093500.0,20203750.0,2110250.0,17558500.0,21466000.0,5.426289209115281,MAD,20003614.83960683,True,released_payment_amount_inr for sector=Drinking Water in 2024-11 has signed robust z 5.426 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Drinking Water,sanctioned_amount_inr,2024-11,26435000.0,12,6,49,13817000.0,1547000.0,12798500.0,17009750.0,4211250.0,12270000.0,18952000.0,5.501513251454428,MAD,18625474.260744102,True,sanctioned_amount_inr for sector=Drinking Water in 2024-11 has signed robust z 5.502 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Education,recommendation_work_count,2024-11,4.0,4,6,60,10.5,1.0,8.5,11.0,2.5,8.0,11.5,-4.38425,MAD,8.125541167568171,True,recommendation_work_count for sector=Education in 2024-11 has signed robust z -4.384 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Renewable Energy,recommended_amount_inr,2024-11,8383000.0,6,6,55,14986500.0,548000.0,12977000.0,15483250.0,2506250.0,10665000.0,15534500.0,-8.127848083941606,MAD,12641236.708272113,True,recommended_amount_inr for sector=Renewable Energy in 2024-11 has signed robust z -8.128 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Roads & Bridges,progress_report_count,2024-11,18.0,18,6,80,12.0,0.0,12.0,12.75,0.75,12.0,16.0,10.791999999999998,IQR_FALLBACK,14.068913656199996,True,progress_report_count for sector=Roads & Bridges in 2024-11 has signed robust z 10.792 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Sports,released_payment_amount_inr,2024-11,8394000.0,24,6,203,15003000.0,1220500.0,14173000.0,18086000.0,3913000.0,13782500.0,18897500.0,-3.6524133551823024,MAD,13596427.576573856,True,released_payment_amount_inr for sector=Sports in 2024-11 has signed robust z -3.652 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Andhra Pradesh,sanctioned_amount_inr,2024-11,14809000.0,10,6,76,27775000.0,2172500.0,23674000.0,29379250.0,5705250.0,20003500.0,29947500.0,-4.02557744533947,MAD,21986719.821173828,True,sanctioned_amount_inr for state_name=Andhra Pradesh in 2024-11 has signed robust z -4.026 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Odisha,released_payment_count,2024-11,44.0,44,6,223,35.5,1.5,35.0,38.25,3.25,34.0,42.0,3.8221666666666665,MAD,39.069134392312776,True,released_payment_count for state_name=Odisha in 2024-11 has signed robust z 3.822 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Rajasthan,recommendation_work_count,2024-11,15.0,15,6,62,9.5,1.0,9.0,10.75,1.75,8.5,13.0,3.70975,MAD,11.868405209126148,True,recommendation_work_count for state_name=Rajasthan in 2024-11 has signed robust z 3.710 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Telangana,released_payment_amount_inr,2024-11,38628000.0,61,6,235,20843500.0,2017500.0,19316000.0,22683000.0,3367000.0,17457000.0,23450500.0,5.945796902106568,MAD,26277820.676711008,True,released_payment_amount_inr for state_name=Telangana in 2024-11 has signed robust z 5.946 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Telangana,released_payment_count,2024-11,61.0,61,6,235,39.5,3.0,37.25,42.5,5.25,33.0,45.0,4.833916666666666,MAD,45.87313685282447,True,released_payment_count for state_name=Telangana in 2024-11 has signed robust z 4.834 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Andhra Pradesh|sector=Drinking Water,released_payment_count,2024-11,8.0,8,6,27,4.5,0.5,4.0,5.0,1.0,2.5,6.5,4.7215,MAD,5.120986495555719,True,released_payment_count for state_name=Andhra Pradesh|sector=Drinking Water in 2024-11 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Karnataka|sector=Drinking Water,released_payment_amount_inr,2024-11,5216000.0,5,6,28,2560500.0,283500.0,2471250.0,2928750.0,457500.0,2060500.0,4275500.0,6.317935626102293,MAD,3522290.161469298,True,released_payment_amount_inr for state_name=Karnataka|sector=Drinking Water in 2024-11 has signed robust z 6.318 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Karnataka|sector=Roads & Bridges,released_payment_amount_inr,2024-11,5462000.0,6,6,21,2110000.0,163500.0,1995750.0,2558000.0,562250.0,1946500.0,2957500.0,13.828281345565749,MAD,3272257.2875828734,True,released_payment_amount_inr for state_name=Karnataka|sector=Roads & Bridges in 2024-11 has signed robust z 13.828 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Rajasthan|sector=Education,released_payment_amount_inr,2024-11,8017000.0,9,6,29,2326000.0,1059500.0,1569000.0,3434750.0,1865750.0,907500.0,5515000.0,3.623010382255781,MAD,4567804.479920343,True,released_payment_amount_inr for state_name=Rajasthan|sector=Education in 2024-11 has signed robust z 3.623 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Rajasthan|sector=Sports,released_payment_count,2024-11,1.0,1,6,33,5.0,0.0,5.0,5.75,0.75,5.0,6.5,-7.194666666666666,IQR_FALLBACK,3.969999903268999,True,released_payment_count for state_name=Rajasthan|sector=Sports in 2024-11 has signed robust z -7.195 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Community Infrastructure,released_payment_amount_inr,2024-11,6325000.0,8,6,32,2039500.0,716500.0,1679500.0,4810000.0,3130500.0,1323000.0,6641000.0,4.034291346824843,MAD,4613677.310636227,True,released_payment_amount_inr for state_name=Telangana|sector=Community Infrastructure in 2024-11 has signed robust z 4.034 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Education,released_payment_amount_inr,2024-11,8495000.0,12,6,33,3105500.0,553500.0,2401750.0,3501000.0,1099250.0,1670500.0,3659000.0,6.567692411924119,MAD,4665155.674116833,True,released_payment_amount_inr for state_name=Telangana|sector=Education in 2024-11 has signed robust z 6.568 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Education,released_payment_count,2024-11,12.0,12,6,33,5.0,1.0,4.25,5.75,1.5,3.5,8.0,4.7215,MAD,7.431936201466113,True,released_payment_count for state_name=Telangana|sector=Education in 2024-11 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Health,released_payment_amount_inr,2024-11,6198000.0,9,6,28,3220500.0,351500.0,2034500.0,3508750.0,1474250.0,1434500.0,3572000.0,5.713581081081081,MAD,3758801.739516548,True,released_payment_amount_inr for state_name=Telangana|sector=Health in 2024-11 has signed robust z 5.714 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Sanitation,released_payment_amount_inr,2024-11,6040000.0,15,6,30,2288000.0,495500.0,1684250.0,2726000.0,1041750.0,1055000.0,2783500.0,5.10741473259334,MAD,3278643.555485692,True,released_payment_amount_inr for state_name=Telangana|sector=Sanitation in 2024-11 has signed robust z 5.107 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Sanitation,released_payment_count,2024-11,15.0,15,6,30,5.0,1.5,3.5,5.75,2.25,2.5,7.5,4.496666666666667,MAD,7.667998584316088,True,released_payment_count for state_name=Telangana|sector=Sanitation in 2024-11 has signed robust z 4.497 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanctioned_amount_inr,2024-12,2893000.0,1,6,23,8561500.0,831000.0,5148750.0,9128750.0,3980000.0,2953000.0,9392500.0,-4.600966606498195,MAD,5726273.941801176,True,sanctioned_amount_inr for state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1 in 2024-12 has signed robust z -4.601 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 1,released_payment_count,2024-12,7.0,7,6,79,15.5,0.5,11.25,16.0,4.75,8.0,16.0,-11.4665,MAD,10.846570958740513,True,released_payment_count for state_name=Maharashtra|district=Maharashtra Demo District 1 in 2024-12 has signed robust z -11.466 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 4,recommended_amount_inr,2024-12,2257000.0,2,6,23,7494500.0,675000.0,6974250.0,8122000.0,1147750.0,4489000.0,9363500.0,-5.23362037037037,MAD,5944446.162204852,True,recommended_amount_inr for state_name=Maharashtra|district=Maharashtra Demo District 4 in 2024-12 has signed robust z -5.234 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 3,progress_report_count,2024-12,11.0,11,6,31,5.0,1.0,4.25,5.75,1.5,2.5,8.0,4.047,MAD,6.746298734899999,True,progress_report_count for state_name=Odisha|district=Odisha Demo District 3 in 2024-12 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 2,progress_report_count,2024-12,12.0,12,6,27,4.5,0.5,4.0,5.0,1.0,4.0,5.0,10.1175,MAD,6.698729794859998,True,progress_report_count for state_name=Rajasthan|district=Rajasthan Demo District 2 in 2024-12 has signed robust z 10.117 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,2024-12,9.0,9,6,36,5.0,0.5,5.0,6.5,1.5,4.5,8.5,5.396,MAD,7.433524059529999,True,progress_report_count for state_name=Rajasthan|district=Rajasthan Demo District 3 in 2024-12 has signed robust z 5.396 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Drinking Water,released_payment_amount_inr,2024-12,214000.0,1,6,29,2297500.0,384500.0,2166250.0,2752750.0,586500.0,1608500.0,3771000.0,-3.6549304291287386,MAD,2093057.9288506617,True,released_payment_amount_inr for state_name=Telangana|district=Telangana Demo District 2|sector=Drinking Water in 2024-12 has signed robust z -3.655 against 6 causal prior months.
