work_id,lifecycle_stage,delay_prediction_applicability,already_overdue_as_of,delay_probability_uncalibrated,delay_probability_calibrated,delay_prediction_percentile_0_100,delay_percentile_within_applicable_execution,cost_overrun_prediction_applicability,already_over_sanction_as_of,cost_overrun_probability_uncalibrated,cost_overrun_probability_calibrated,cost_overrun_prediction_percentile_0_100,cost_overrun_percentile_within_applicable_execution,cost_overrun_model_score_raw_probability,cost_overrun_calibration_status,cost_overrun_calibration_serving_eligible,cost_overrun_model_quality_status,cost_overrun_serving_score,cost_overrun_serving_percentile_0_100,cost_overrun_serving_rank
W-000659,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000660,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.155514046549797,0.8502229717073201,6.75,6.75,0.155514046549797,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.155514046549797,6.75,747
W-000661,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000662,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000663,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.9497385025024414,0.3976331937191739,98.75,98.75,0.9497385025024414,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.9497385025024414,98.75,11
W-000664,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000665,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000666,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.6345494389533997,0.6668157891312444,57.125,57.125,0.6345494389533997,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.6345494389533997,57.125,344
W-000667,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000668,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000669,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.8704105615615845,0.5163087821471033,87.25,87.25,0.8704105615615845,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.8704105615615845,87.25,103
W-000670,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000671,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.4354190826416015,0.7447671622925339,34.125,34.125,0.4354190826416015,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.4354190826416015,34.125,528
W-000672,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000673,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000674,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000675,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000676,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.2355314791202545,0.8171602061099025,13.625000000000002,13.625000000000002,0.2355314791202545,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.2355314791202545,13.625000000000002,692
W-000677,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000678,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000679,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.3415500223636627,0.7781949152498047,25.374999999999996,25.374999999999996,0.3415500223636627,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.3415500223636627,25.374999999999996,598
W-000680,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.4650052487850189,0.7340640644854232,36.625,36.625,0.4650052487850189,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.4650052487850189,36.625,508
W-000681,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000682,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.3163833022117615,0.7872065575967161,23.0,23.0,0.3163833022117615,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.3163833022117615,23.0,617
W-000683,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.2904743254184723,0.796595541499615,19.375,19.375,0.2904743254184723,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.2904743254184723,19.375,646
W-000684,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000685,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000686,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000687,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000688,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000689,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000690,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000691,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000692,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000693,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.7103514671325684,0.6302704109654881,67.875,67.875,0.7103514671325684,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.7103514671325684,67.875,258
W-000694,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000695,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000696,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000697,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000698,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000699,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000700,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000701,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000702,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000703,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000704,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.4717381000518799,0.7316042556143647,37.0,37.0,0.4717381000518799,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.4717381000518799,37.0,505
W-000705,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000706,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000707,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000708,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.2022024095058441,0.8303266664398536,10.375,10.375,0.2022024095058441,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.2022024095058441,10.375,718
W-000709,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000710,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000711,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.6568974256515503,0.6566536586042414,61.5,61.5,0.6568974256515503,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.6568974256515503,61.5,309
W-000712,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000713,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.1533718854188919,0.8511909716753367,6.375,6.375,0.1533718854188919,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.1533718854188919,6.375,750
W-000714,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000715,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000716,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000717,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000718,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000719,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000720,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.4549565017223358,0.7377173186167929,35.75,35.75,0.4549565017223358,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.4549565017223358,35.75,515
W-000721,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000722,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000723,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.1064046397805213,0.874235253113193,3.75,3.75,0.1064046397805213,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.1064046397805213,3.75,771
W-000724,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000725,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.5432714223861694,0.7046567298624339,45.375,45.375,0.5432714223861694,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.5432714223861694,45.375,438
W-000726,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000727,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000728,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.824931800365448,0.5572370273084027,80.5,80.5,0.824931800365448,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.824931800365448,80.5,157
W-000729,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000730,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000731,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000732,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000733,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000734,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000735,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000736,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000737,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000738,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.5660904049873352,0.6956443002243471,48.375,48.375,0.5660904049873352,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.5660904049873352,48.375,414
W-000739,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000740,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.7669752836227417,0.5978881597812191,74.5,74.5,0.7669752836227417,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.7669752836227417,74.5,205
W-000741,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000742,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.8353201150894165,0.5487741468890184,82.375,82.375,0.8353201150894165,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.8353201150894165,82.375,142
W-000743,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000744,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000745,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000746,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000747,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.8735938668251038,0.5129985903169639,88.125,88.125,0.8735938668251038,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.8735938668251038,88.125,96
W-000748,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000749,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000750,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000751,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000752,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000753,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000754,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000755,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.5105478167533875,0.71719478974125,41.0,41.0,0.5105478167533875,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.5105478167533875,41.0,473
W-000756,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000757,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000758,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.7832685708999634,0.5873999396427844,76.0,76.0,0.7832685708999634,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.7832685708999634,76.0,193
W-000759,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000760,PRE_SANCTION,NOT_APPLICABLE_STAGE,False,,,,,NOT_APPLICABLE_STAGE,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000761,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000762,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.4949130415916443,0.723051741432191,39.625,39.625,0.4949130415916443,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.4949130415916443,39.625,484
W-000763,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,False,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.6901420950889587,0.6406358341376367,65.25,65.25,0.6901420950889587,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.6901420950889587,65.25,279
W-000764,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000765,COMPLETION,OUTCOME_ALREADY_KNOWN,False,,,,,OUTCOME_ALREADY_KNOWN,False,,,,,,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,,,
W-000766,EXECUTION,INSUFFICIENT_SUPERVISED_OUTCOME_DATA,True,,,,,PREDICTED_EARLY_WARNING_ELIGIBLE,False,0.0883419290184974,0.884389658984073,2.75,2.75,0.0883419290184974,UNSTABLE_RANK_REVERSAL,False,PROTOTYPE_WEAK_DISCRIMINATION,0.0883419290184974,2.75,779
