work_id,mp_id,state_name,constituency,district,sector,sub_sector,implementing_agency_id,sanction_status,source_current_status,feature_snapshot_date,lifecycle_stage,is_rejected,recommendation_date,sanction_date_as_of,expected_start_date,expected_completion_date,actual_start_date_as_of,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,estimate_to_recommended_ratio,sanction_to_recommended_ratio,sanction_to_estimate_ratio,days_recommendation_to_sanction,planned_duration_days,days_sanction_to_expected_start,released_payment_count_as_of,released_payment_total_inr_as_of,unique_vendor_count_as_of,largest_payment_inr_as_of,mean_payment_inr_as_of,largest_payment_share_as_of,vendor_hhi_as_of,first_payment_release_date_as_of,last_payment_release_date_as_of,days_since_last_payment_as_of,final_payment_count_as_of,has_final_payment_as_of,zero_value_released_payment_count_as_of,expenditure_to_sanction_pct_as_of,financial_overrun_amount_inr_as_of,financial_overrun_pct_as_of,progress_report_count_as_of,first_progress_report_date_as_of,latest_progress_report_date_as_of,latest_physical_progress_pct_as_of,latest_financial_progress_pct_as_of,latest_expected_progress_pct_as_of,financial_minus_physical_gap_pct_as_of,expected_minus_physical_gap_pct_as_of,days_since_last_progress_report_as_of,physical_progress_decrease_count_as_of,max_physical_progress_drop_pct_as_of,same_day_progress_extra_count_as_of,physical_progress_velocity_pct_per_30d,actual_start_available_as_of,days_since_actual_start_as_of,days_to_expected_completion_as_of,overdue_days_as_of,schedule_elapsed_ratio_as_of,asset_record_count_as_of,is_completed_as_of,completion_date_as_of,completion_marked_as_of,uc_recorded_as_of,handover_recorded_as_of,public_use_recorded_as_of,audit_recorded_as_of,final_expenditure_inr_as_of,actual_duration_days,completion_delay_days,source_current_physical_progress_pct,source_current_expenditure_inr,source_vs_asof_expenditure_difference_inr,source_vs_asof_physical_progress_difference_pct
W-000649,MP-MH-001,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 2,Community Infrastructure,Public Waiting Hall,IA-MH-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-02-27,2025-03-18,2025-04-02,2025-12-14,2025-04-17,1170000,1208000,1227000.0,1.0324786324786326,1.0487179487179488,1.015728476821192,19.0,256.0,15.0,5,1198000,1,311000.0,239600.0,0.2595993322203673,1.0,2025-09-04,2026-04-21,133.0,1,True,0,97.6365118174409,0.0,0.0,6,2025-07-09,2026-08-31,100.0,97.6,100.0,-2.4000000000000057,0.0,1.0,0,0.0,0,5.992822966507177,True,502.0,-261.0,,2.01953125,1,True,2026-08-31,False,False,False,False,False,,501.0,260.0,100.0,1198000,0,0.0
W-000650,MP-OD-004,Odisha,Odisha Demo Constituency 4,Odisha Demo District 4,Drinking Water,Water Tank,IA-OD-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-06-09,2023-07-20,2023-08-11,2024-04-13,2023-08-20,1909000,1972000,2023000.0,1.0330015715034049,1.0597171293871137,1.0258620689655173,41.0,246.0,22.0,3,1959000,1,804000.0,653000.0,0.4104134762633997,1.0,2023-10-24,2024-07-06,787.0,1,True,0,96.83638161146811,0.0,0.0,6,2024-02-20,2026-08-31,100.0,96.8,100.0,-3.200000000000003,0.0,1.0,0,0.0,0,2.6554712892741064,True,1108.0,-871.0,,4.540650406504065,1,True,2026-08-31,False,False,True,False,False,,1107.0,870.0,100.0,1959000,0,0.0
W-000651,MP-MH-001,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 1,Drinking Water,Borewell,IA-MH-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-08,2024-02-20,2024-03-10,2024-12-12,2024-03-14,717000,678000,692000.0,0.9456066945606695,0.9651324965132496,1.0206489675516224,43.0,277.0,19.0,4,694000,1,222000.0,173500.0,0.31988472622478387,1.0,2024-05-06,2025-03-16,534.0,1,True,0,100.28901734104045,2000.0,0.2890173410404624,7,2024-07-20,2026-08-31,100.0,100.3,100.0,0.29999999999999716,0.0,1.0,0,0.0,0,3.209844559585492,True,901.0,-628.0,,3.267148014440433,1,True,2026-08-31,False,False,False,False,False,,900.0,627.0,100.0,694000,0,0.0
W-000652,MP-RJ-004,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 2,Community Infrastructure,Public Waiting Hall,IA-RJ-003,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2024-04-27,2024-05-06,2024-05-18,2024-11-25,2024-05-14,1371000,1387000,1348000.0,1.011670313639679,0.9832239241429613,0.9718817591925017,9.0,191.0,12.0,4,438000,1,160000.0,109500.0,0.365296803652968,1.0,2024-06-03,2024-11-08,662.0,0,False,0,32.49258160237389,0.0,0.0,4,2024-12-09,2026-08-31,36.3,32.5,100.0,-3.799999999999997,63.7,1.0,0,0.0,0,1.2809523809523808,True,840.0,-645.0,645.0,4.37696335078534,0,False,,False,False,False,False,False,,,,36.3,438000,0,0.0
W-000653,MP-AP-005,Andhra Pradesh,Andhra Pradesh Demo Constituency 5,Andhra Pradesh Demo District 2,Education,School Toilet,,Pending,Not Applicable,2026-09-01,PRE_SANCTION,False,2024-10-20,,,,,2477000,2605000,,1.0516754138070246,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-000654,MP-AP-002,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 3,Community Infrastructure,Public Waiting Hall,IA-AP-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-06-07,2023-06-18,2023-07-23,2024-05-18,2023-08-27,3282000,3197000,3273000.0,0.9741011578305911,0.9972577696526508,1.0237722865186112,11.0,300.0,35.0,6,3463000,1,792000.0,577166.6666666666,0.2287034363268842,1.0,2024-01-17,2024-07-01,792.0,1,True,0,105.80507179957226,190000.0,5.805071799572257,4,2024-05-28,2026-08-31,100.0,105.8,100.0,5.799999999999997,0.0,1.0,0,0.0,0,2.578181818181818,True,1101.0,-836.0,,3.7866666666666666,1,True,2026-08-31,True,False,False,False,False,3463000.0,1100.0,835.0,100.0,3463000,0,0.0
W-000655,MP-KA-002,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Renewable Energy,Solar Water System,IA-KA-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-02-07,2025-02-23,2025-03-24,2025-12-12,2025-04-03,1613000,1710000,1668000.0,1.060136391816491,1.0340979541227526,0.9754385964912281,16.0,263.0,29.0,2,1650000,1,891000.0,825000.0,0.54,1.0,2025-11-10,2025-12-01,274.0,1,True,0,98.92086330935251,0.0,0.0,5,2025-07-15,2026-08-31,100.0,98.9,100.0,-1.0999999999999943,0.0,1.0,0,0.0,0,6.058252427184467,True,516.0,-263.0,,2.0,1,True,2026-08-31,False,False,False,False,False,,515.0,262.0,100.0,1650000,0,0.0
W-000656,MP-RJ-005,Odisha,Rajasthan Demo Constituency 5,Odisha Demo District 4,Health,Health Sub-Centre,IA-RJ-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-05-25,2023-07-10,2023-07-24,2024-06-03,2023-08-24,2262000,2273000,2318000.0,1.0048629531388151,1.0247568523430592,1.0197976242850857,46.0,315.0,14.0,4,2289000,1,810000.0,572250.0,0.35386631716906947,1.0,2023-11-07,2024-07-15,778.0,1,True,0,98.74892148403796,0.0,0.0,8,2024-01-08,2026-08-31,100.0,98.7,100.0,-1.2999999999999972,0.0,1.0,0,0.0,0,2.6521739130434785,True,1104.0,-820.0,,3.6031746031746033,1,True,2026-08-31,False,False,False,False,False,,1103.0,819.0,100.0,2289000,0,0.0
W-000657,MP-TS-005,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,Drinking Water,Pipeline Extension,,Pending,Not Applicable,2026-09-01,PRE_SANCTION,False,2024-05-17,,,,,1618000,1629000,,1.0067985166872682,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-000658,MP-OD-003,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,Drinking Water,RO Water Plant,IA-OD-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-02-24,2026-04-05,2026-05-12,2027-02-22,2026-06-15,2199000,2173000,2113000.0,0.9881764438381082,0.9608913142337426,0.9723884031293143,40.0,286.0,37.0,3,1028000,1,443000.0,342666.6666666667,0.43093385214007784,1.0,2026-07-23,2026-08-26,6.0,0,False,0,48.65120681495504,0.0,0.0,4,2026-07-04,2026-08-31,45.3,48.7,26.9,3.4000000000000057,-18.4,1.0,0,0.0,0,17.06896551724138,True,78.0,174.0,0.0,0.3916083916083916,0,False,,False,False,False,False,False,,,,45.3,1028000,0,0.0
W-000659,MP-TS-006,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 4,Sanitation,Solid Waste Shed,IA-TS-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-29,2024-02-27,2024-03-15,2024-11-17,2024-04-16,571000,578000,574000.0,1.0122591943957968,1.0052539404553416,0.9930795847750865,29.0,247.0,17.0,4,599000,1,200000.0,149750.0,0.333889816360601,1.0,2024-07-06,2024-10-06,695.0,1,True,0,104.35540069686411,25000.0,4.355400696864112,3,2025-01-30,2026-08-31,100.0,104.4,100.0,4.400000000000006,0.0,1.0,0,0.0,0,3.6072664359861593,True,868.0,-653.0,,3.6437246963562755,1,True,2026-08-31,False,False,False,False,False,,867.0,652.0,100.0,599000,0,0.0
W-000660,MP-TS-005,Telangana,Telangana Demo Constituency 5,Telangana Demo District 3,Sanitation,Solid Waste Shed,IA-TS-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-01-23,2025-02-17,2025-03-17,2025-10-23,2025-04-14,2610000,2487000,2440000.0,0.9528735632183908,0.9348659003831418,0.9811017289907519,25.0,220.0,28.0,1,2238000,1,2238000.0,2238000.0,1.0,1.0,2026-03-06,2026-03-06,179.0,0,False,0,91.72131147540983,0.0,0.0,4,2025-08-18,2026-08-31,85.0,91.7,100.0,6.700000000000003,15.0,1.0,0,0.0,0,4.785714285714286,True,505.0,-313.0,313.0,2.422727272727273,0,False,,False,False,False,False,False,,,,85.0,2238000,0,0.0
W-000661,MP-KA-001,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 3,Sanitation,Solid Waste Shed,IA-KA-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-04-22,2023-05-10,2023-05-30,2024-01-10,2023-06-19,1424000,1374000,1355000.0,0.9648876404494382,0.9515449438202247,0.9861717612809315,18.0,225.0,20.0,5,1372000,1,359000.0,274400.0,0.26166180758017493,1.0,2023-08-17,2024-02-26,918.0,1,True,0,101.25461254612547,17000.0,1.2546125461254614,5,2024-02-07,2026-08-31,100.0,101.3,100.0,1.2999999999999972,0.0,1.0,0,0.0,0,2.6378205128205128,True,1170.0,-965.0,,5.288888888888889,1,True,2026-08-31,False,False,False,False,False,,1169.0,964.0,100.0,1372000,0,0.0
W-000662,MP-AP-005,Andhra Pradesh,Andhra Pradesh Demo Constituency 5,Andhra Pradesh Demo District 1,Roads & Bridges,Approach Road,IA-AP-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-08,2024-08-12,2024-09-06,2025-03-28,2024-09-05,1881000,1994000,2028000.0,1.060074428495481,1.0781499202551834,1.0170511534603812,35.0,203.0,25.0,5,1810000,1,515000.0,362000.0,0.2845303867403315,1.0,2024-12-08,2025-02-24,554.0,1,True,0,89.25049309664695,0.0,0.0,6,2025-01-03,2026-08-31,100.0,89.3,100.0,-10.700000000000003,0.0,1.0,0,0.0,0,4.259504132231405,True,726.0,-522.0,,3.5714285714285716,1,True,2026-08-31,False,False,False,False,False,,725.0,521.0,100.0,1810000,0,0.0
W-000663,MP-RJ-002,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 3,Drinking Water,RO Water Plant,IA-RJ-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-04-18,2026-05-02,2026-05-24,2026-12-08,2026-06-23,1710000,1611000,1662000.0,0.9421052631578948,0.9719298245614035,1.031657355679702,14.0,198.0,22.0,1,519000,1,519000.0,519000.0,1.0,1.0,2026-07-24,2026-07-24,39.0,0,False,0,31.227436823104693,0.0,0.0,3,2026-07-16,2026-08-31,35.8,31.2,34.8,-4.599999999999998,-1.0,1.0,0,0.0,0,15.065217391304348,True,70.0,98.0,0.0,0.5050505050505051,0,False,,False,False,False,False,False,,,,35.8,519000,0,0.0
W-000664,MP-OD-004,Odisha,Odisha Demo Constituency 4,Odisha Demo District 4,Education,Digital Classroom,,Pending,Not Applicable,2026-09-01,PRE_SANCTION,False,2024-09-04,,,,,2938000,3071000,,1.0452688904016338,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-000665,MP-KA-004,Karnataka,Karnataka Demo Constituency 4,Karnataka Demo District 3,Sanitation,Community Sanitation,IA-KA-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-07-12,2023-07-23,2023-09-03,2024-05-30,2023-08-29,1238000,1183000,1166000.0,0.9555735056542811,0.9418416801292407,0.9856297548605241,11.0,270.0,42.0,3,1255000,1,465000.0,418333.3333333333,0.3705179282868526,1.0,2023-11-11,2024-06-30,793.0,1,True,0,107.63293310463122,89000.0,7.632933104631218,6,2024-02-28,2026-08-31,100.0,107.6,100.0,7.599999999999994,0.0,1.0,0,0.0,0,2.5508196721311474,True,1099.0,-824.0,,4.051851851851852,1,True,2026-08-31,False,False,False,False,False,,1098.0,823.0,100.0,1255000,0,0.0
W-000666,MP-OD-006,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 4,Community Infrastructure,Community Hall,IA-OD-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-02-03,2026-03-07,2026-04-18,2026-12-20,2026-05-05,2534000,2593000,2536000.0,1.0232833464877664,1.000789265982636,0.9780177400694177,32.0,246.0,42.0,2,1337000,1,766000.0,668500.0,0.5729244577412117,1.0,2026-05-19,2026-07-14,49.0,0,False,0,52.720820189274455,0.0,0.0,4,2026-06-03,2026-08-31,54.5,52.7,48.0,-1.7999999999999972,-6.5,1.0,0,0.0,0,13.95505617977528,True,119.0,110.0,0.0,0.5528455284552846,0,False,,False,False,False,False,False,,,,54.5,1337000,0,0.0
W-000667,MP-KA-002,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,Roads & Bridges,Rural Road,IA-KA-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-30,2024-08-18,2024-08-26,2025-06-24,2024-09-13,3995000,4016000,4092000.0,1.0052565707133918,1.0242803504380475,1.0189243027888446,19.0,302.0,8.0,1,3894000,1,3894000.0,3894000.0,1.0,1.0,2025-01-17,2025-01-17,592.0,1,True,0,95.16129032258065,0.0,0.0,3,2025-05-10,2026-08-31,100.0,95.2,100.0,-4.799999999999997,0.0,1.0,0,0.0,0,4.085774058577406,True,718.0,-434.0,,2.437086092715232,1,True,2026-08-31,False,False,False,False,False,,717.0,433.0,100.0,3894000,0,0.0
W-000668,MP-OD-006,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 2,Sanitation,Community Sanitation,IA-OD-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-08-21,2024-09-06,2024-09-16,2025-04-29,2024-09-30,1229000,1242000,1227000.0,1.0105777054515868,0.9983726606997559,0.9879227053140096,16.0,225.0,10.0,2,1211000,1,700000.0,605500.0,0.5780346820809249,1.0,2024-10-26,2025-03-13,537.0,1,True,0,98.69600651996741,0.0,0.0,5,2025-02-17,2026-08-31,100.0,98.7,100.0,-1.2999999999999972,0.0,1.0,0,0.0,0,4.076785714285713,True,701.0,-490.0,,3.1777777777777776,1,True,2026-08-31,False,False,False,False,False,,700.0,489.0,100.0,1211000,0,0.0
W-000669,MP-MH-003,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 1,Renewable Energy,Solar Public Facility,IA-MH-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-02-09,2026-02-18,2026-03-14,2026-10-24,2026-03-17,1197000,1205000,1192000.0,1.0066833751044277,0.9958228905597326,0.9892116182572614,9.0,224.0,24.0,1,863000,1,863000.0,863000.0,1.0,1.0,2026-07-24,2026-07-24,39.0,0,False,0,72.3993288590604,0.0,0.0,4,2026-04-27,2026-08-31,80.5,72.4,74.6,-8.099999999999994,-5.900000000000006,1.0,0,0.0,0,13.809523809523808,True,168.0,53.0,0.0,0.7633928571428571,0,False,,False,False,False,False,False,,,,80.5,863000,0,0.0
W-000670,MP-TS-004,Telangana,Telangana Demo Constituency 4,Telangana Demo District 2,Education,School Toilet,IA-TS-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-08-25,2023-09-22,2023-10-13,2024-10-08,2023-10-26,3362000,3427000,3503000.0,1.019333729922665,1.0419393218322428,1.0221768310475634,28.0,361.0,21.0,2,3678000,1,2200000.0,1839000.0,0.5981511691136487,1.0,2024-01-06,2024-01-07,968.0,1,True,0,104.99571795603768,175000.0,4.995717956037682,3,2024-10-06,2026-08-31,100.0,105.0,100.0,5.0,0.0,1.0,0,0.0,0,2.9567723342939485,True,1041.0,-693.0,,2.919667590027701,1,True,2026-08-31,False,False,False,False,False,,1040.0,692.0,100.0,3678000,0,0.0
W-000671,MP-MH-005,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 4,Health,PHC Equipment Room,IA-MH-004,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-01-26,2026-03-02,2026-03-29,2027-01-05,2026-03-30,3834000,3613000,3593000.0,0.942357850808555,0.9371413667188315,0.9944644339883754,35.0,282.0,27.0,8,1483000,1,244000.0,185375.0,0.16453135536075522,1.0,2026-04-22,2026-05-14,110.0,0,False,0,41.274700807124965,0.0,0.0,7,2026-04-21,2026-08-31,45.9,41.3,54.6,-4.600000000000001,8.700000000000003,1.0,1,1.0,0,8.977272727272728,True,155.0,126.0,0.0,0.5531914893617021,0,False,,False,False,False,False,False,,,,45.9,1483000,0,0.0
W-000672,MP-KA-002,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,Community Infrastructure,Anganwadi Building,IA-KA-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-07-30,2023-08-09,2023-09-09,2024-05-13,2023-10-02,3089000,2972000,3011000.0,0.9621236646163807,0.9747491097442538,1.0131224764468372,10.0,247.0,31.0,6,3107000,1,716000.0,517833.3333333333,0.23044737689089154,1.0,2024-03-24,2024-08-24,738.0,1,True,0,103.18830953171705,96000.0,3.1883095317170373,3,2024-09-20,2026-08-31,100.0,103.2,100.0,3.200000000000003,0.0,1.0,0,0.0,0,2.6661971830985918,True,1065.0,-841.0,,4.4048582995951415,1,True,2026-08-31,False,False,False,False,False,,1064.0,840.0,100.0,3107000,0,0.0
W-000673,MP-AP-006,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 1,Education,Digital Classroom,IA-AP-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-05-07,2023-05-17,2023-06-19,2024-01-28,2023-06-15,2201000,2167000,2222000.0,0.9845524761472059,1.0095411176737847,1.0253807106598984,10.0,223.0,33.0,3,2333000,1,920000.0,777666.6666666666,0.39434204886412344,1.0,2023-08-23,2024-03-22,893.0,1,True,0,104.995499549955,111000.0,4.995499549954995,3,2024-07-10,2026-08-31,100.0,105.0,100.0,5.0,0.0,1.0,0,0.0,0,2.5626598465473145,True,1174.0,-947.0,,5.246636771300448,1,True,2026-08-31,False,False,False,False,False,,1173.0,946.0,100.0,2333000,0,0.0
W-000674,MP-MH-001,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 3,Sanitation,Drainage,IA-MH-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-09-21,2024-10-24,2024-11-05,2025-07-16,2024-11-08,1363000,1286000,1332000.0,0.9435069699192957,0.9772560528246516,1.035769828926905,33.0,253.0,12.0,4,1399000,1,544000.0,349750.0,0.3888491779842745,1.0,2025-06-27,2025-11-01,304.0,1,True,0,105.03003003003002,67000.0,5.03003003003003,4,2025-04-22,2026-08-31,100.0,105.0,100.0,5.0,0.0,1.0,0,0.0,0,4.754032258064516,True,662.0,-412.0,,2.6284584980237153,1,True,2026-08-31,False,False,False,False,False,,661.0,411.0,100.0,1399000,0,0.0
W-000675,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 4,Health,Health Sub-Centre,IA-RJ-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-06-17,2023-07-15,2023-07-27,2024-05-26,2023-08-06,3917000,3806000,3897000.0,0.9716619862139393,0.9948940515700792,1.0239096163951655,28.0,304.0,12.0,1,6292000,1,6292000.0,6292000.0,1.0,1.0,2024-01-04,2024-01-04,971.0,1,True,0,161.45753143443676,2395000.0,61.45753143443674,4,2024-05-12,2026-08-31,100.0,161.5,100.0,61.5,0.0,1.0,0,0.0,0,2.8680142687277055,True,1122.0,-828.0,,3.723684210526316,1,True,2026-08-31,False,False,False,False,False,,1121.0,827.0,100.0,6292000,0,0.0
W-000676,MP-AP-004,Andhra Pradesh,Andhra Pradesh Demo Constituency 4,Andhra Pradesh Demo District 1,Community Infrastructure,Public Waiting Hall,IA-AP-002,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-11-25,2025-12-17,2026-01-27,2027-01-09,2026-01-25,1094000,1175000,1157000.0,1.0740402193784278,1.0575868372943327,0.9846808510638297,22.0,347.0,41.0,5,692000,1,191000.0,138400.0,0.27601156069364163,1.0,2026-07-01,2026-08-24,8.0,0,False,0,59.80985306828004,0.0,0.0,7,2026-02-25,2026-08-31,56.5,59.8,62.8,3.299999999999997,6.299999999999997,1.0,0,0.0,0,7.620320855614974,True,219.0,130.0,0.0,0.6253602305475504,0,False,,False,False,False,False,False,,,,56.5,692000,0,0.0
W-000677,MP-RJ-005,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 4,Sanitation,Public Toilet,IA-RJ-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-05,2024-08-23,2024-09-20,2025-08-03,2024-09-30,2035000,2175000,2139000.0,1.0687960687960687,1.0511056511056511,0.983448275862069,49.0,317.0,28.0,1,2059000,1,2059000.0,2059000.0,1.0,1.0,2025-07-12,2025-07-12,416.0,1,True,0,96.2599345488546,0.0,0.0,3,2025-05-21,2026-08-31,100.0,96.3,100.0,-3.700000000000003,0.0,1.0,0,0.0,0,4.310492505353318,True,701.0,-394.0,,2.2429022082018926,1,True,2026-08-31,False,False,False,False,False,,700.0,393.0,100.0,2059000,0,0.0
W-000678,MP-MH-006,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,Drinking Water,Pipeline Extension,IA-MH-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-03-18,2024-04-26,2024-05-27,2025-01-10,2024-06-14,2773000,2947000,2883000.0,1.0627479264334656,1.0396682293544897,0.9782829996606719,39.0,228.0,31.0,2,2614000,1,1418000.0,1307000.0,0.5424636572302984,1.0,2024-07-31,2024-12-29,611.0,1,True,0,90.66944155393686,0.0,0.0,8,2024-09-23,2026-08-31,100.0,90.7,100.0,-9.299999999999997,0.0,1.0,0,0.0,0,3.598302687411598,True,809.0,-599.0,,3.6271929824561404,1,True,2026-08-31,False,False,False,False,False,,808.0,598.0,100.0,2614000,0,0.0
W-000679,MP-MH-003,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 3,Roads & Bridges,Rural Road,IA-MH-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-12-14,2026-01-05,2026-02-14,2026-08-27,2026-03-04,1650000,1579000,1574000.0,0.9569696969696969,0.953939393939394,0.9968334388853705,22.0,194.0,40.0,4,1087000,1,304000.0,271750.0,0.2796688132474701,1.0,2026-06-03,2026-08-23,9.0,0,False,0,69.05972045743329,0.0,0.0,4,2026-04-18,2026-08-31,76.5,69.1,92.8,-7.400000000000006,16.299999999999997,1.0,0,0.0,0,12.511111111111111,True,181.0,-5.0,5.0,1.0257731958762886,0,False,,False,False,False,False,False,,,,76.5,1087000,0,0.0
W-000680,MP-OD-004,Odisha,Odisha Demo Constituency 4,Odisha Demo District 2,Renewable Energy,Solar Street Lights,IA-OD-006,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-03-01,2026-04-01,2026-04-27,2027-04-23,2026-05-01,538000,526000,532000.0,0.9776951672862454,0.9888475836431226,1.0114068441064639,31.0,361.0,26.0,6,252000,1,62000.0,42000.0,0.24603174603174602,1.0,2026-06-05,2026-08-13,19.0,0,False,0,47.368421052631575,0.0,0.0,6,2026-05-21,2026-08-31,53.4,47.4,33.8,-6.0,-19.6,1.0,0,0.0,0,10.852941176470589,True,123.0,234.0,0.0,0.3518005540166205,0,False,,False,False,False,False,False,,,,53.4,252000,0,0.0
W-000681,MP-KA-005,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,Sanitation,Drainage,IA-KA-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-05-30,2024-07-16,2024-07-24,2025-06-29,2024-07-26,1876000,1794000,1847000.0,0.9562899786780383,0.9845415778251599,1.0295429208472686,47.0,340.0,8.0,4,1943000,1,725000.0,485750.0,0.373134328358209,1.0,2024-11-27,2025-06-26,432.0,1,True,0,105.19761775852734,96000.0,5.1976177585273415,5,2024-12-26,2026-08-31,100.0,105.2,100.0,5.200000000000003,0.0,1.0,0,0.0,0,3.7732463295269163,True,767.0,-429.0,,2.261764705882353,1,True,2026-08-31,False,False,False,False,False,,766.0,428.0,100.0,1943000,0,0.0
W-000682,MP-AP-002,Odisha,Andhra Pradesh Demo Constituency 2,Odisha Demo District 4,Health,Health Sub-Centre,IA-AP-006,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-07-26,2025-08-29,2025-10-04,2026-08-31,2025-11-03,2382000,2418000,2370000.0,1.0151133501259446,0.9949622166246851,0.9801488833746899,34.0,331.0,36.0,4,2179000,1,661000.0,544750.0,0.3033501606241395,1.0,2026-02-13,2026-05-12,112.0,0,False,0,91.94092827004219,0.0,0.0,8,2025-12-10,2026-08-31,92.1,91.9,90.9,-0.19999999999998863,-1.1999999999999886,1.0,0,0.0,0,9.5,True,302.0,-1.0,1.0,1.0030211480362539,0,False,,False,False,False,False,False,,,,92.1,2179000,0,0.0
W-000683,MP-KA-005,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 3,Drinking Water,RO Water Plant,IA-KA-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-05-01,2025-05-28,2025-06-09,2026-05-26,2025-07-06,1217000,1203000,1204000.0,0.9884963023829088,0.9893179950698439,1.0008312551953449,27.0,351.0,12.0,1,1072000,1,1072000.0,1072000.0,1.0,1.0,2026-08-27,2026-08-27,5.0,0,False,0,89.03654485049833,0.0,0.0,4,2025-10-19,2026-08-31,89.1,89.0,100.0,-0.09999999999999432,10.900000000000006,1.0,0,0.0,0,6.056962025316455,True,422.0,-98.0,98.0,1.2792022792022792,0,False,,False,False,False,False,False,,,,89.1,1072000,0,0.0
W-000684,MP-TS-006,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 3,Renewable Energy,Solar Community Lighting,,Pending,Not Applicable,2026-09-01,PRE_SANCTION,False,2023-05-25,,,,,2416000,2349000,,0.9722682119205298,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
