work_id,payment_auth_before_request_count,payment_release_before_auth_count,duplicate_pfms_reference_count,zero_value_released_payment_count,payment_after_completion_count,payment_after_final_payment_count,multiple_final_payments_count,released_total_exceeds_sanction_count,payment_irregularity_evidence_count,has_payment_irregularity_evidence
W-000550,0,0,0,0,0,0,0,0,0,False
W-000551,1,0,0,0,0,0,0,0,1,True
W-000552,0,0,0,0,0,0,0,1,1,True
W-000553,0,0,0,0,0,0,0,0,0,False
W-000554,0,0,0,0,0,0,0,0,0,False
W-000555,0,0,0,0,0,0,0,0,0,False
W-000556,1,0,0,0,0,0,0,0,1,True
W-000557,0,0,0,0,0,0,0,0,0,False
W-000558,0,0,0,0,0,0,0,1,1,True
W-000559,0,0,0,0,0,0,0,0,0,False
W-000560,2,0,0,0,0,0,0,0,2,True
W-000561,0,0,0,0,0,0,0,0,0,False
W-000562,0,0,0,0,0,0,0,1,1,True
W-000563,0,0,0,0,0,0,0,0,0,False
W-000564,0,0,0,0,0,0,0,1,1,True
W-000565,0,0,0,0,0,0,0,1,1,True
W-000566,0,0,0,0,0,0,0,0,0,False
W-000567,0,0,0,0,0,0,0,1,1,True
W-000568,0,0,0,0,0,0,0,0,0,False
W-000569,0,0,0,0,0,0,0,1,1,True
W-000570,0,0,0,0,0,0,0,0,0,False
W-000571,0,0,0,0,0,0,0,0,0,False
W-000572,0,0,0,0,0,0,0,0,0,False
W-000573,1,0,0,0,0,0,0,1,2,True
W-000574,1,0,0,0,0,0,0,1,2,True
W-000575,0,0,0,0,0,0,0,1,1,True
W-000576,0,0,0,0,0,0,0,0,0,False
W-000577,0,0,0,0,0,0,0,1,1,True
W-000578,0,0,0,0,0,0,0,1,1,True
W-000579,1,0,0,0,0,0,0,0,1,True
W-000580,0,0,0,0,0,0,0,0,0,False
W-000581,0,0,0,0,0,0,0,0,0,False
W-000582,0,0,0,0,0,0,0,1,1,True
W-000583,0,0,0,0,0,0,0,1,1,True
W-000584,1,0,0,0,0,0,0,1,2,True
W-000585,0,0,0,0,0,0,0,0,0,False
W-000586,1,0,0,0,0,0,0,1,2,True
W-000587,0,0,0,0,0,0,0,0,0,False
W-000588,0,0,0,0,0,0,0,0,0,False
W-000589,0,0,0,0,0,0,0,0,0,False
W-000590,0,0,0,0,0,0,0,1,1,True
W-000591,1,0,0,0,0,0,0,0,1,True
W-000592,0,0,0,0,0,0,0,1,1,True
W-000593,0,0,0,0,0,0,0,1,1,True
W-000594,0,0,0,0,0,0,0,0,0,False
W-000595,0,0,0,0,0,0,0,1,1,True
W-000596,1,0,0,0,0,0,0,0,1,True
W-000597,0,0,0,0,0,0,0,1,1,True
W-000598,0,0,0,0,0,0,0,0,0,False
W-000599,1,0,0,0,0,0,0,1,2,True
W-000600,0,0,0,0,0,0,0,0,0,False
W-000601,0,0,0,0,0,0,0,0,0,False
W-000602,2,0,0,0,0,0,0,1,3,True
W-000603,0,0,0,0,0,0,0,1,1,True
W-000604,0,0,0,0,0,0,0,1,1,True
W-000605,0,0,0,0,0,0,0,0,0,False
W-000606,0,0,0,0,0,0,0,0,0,False
W-000607,0,0,0,0,0,0,0,1,1,True
W-000608,0,0,0,0,0,0,0,0,0,False
W-000609,0,0,0,0,0,0,0,0,0,False
W-000610,0,0,0,0,0,0,0,1,1,True
W-000611,0,0,0,0,0,0,0,0,0,False
W-000612,0,0,0,0,0,0,0,0,0,False
W-000613,0,0,0,0,0,0,0,0,0,False
W-000614,0,0,0,0,0,0,0,0,0,False
W-000615,1,0,0,0,0,0,0,0,1,True
W-000616,0,0,0,0,0,0,0,0,0,False
W-000617,0,0,0,0,0,0,0,0,0,False
W-000618,1,0,0,0,0,0,0,1,2,True
W-000619,0,0,0,0,0,0,0,0,0,False
W-000620,0,0,0,0,0,0,0,0,0,False
W-000621,0,0,0,0,0,0,0,0,0,False
W-000622,0,0,0,0,0,0,0,0,0,False
W-000623,0,0,0,0,0,0,0,1,1,True
W-000624,0,0,0,0,0,0,0,0,0,False
W-000625,0,0,0,0,0,0,0,0,0,False
W-000626,0,0,0,0,0,0,0,0,0,False
W-000627,0,0,0,0,0,0,0,1,1,True
W-000628,0,0,0,0,0,0,0,0,0,False
W-000629,0,0,0,0,0,0,0,1,1,True
W-000630,0,0,0,0,0,0,0,0,0,False
W-000631,0,0,0,0,0,0,0,0,0,False
W-000632,0,0,0,0,0,0,0,1,1,True
W-000633,0,0,0,0,0,0,0,0,0,False
W-000634,0,0,0,0,0,0,0,1,1,True
W-000635,0,0,0,0,0,0,0,0,0,False
W-000636,0,0,0,0,0,0,0,0,0,False
W-000637,0,0,0,0,0,0,0,0,0,False
W-000638,0,0,0,0,0,0,0,1,1,True
W-000639,0,0,0,0,0,0,0,0,0,False
W-000640,0,0,0,0,0,0,0,1,1,True
W-000641,0,0,0,0,0,0,0,1,1,True
W-000642,0,0,0,0,0,0,0,0,0,False
W-000643,1,0,0,0,0,0,0,0,1,True
W-000644,0,0,0,0,0,0,0,1,1,True
W-000645,0,0,0,0,0,0,0,1,1,True
W-000646,1,0,0,0,0,0,0,0,1,True
W-000647,0,0,0,0,0,0,0,1,1,True
W-000648,0,0,0,0,0,0,0,0,0,False
W-000649,0,0,0,0,0,0,0,0,0,False
W-000650,0,0,0,0,0,0,0,0,0,False
W-000651,0,0,0,0,0,0,0,1,1,True
W-000652,2,0,0,0,0,0,0,0,2,True
W-000653,0,0,0,0,0,0,0,0,0,False
W-000654,1,0,0,0,0,0,0,1,2,True
W-000655,0,0,0,0,0,0,0,0,0,False
W-000656,1,0,0,0,0,0,0,0,1,True
W-000657,0,0,0,0,0,0,0,0,0,False
W-000658,0,0,0,0,0,0,0,0,0,False
W-000659,0,0,0,0,0,0,0,1,1,True
W-000660,1,0,0,0,0,0,0,0,1,True
W-000661,1,0,0,0,0,0,0,1,2,True
W-000662,0,0,0,0,0,0,0,0,0,False
W-000663,0,0,0,0,0,0,0,0,0,False
W-000664,0,0,0,0,0,0,0,0,0,False
W-000665,0,0,0,0,0,0,0,1,1,True
W-000666,0,0,0,0,0,0,0,0,0,False
W-000667,1,0,0,0,0,0,0,0,1,True
W-000668,1,0,0,0,0,0,0,0,1,True
W-000669,0,0,0,0,0,0,0,0,0,False
W-000670,0,0,0,0,0,0,0,1,1,True
W-000671,0,0,0,0,0,0,0,0,0,False
W-000672,0,0,0,0,0,0,0,1,1,True
W-000673,0,0,0,0,0,0,0,1,1,True
W-000674,0,0,0,0,0,0,0,1,1,True
W-000675,0,0,0,0,0,0,0,1,1,True
W-000676,1,0,0,0,0,0,0,0,1,True
W-000677,0,0,0,0,0,0,0,0,0,False
W-000678,0,0,0,0,0,0,0,0,0,False
W-000679,1,0,0,0,0,0,0,0,1,True
W-000680,0,0,0,0,0,0,0,0,0,False
W-000681,0,0,0,0,0,0,0,1,1,True
W-000682,1,0,0,0,0,0,0,0,1,True
W-000683,0,0,0,0,0,0,0,0,0,False
W-000684,0,0,0,0,0,0,0,0,0,False
W-000685,0,0,0,0,0,0,0,1,1,True
W-000686,0,0,0,0,0,0,0,0,0,False
W-000687,0,0,0,0,0,0,0,1,1,True
W-000688,0,0,0,0,0,0,0,1,1,True
W-000689,0,0,0,0,0,0,0,0,0,False
W-000690,0,0,0,0,0,0,0,1,1,True
W-000691,0,0,0,0,0,0,0,1,1,True
W-000692,0,0,0,0,0,0,0,0,0,False
W-000693,0,0,0,0,0,0,0,0,0,False
W-000694,0,0,0,0,0,0,0,1,1,True
W-000695,1,0,0,0,0,0,0,1,2,True
W-000696,0,0,0,0,0,0,0,0,0,False
W-000697,1,0,0,0,0,0,0,1,2,True
W-000698,1,0,0,0,0,0,0,1,2,True
W-000699,0,0,0,0,0,0,0,1,1,True
W-000700,0,0,0,0,0,0,0,0,0,False
W-000701,0,0,0,0,0,0,0,0,0,False
W-000702,0,0,0,0,0,0,0,1,1,True
W-000703,1,0,0,0,0,0,0,0,1,True
W-000704,2,0,0,0,0,0,0,0,2,True
W-000705,0,0,0,0,0,0,0,1,1,True
W-000706,0,0,0,0,0,0,0,1,1,True
W-000707,0,0,0,0,0,0,0,1,1,True
W-000708,2,0,0,0,0,0,0,0,2,True
W-000709,0,0,0,0,0,0,0,0,0,False
W-000710,0,0,0,0,0,0,0,0,0,False
W-000711,0,0,0,0,0,0,0,0,0,False
W-000712,1,0,0,0,0,0,0,1,2,True
W-000713,0,0,0,0,0,0,0,0,0,False
W-000714,0,0,0,0,0,0,0,0,0,False
W-000715,1,0,0,0,0,0,0,0,1,True
W-000716,0,0,0,0,0,0,0,1,1,True
W-000717,1,0,0,0,0,0,0,1,2,True
W-000718,0,0,0,0,0,0,0,0,0,False
W-000719,0,0,0,0,0,0,0,0,0,False
W-000720,1,0,0,0,0,0,0,0,1,True
W-000721,0,0,0,0,0,0,0,0,0,False
W-000722,1,0,0,0,0,0,0,0,1,True
W-000723,1,0,0,0,0,0,0,0,1,True
W-000724,0,0,0,0,0,0,0,0,0,False
W-000725,0,0,0,0,0,0,0,0,0,False
W-000726,0,0,0,0,0,0,0,1,1,True
W-000727,0,0,0,0,0,0,0,0,0,False
W-000728,0,0,0,0,0,0,0,0,0,False
W-000729,0,0,0,0,0,0,0,0,0,False
W-000730,1,0,0,0,0,0,0,0,1,True
W-000731,0,0,0,0,0,0,0,0,0,False
W-000732,0,0,0,0,0,0,0,0,0,False
W-000733,1,0,0,0,0,0,0,1,2,True
W-000734,0,0,0,0,0,0,0,0,0,False
W-000735,0,0,0,0,0,0,0,0,0,False
W-000736,0,0,0,0,0,0,0,1,1,True
W-000737,1,0,0,0,0,0,0,1,2,True
W-000738,0,0,0,0,0,0,0,0,0,False
W-000739,0,0,0,0,0,0,0,0,0,False
W-000740,0,0,0,0,0,0,0,0,0,False
W-000741,1,0,0,0,0,0,0,1,2,True
W-000742,0,0,0,0,0,0,0,0,0,False
W-000743,1,0,0,0,0,0,0,1,2,True
W-000744,0,0,0,0,0,0,0,0,0,False
W-000745,0,0,0,0,0,0,0,0,0,False
W-000746,0,0,0,0,0,0,0,1,1,True
W-000747,1,0,0,0,0,0,0,0,1,True
W-000748,0,0,0,0,0,0,0,1,1,True
W-000749,0,0,0,0,0,0,0,1,1,True
W-000750,0,0,0,0,0,0,0,1,1,True
W-000751,0,0,0,0,0,0,0,1,1,True
W-000752,1,0,0,0,0,0,0,1,2,True
W-000753,0,0,0,0,0,0,0,1,1,True
W-000754,0,0,0,0,0,0,0,1,1,True
W-000755,1,0,0,0,0,0,0,0,1,True
W-000756,0,0,0,0,0,0,0,0,0,False
W-000757,0,0,0,0,0,0,0,1,1,True
W-000758,0,0,0,0,0,0,0,0,0,False
W-000759,0,0,0,0,0,0,0,1,1,True
W-000760,0,0,0,0,0,0,0,0,0,False
W-000761,0,0,0,0,0,0,0,0,0,False
W-000762,0,0,0,0,0,0,0,0,0,False
W-000763,0,0,0,0,0,0,0,0,0,False
W-000764,0,0,0,0,0,0,0,1,1,True
W-000765,0,0,0,0,0,0,0,1,1,True
W-000766,0,0,0,0,0,0,0,0,0,False
W-000767,0,0,0,0,0,0,0,1,1,True
W-000768,0,0,0,0,0,0,0,0,0,False
W-000769,1,0,0,0,0,0,0,0,1,True
W-000770,1,0,0,0,0,0,0,0,1,True
W-000771,0,0,0,0,0,0,0,0,0,False
W-000772,1,0,0,0,0,0,0,1,2,True
W-000773,0,0,0,0,0,0,0,1,1,True
W-000774,0,0,0,0,0,0,0,1,1,True
W-000775,0,0,0,0,0,0,0,0,0,False
W-000776,0,0,0,0,0,0,0,0,0,False
W-000777,1,0,0,0,0,0,0,1,2,True
W-000778,0,0,0,0,0,0,0,1,1,True
W-000779,0,0,0,0,0,0,0,1,1,True
W-000780,0,0,0,0,0,0,0,1,1,True
W-000781,1,0,0,0,0,0,0,1,2,True
W-000782,0,0,0,0,0,0,0,1,1,True
W-000783,0,0,0,0,0,0,0,0,0,False
W-000784,0,0,0,0,0,0,0,0,0,False
W-000785,0,0,0,0,0,0,0,1,1,True
W-000786,0,0,0,0,0,0,0,1,1,True
W-000787,0,0,0,0,0,0,0,1,1,True
W-000788,0,0,0,0,0,0,0,1,1,True
W-000789,0,0,0,0,0,0,0,0,0,False
W-000790,0,0,0,0,0,0,0,1,1,True
W-000791,0,0,0,0,0,0,0,1,1,True
W-000792,0,0,0,0,0,0,0,1,1,True
W-000793,0,0,0,0,0,0,0,0,0,False
W-000794,0,0,0,0,0,0,0,1,1,True
W-000795,1,0,0,0,0,0,0,0,1,True
W-000796,0,0,0,0,0,0,0,1,1,True
W-000797,0,0,0,0,0,0,0,0,0,False
W-000798,0,0,0,0,0,0,0,0,0,False
W-000799,1,0,0,0,0,0,0,0,1,True
W-000800,2,0,0,0,0,0,0,0,2,True
W-000801,1,0,0,0,0,0,0,1,2,True
W-000802,1,0,0,0,0,0,0,1,2,True
W-000803,1,0,0,0,0,0,0,0,1,True
W-000804,0,0,0,0,0,0,0,0,0,False
W-000805,0,0,0,0,0,0,0,1,1,True
W-000806,0,0,0,0,0,0,0,0,0,False
W-000807,0,0,0,0,0,0,0,0,0,False
W-000808,0,0,0,0,0,0,0,0,0,False
W-000809,0,0,0,0,0,0,0,0,0,False
W-000810,0,0,0,0,0,0,0,0,0,False
W-000811,0,0,0,0,0,0,0,0,0,False
W-000812,0,0,0,0,0,0,0,1,1,True
W-000813,0,0,0,0,0,0,0,0,0,False
W-000814,0,0,0,0,0,0,0,1,1,True
W-000815,0,0,0,0,0,0,0,0,0,False
W-000816,1,0,0,0,0,0,0,1,2,True
W-000817,0,0,0,0,0,0,0,0,0,False
W-000818,1,0,0,0,0,0,0,1,2,True
W-000819,0,0,0,0,0,0,0,1,1,True
W-000820,0,0,0,0,0,0,0,0,0,False
W-000821,0,0,0,0,0,0,0,0,0,False
W-000822,0,0,0,0,0,0,0,0,0,False
W-000823,0,0,0,0,0,0,0,1,1,True
W-000824,0,0,0,0,0,0,0,0,0,False
W-000825,1,0,0,0,0,0,0,1,2,True
W-000826,0,0,0,0,0,0,0,0,0,False
W-000827,0,0,0,0,0,0,0,0,0,False
W-000828,1,0,0,0,0,0,0,1,2,True
W-000829,1,0,0,0,0,0,0,0,1,True
W-000830,0,0,0,0,0,0,0,0,0,False
W-000831,0,0,0,0,0,0,0,0,0,False
W-000832,0,0,0,0,0,0,0,1,1,True
W-000833,0,0,0,0,0,0,0,0,0,False
W-000834,0,0,0,0,0,0,0,1,1,True
W-000835,0,0,0,0,0,0,0,0,0,False
W-000836,0,0,0,0,0,0,0,1,1,True
W-000837,0,0,0,0,0,0,0,0,0,False
W-000838,0,0,0,0,0,0,0,1,1,True
W-000839,1,0,0,0,0,0,0,1,2,True
W-000840,0,0,0,0,0,0,0,0,0,False
W-000841,0,0,0,0,0,0,0,1,1,True
W-000842,0,0,0,0,0,0,0,1,1,True
W-000843,1,0,0,0,0,0,0,0,1,True
W-000844,0,0,0,0,0,0,0,0,0,False
W-000845,0,0,0,0,0,0,0,0,0,False
W-000846,0,0,0,0,0,0,0,1,1,True
W-000847,1,0,0,0,0,0,0,1,2,True
W-000848,0,0,0,0,0,0,0,0,0,False
W-000849,0,0,0,0,0,0,0,0,0,False
W-000850,0,0,0,0,0,0,0,1,1,True
W-000851,0,0,0,0,0,0,0,1,1,True
W-000852,0,0,0,0,0,0,0,0,0,False
W-000853,0,0,0,0,0,0,0,0,0,False
W-000854,0,0,0,0,0,0,0,1,1,True
W-000855,0,0,0,0,0,0,0,0,0,False
W-000856,0,0,0,0,0,0,0,0,0,False
W-000857,1,0,0,0,0,0,0,1,2,True
W-000858,0,0,0,0,0,0,0,0,0,False
W-000859,0,0,0,0,0,0,0,1,1,True
W-000860,0,0,0,0,0,0,0,1,1,True
W-000861,0,0,0,0,0,0,0,0,0,False
W-000862,0,0,0,0,0,0,0,1,1,True
W-000863,0,0,0,0,0,0,0,1,1,True
W-000864,0,0,0,0,0,0,0,1,1,True
W-000865,0,0,0,0,0,0,0,0,0,False
W-000866,1,0,0,0,0,0,0,0,1,True
W-000867,0,0,0,0,0,0,0,0,0,False
W-000868,0,0,0,0,0,0,0,1,1,True
W-000869,1,0,0,0,0,0,0,1,2,True
W-000870,0,0,0,0,0,0,0,0,0,False
W-000871,0,0,0,0,0,0,0,1,1,True
W-000872,0,0,0,0,0,0,0,1,1,True
W-000873,0,0,0,0,0,0,0,0,0,False
W-000874,0,0,0,0,0,0,0,0,0,False
W-000875,0,0,0,0,0,0,0,1,1,True
W-000876,0,0,0,0,0,0,0,1,1,True
W-000877,0,0,0,0,0,0,0,0,0,False
W-000878,0,0,0,0,0,0,0,1,1,True
W-000879,1,0,0,0,0,0,0,0,1,True
W-000880,0,0,0,0,0,0,0,1,1,True
W-000881,0,0,0,0,0,0,0,1,1,True
W-000882,0,0,0,0,0,0,0,1,1,True
W-000883,0,0,0,0,0,0,0,0,0,False
W-000884,0,0,0,0,0,0,0,0,0,False
W-000885,0,0,0,0,0,0,0,1,1,True
W-000886,0,0,0,0,0,0,0,0,0,False
W-000887,0,0,0,0,0,0,0,0,0,False
W-000888,0,0,0,0,0,0,0,1,1,True
W-000889,0,0,0,0,0,0,0,1,1,True
W-000890,0,0,0,0,0,0,0,1,1,True
W-000891,0,0,0,0,0,0,0,0,0,False
W-000892,0,0,0,0,0,0,0,1,1,True
W-000893,0,0,0,0,0,0,0,1,1,True
W-000894,0,0,0,0,0,0,0,0,0,False
W-000895,0,0,0,0,0,0,0,0,0,False
W-000896,0,0,0,0,0,0,0,1,1,True
W-000897,0,0,0,0,0,0,0,1,1,True
W-000898,1,0,0,0,0,0,0,0,1,True
W-000899,0,0,0,0,0,0,0,1,1,True
W-000900,0,0,0,0,0,0,0,1,1,True
W-000901,0,0,0,0,0,0,0,0,0,False
W-000902,0,0,0,0,0,0,0,0,0,False
W-000903,0,0,0,0,0,0,0,0,0,False
W-000904,1,0,0,0,0,0,0,1,2,True
W-000905,0,0,0,0,0,0,0,1,1,True
W-000906,0,0,0,0,0,0,0,0,0,False
W-000907,0,0,0,0,0,0,0,1,1,True
W-000908,0,0,0,0,0,0,0,0,0,False
W-000909,1,0,0,0,0,0,0,0,1,True
W-000910,0,0,0,0,0,0,0,0,0,False
W-000911,0,0,0,0,0,0,0,0,0,False
W-000912,2,0,0,0,0,0,0,0,2,True
W-000913,0,0,0,0,0,0,0,0,0,False
W-000914,0,0,0,0,0,0,0,0,0,False
W-000915,0,0,0,0,0,0,0,0,0,False
W-000916,0,0,0,0,0,0,0,0,0,False
W-000917,0,0,0,0,0,0,0,1,1,True
W-000918,2,0,0,0,0,0,0,0,2,True
W-000919,0,0,0,0,0,0,0,1,1,True
W-000920,0,0,0,0,0,0,0,0,0,False
W-000921,0,0,0,0,0,0,0,0,0,False
W-000922,1,0,0,0,0,0,0,0,1,True
W-000923,0,0,0,0,0,0,0,0,0,False
W-000924,0,0,0,0,0,0,0,0,0,False
W-000925,0,0,0,0,0,0,0,0,0,False
W-000926,1,0,0,0,0,0,0,0,1,True
W-000927,0,0,0,0,0,0,0,1,1,True
W-000928,0,0,0,0,0,0,0,0,0,False
W-000929,0,0,0,0,0,0,0,0,0,False
W-000930,0,0,0,0,0,0,0,0,0,False
W-000931,0,0,0,0,0,0,0,0,0,False
W-000932,0,0,0,0,0,0,0,0,0,False
W-000933,1,0,0,0,0,0,0,1,2,True
W-000934,0,0,0,0,0,0,0,1,1,True
W-000935,1,0,0,0,0,0,0,1,2,True
W-000936,0,0,0,0,0,0,0,1,1,True
W-000937,0,0,0,0,0,0,0,1,1,True
W-000938,0,0,0,0,0,0,0,0,0,False
W-000939,0,0,0,0,0,0,0,0,0,False
W-000940,0,0,0,0,0,0,0,1,1,True
W-000941,0,0,0,0,0,0,0,1,1,True
W-000942,0,0,0,0,0,0,0,0,0,False
W-000943,0,0,0,0,0,0,0,0,0,False
W-000944,0,0,0,0,0,0,0,0,0,False
W-000945,0,0,0,0,0,0,0,1,1,True
W-000946,0,0,0,0,0,0,0,0,0,False
W-000947,1,0,0,0,0,0,0,1,2,True
W-000948,1,0,0,0,0,0,0,1,2,True
W-000949,0,0,0,0,0,0,0,0,0,False
W-000950,0,0,0,0,0,0,0,0,0,False
W-000951,1,0,0,0,0,0,0,0,1,True
W-000952,0,0,0,0,0,0,0,1,1,True
W-000953,0,0,0,0,0,0,0,0,0,False
W-000954,0,0,0,0,0,0,0,1,1,True
W-000955,0,0,0,0,0,0,0,0,0,False
W-000956,0,0,0,0,0,0,0,0,0,False
W-000957,0,0,0,0,0,0,0,0,0,False
W-000958,1,0,0,0,0,0,0,0,1,True
W-000959,0,0,0,0,0,0,0,1,1,True
W-000960,0,0,0,0,0,0,0,1,1,True
W-000961,0,0,0,0,0,0,0,1,1,True
W-000962,0,0,0,0,0,0,0,0,0,False
W-000963,0,0,0,0,0,0,0,0,0,False
W-000964,0,0,0,0,0,0,0,1,1,True
W-000965,0,0,0,0,0,0,0,1,1,True
W-000966,3,0,0,0,0,0,0,0,3,True
W-000967,0,0,0,0,0,0,0,0,0,False
W-000968,0,0,0,0,0,0,0,1,1,True
W-000969,0,0,0,0,0,0,0,0,0,False
W-000970,0,0,0,0,0,0,0,1,1,True
W-000971,0,0,0,0,0,0,0,0,0,False
W-000972,0,0,0,0,0,0,0,0,0,False
W-000973,1,0,0,0,0,0,0,0,1,True
W-000974,0,0,0,0,0,0,0,1,1,True
W-000975,1,0,0,0,0,0,0,0,1,True
W-000976,0,0,0,0,0,0,0,1,1,True
W-000977,0,0,0,0,0,0,0,1,1,True
W-000978,0,0,0,0,0,0,0,1,1,True
W-000979,0,0,0,0,0,0,0,0,0,False
W-000980,0,0,0,0,0,0,0,0,0,False
W-000981,1,0,0,0,0,0,0,1,2,True
W-000982,3,0,0,0,0,0,0,0,3,True
W-000983,0,0,0,0,0,0,0,1,1,True
W-000984,1,0,0,0,0,0,0,0,1,True
W-000985,0,0,0,0,0,0,0,0,0,False
W-000986,1,0,0,0,0,0,0,1,2,True
W-000987,0,0,0,0,0,0,0,0,0,False
W-000988,0,0,0,0,0,0,0,1,1,True
W-000989,0,0,0,0,0,0,0,1,1,True
W-000990,0,0,0,0,0,0,0,1,1,True
W-000991,0,0,0,0,0,0,0,0,0,False
W-000992,0,0,0,0,0,0,0,1,1,True
W-000993,0,0,0,0,0,0,0,1,1,True
W-000994,1,0,0,0,0,0,0,0,1,True
W-000995,0,0,0,0,0,0,0,1,1,True
W-000996,1,0,0,0,0,0,0,1,2,True
W-000997,0,0,0,0,0,0,0,1,1,True
W-000998,1,0,0,0,0,0,0,0,1,True
W-000999,0,0,0,0,0,0,0,0,0,False
W-001000,0,0,0,0,0,0,0,1,1,True
W-001001,1,0,0,0,0,0,0,1,2,True
W-001002,0,0,0,0,0,0,0,0,0,False
W-001003,0,0,0,0,0,0,0,1,1,True
W-001004,0,0,0,0,0,0,0,1,1,True
W-001005,0,0,0,0,0,0,0,1,1,True
W-001006,1,0,0,0,0,0,0,0,1,True
W-001007,0,0,0,0,0,0,0,1,1,True
W-001008,1,0,0,0,0,0,0,0,1,True
W-001009,0,0,0,0,0,0,0,0,0,False
W-001010,0,0,0,0,0,0,0,0,0,False
W-001011,1,0,0,0,0,0,0,0,1,True
W-001012,1,0,0,0,0,0,0,0,1,True
W-001013,2,0,0,0,0,0,0,0,2,True
W-001014,0,0,0,0,0,0,0,1,1,True
W-001015,1,0,0,0,0,0,0,1,2,True
W-001016,0,0,0,0,0,0,0,1,1,True
W-001017,0,0,0,0,0,0,0,1,1,True
W-001018,0,0,0,0,0,0,0,0,0,False
W-001019,0,0,0,0,0,0,0,0,0,False
W-001020,0,0,0,0,0,0,0,0,0,False
W-001021,0,0,0,0,0,0,0,0,0,False
W-001022,0,0,0,0,0,0,0,1,1,True
W-001023,0,0,0,0,0,0,0,0,0,False
W-001024,0,0,0,0,0,0,0,0,0,False
W-001025,0,0,0,0,0,0,0,1,1,True
W-001026,0,0,0,0,0,0,0,0,0,False
W-001027,0,0,0,0,0,0,0,1,1,True
W-001028,0,0,0,0,0,0,0,1,1,True
W-001029,1,0,0,0,0,0,0,0,1,True
W-001030,0,0,0,0,0,0,0,1,1,True
W-001031,0,0,0,0,0,0,0,0,0,False
W-001032,1,0,0,0,0,0,0,0,1,True
W-001033,0,0,0,0,0,0,0,1,1,True
W-001034,0,0,0,0,0,0,0,0,0,False
W-001035,1,0,0,0,0,0,0,0,1,True
W-001036,0,0,0,0,0,0,0,1,1,True
W-001037,0,0,0,0,0,0,0,0,0,False
W-001038,0,0,0,0,0,0,0,0,0,False
W-001039,0,0,0,0,0,0,0,0,0,False
W-001040,0,0,0,0,0,0,0,0,0,False
W-001041,1,0,0,0,0,0,0,1,2,True
W-001042,0,0,0,0,0,0,0,0,0,False
W-001043,1,0,0,0,0,0,0,0,1,True
W-001044,0,0,0,0,0,0,0,1,1,True
W-001045,1,0,0,0,0,0,0,0,1,True
W-001046,0,0,0,0,0,0,0,0,0,False
W-001047,0,0,0,0,0,0,0,1,1,True
W-001048,0,0,0,0,0,0,0,1,1,True
W-001049,0,0,0,0,0,0,0,1,1,True
W-001050,1,0,0,0,0,0,0,1,2,True
W-001051,0,0,0,0,0,0,0,0,0,False
W-001052,1,0,0,0,0,0,0,0,1,True
W-001053,1,0,0,0,0,0,0,0,1,True
W-001054,0,0,0,0,0,0,0,1,1,True
W-001055,0,0,0,0,0,0,0,1,1,True
W-001056,0,0,0,0,0,0,0,0,0,False
W-001057,0,0,0,0,0,0,0,1,1,True
W-001058,0,0,0,0,0,0,0,0,0,False
W-001059,1,0,0,0,0,0,0,0,1,True
W-001060,0,0,0,0,0,0,0,1,1,True
W-001061,0,0,0,0,0,0,0,0,0,False
W-001062,0,0,0,0,0,0,0,0,0,False
W-001063,1,0,0,0,0,0,0,1,2,True
W-001064,0,0,0,0,0,0,0,1,1,True
W-001065,0,0,0,0,0,0,0,0,0,False
W-001066,0,0,0,0,0,0,0,0,0,False
W-001067,0,0,0,0,0,0,0,0,0,False
W-001068,0,0,0,0,0,0,0,1,1,True
W-001069,1,0,0,0,0,0,0,1,2,True
W-001070,1,0,0,0,0,0,0,1,2,True
W-001071,0,0,0,0,0,0,0,0,0,False
W-001072,0,0,0,0,0,0,0,1,1,True
W-001073,0,0,0,0,0,0,0,0,0,False
W-001074,0,0,0,0,0,0,0,1,1,True
W-001075,0,0,0,0,0,0,0,0,0,False
W-001076,1,0,0,0,0,0,0,0,1,True
W-001077,1,0,0,0,0,0,0,1,2,True
W-001078,0,0,0,0,0,0,0,0,0,False
W-001079,0,0,0,0,0,0,0,1,1,True
W-001080,0,0,0,0,0,0,0,0,0,False
W-001081,0,0,0,0,0,0,0,0,0,False
W-001082,0,0,0,0,0,0,0,1,1,True
W-001083,0,0,0,0,0,0,0,0,0,False
W-001084,0,0,0,0,0,0,0,0,0,False
W-001085,0,0,0,0,0,0,0,0,0,False
W-001086,1,0,0,0,0,0,0,1,2,True
W-001087,0,0,0,0,0,0,0,0,0,False
W-001088,0,0,0,0,0,0,0,0,0,False
W-001089,0,0,0,0,0,0,0,1,1,True
W-001090,0,0,0,0,0,0,0,1,1,True
W-001091,0,0,0,0,0,0,0,0,0,False
W-001092,0,0,0,0,0,0,0,0,0,False
W-001093,0,0,0,0,0,0,0,0,0,False
W-001094,0,0,0,0,0,0,0,1,1,True
W-001095,0,0,0,0,0,0,0,1,1,True
W-001096,1,0,0,0,0,0,0,1,2,True
W-001097,0,0,0,0,0,0,0,0,0,False
W-001098,0,0,0,0,0,0,0,1,1,True
W-001099,0,0,0,0,0,0,0,0,0,False
W-001100,0,0,0,0,0,0,0,1,1,True
W-001101,0,0,0,0,0,0,0,0,0,False
W-001102,0,0,0,0,0,0,0,1,1,True
W-001103,0,0,0,0,0,0,0,0,0,False
