work_id,lifecycle_stage,review_priority_score_0_100,review_priority_band,review_priority_rank_overall,review_priority_rank_within_lifecycle,fusion_evidence_coverage_pct,top_contributor_1_family,top_contributor_1_points,top_contributor_1_summary,top_contributor_2_family,top_contributor_2_points,top_contributor_2_summary,top_contributor_3_family,top_contributor_3_points,top_contributor_3_summary,has_duplicate_review_candidate,has_payment_evidence,has_compliance_review,has_deterministic_non_compliant_evidence,already_overdue_as_of,already_over_sanction_as_of,cost_prediction_available
W-000534,COMPLETION,48.089848,MEDIUM,1252,1178,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 10.000; persistence boost 10 points.,ANOMALY,2.86722,Within-lifecycle statistical unusualness percentile 35.840; not a probability.,False,True,True,False,False,False,False
W-000535,COMPLETION,44.790729,MEDIUM,1571,1461,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,6.952555,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Education context; strongest metric progress_report_count; signed robust z 15.514.,ANOMALY,3.838174,Within-lifecycle statistical unusualness percentile 47.977; not a probability.,False,False,True,False,False,False,False
W-000536,COMPLETION,67.890335,HIGH,70,61,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.133378,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 95.667; persistence boost 0 points.,ANOMALY,7.73444,Within-lifecycle statistical unusualness percentile 96.680; not a probability.,False,True,True,False,False,False,False
W-000537,EXECUTION,32.799897,MEDIUM,2227,235,100,OBSERVED_CONDITIONS,19.557196,"Observed overdue=True (days=892.0, score=97.786); observed over sanction=False (overrun_pct=0.0, score=0.000).",ANOMALY,8.1625,Within-lifecycle statistical unusualness percentile 81.625; not a probability.,PAYMENT_EXECUTION,2.5,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 10.000; persistence boost 10 points.,False,False,False,False,True,False,True
W-000538,COMPLETION,55.714281,HIGH,595,558,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,8.828707,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 44.144; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,8.138686,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Health context; strongest metric progress_report_count; signed robust z 20.910.,False,True,True,False,False,False,False
W-000539,EXECUTION,25.192975,MEDIUM,2425,356,100,PEER_DEVIATION,9.378698,1 peer-outlier metric(s); strongest max_physical_progress_drop_pct_as_of has absolute robust deviation 27.879.,ANOMALY,8.675,Within-lifecycle statistical unusualness percentile 86.750; not a probability.,PAYMENT_EXECUTION,5.264049,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 21.056; persistence boost 0 points.,False,False,False,False,False,False,True
W-000540,EXECUTION,38.580087,MEDIUM,2044,163,100,PAYMENT_EXECUTION,15.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 39.404; persistence boost 0 points.,OBSERVED_CONDITIONS,11.549815,"Observed overdue=True (days=109.0, score=57.749); observed over sanction=False (overrun_pct=0.0, score=0.000).",ANOMALY,5.8,Within-lifecycle statistical unusualness percentile 58.000; not a probability.,False,True,False,False,True,False,True
W-000541,COMPLETION,50.250568,HIGH,1084,1026,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 27.536; persistence boost 10 points.,ANOMALY,6.141079,Within-lifecycle statistical unusualness percentile 76.763; not a probability.,False,True,True,False,False,False,False
W-000542,COMPLETION,49.006455,MEDIUM,1182,1114,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,8.521898,state_name=Odisha|district=Odisha Demo District 4|sector=Health context; strongest metric progress_report_count; signed robust z 22.933.,ANOMALY,6.236515,Within-lifecycle statistical unusualness percentile 77.956; not a probability.,False,False,True,False,False,False,False
W-000543,COMPLETION,45.414286,MEDIUM,1514,1415,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,5.991701,Within-lifecycle statistical unusualness percentile 74.896; not a probability.,OPERATIONAL_TREND_CONTEXT,4.416058,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 9.443.,False,False,True,False,False,False,False
W-000544,COMPLETION,63.036219,HIGH,195,175,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,8.99635,state_name=Telangana|district=Telangana Demo District 2|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 29.003.,False,True,True,False,False,False,False
W-000545,COMPLETION,64.837948,HIGH,138,123,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.438727,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 82.194; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,6.021898,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 13.153.,False,True,True,False,False,False,False
W-000546,COMPLETION,37.298286,MEDIUM,2105,1885,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,2.688797,Within-lifecycle statistical unusualness percentile 33.610; not a probability.,OPERATIONAL_TREND_CONTEXT,2.609489,state_name=Telangana|district=Telangana Demo District 4|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 6.520.,False,False,True,False,False,False,False
W-000547,COMPLETION,59.59155,HIGH,366,337,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,13.669601,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 68.348; persistence boost 0 points.,ANOMALY,7.170124,Within-lifecycle statistical unusualness percentile 89.627; not a probability.,False,True,True,False,False,False,False
W-000548,COMPLETION,64.918128,HIGH,136,121,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.127285,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 80.636; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,6.021898,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 13.153.,False,True,True,False,False,False,False
W-000549,COMPLETION,44.758004,MEDIUM,1574,1464,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,9.343066,state_name=Karnataka|district=Karnataka Demo District 1 context; strongest metric progress_report_count; signed robust z 31.836.,ANOMALY,3.414938,Within-lifecycle statistical unusualness percentile 42.687; not a probability.,False,False,True,False,False,False,False
W-000550,PRE_SANCTION,38.57827,MEDIUM,2045,31,100,ANOMALY,24.089219,Within-lifecycle statistical unusualness percentile 80.297; not a probability.,OPERATIONAL_TREND_CONTEXT,14.489051,state_name=Odisha|district=Odisha Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 16.863.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000551,COMPLETION,57.07584,HIGH,497,463,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 10.000; persistence boost 10 points.,ANOMALY,7.053942,Within-lifecycle statistical unusualness percentile 88.174; not a probability.,False,True,True,False,False,False,False
W-000552,COMPLETION,55.280905,HIGH,628,590,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.521327,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 62.607; persistence boost 10 points.,ANOMALY,7.912863,Within-lifecycle statistical unusualness percentile 98.911; not a probability.,False,True,True,False,False,False,False
W-000553,EXECUTION,13.443978,LOW,2779,610,100,COMPLIANCE,6.0,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.12-COMPLETION-LIMIT.,COST_OVERRUN_PREDICTION,3.25,Weak secondary raw-XGBoost serving percentile 65.000; calibrated output excluded.,ANOMALY,2.725,Within-lifecycle statistical unusualness percentile 27.250; not a probability.,False,False,True,False,False,False,True
W-000554,COMPLETION,41.008223,MEDIUM,1891,1739,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,3.522822,Within-lifecycle statistical unusualness percentile 44.035; not a probability.,OPERATIONAL_TREND_CONTEXT,3.485401,state_name=Karnataka|district=Karnataka Demo District 4|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 8.094.,False,False,True,False,False,False,False
W-000555,COMPLETION,43.043175,MEDIUM,1731,1599,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,7.419087,Within-lifecycle statistical unusualness percentile 92.739; not a probability.,PAYMENT_EXECUTION,2.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 10.000; persistence boost 10 points.,False,False,True,False,False,False,False
W-000556,COMPLETION,57.185965,HIGH,490,456,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 10.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.854015,state_name=Telangana|district=Telangana Demo District 4 context; strongest metric progress_report_count; signed robust z 49.463.,False,True,True,False,False,False,False
W-000557,COMPLETION,43.373943,MEDIUM,1711,1583,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,8.99635,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Health context; strongest metric progress_report_count; signed robust z 29.003.,ANOMALY,2.377593,Within-lifecycle statistical unusualness percentile 29.720; not a probability.,False,False,True,False,False,False,False
W-000558,COMPLETION,54.69573,HIGH,683,643,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.448206,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 82.241; persistence boost 10 points.,ANOMALY,5.024896,Within-lifecycle statistical unusualness percentile 62.811; not a probability.,False,True,True,False,False,False,False
W-000559,COMPLETION,44.082911,MEDIUM,1637,1519,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,6.59751,Within-lifecycle statistical unusualness percentile 82.469; not a probability.,OPERATIONAL_TREND_CONTEXT,3.485401,state_name=Telangana|district=Telangana Demo District 2|sector=Sanitation context; strongest metric progress_report_count; signed robust z 8.094.,False,False,True,False,False,False,False
W-000560,COMPLETION,48.414105,MEDIUM,1224,1153,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,3.339416,state_name=Karnataka|district=Karnataka Demo District 3|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 7.644.,False,True,True,False,False,False,False
W-000561,EXECUTION,10.422308,LOW,2868,686,100,OPERATIONAL_TREND_CONTEXT,4.416058,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1 context; strongest metric progress_report_count; signed robust z 26.440.,ANOMALY,3.3625,Within-lifecycle statistical unusualness percentile 33.625; not a probability.,COST_OVERRUN_PREDICTION,2.64375,Weak secondary raw-XGBoost serving percentile 52.875; calibrated output excluded.,False,False,False,False,False,False,True
W-000562,COMPLETION,35.635606,MEDIUM,2169,1917,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,2.297901,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 11.490; persistence boost 10 points.,ANOMALY,1.228216,Within-lifecycle statistical unusualness percentile 15.353; not a probability.,False,True,True,False,False,False,False
W-000563,EXECUTION,31.480794,MEDIUM,2258,251,100,OBSERVED_CONDITIONS,17.564576,"Observed overdue=True (days=688.0, score=87.823); observed over sanction=False (overrun_pct=0.0, score=0.000).",ANOMALY,6.375,Within-lifecycle statistical unusualness percentile 63.750; not a probability.,PEER_DEVIATION,3.550296,1 peer-outlier metric(s); strongest days_since_last_payment_as_of has absolute robust deviation 6.502.,False,False,False,False,True,False,True
W-000564,COMPLETION,72.809852,HIGH,20,18,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,17.91063,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 89.553; persistence boost 10 points.,DUPLICATE_REVIEW,14.298486,Corroborated Day-4.1 duplicate review candidate; best similarity score 95.323.,True,True,True,False,False,False,False
W-000565,COMPLETION,54.395297,HIGH,706,665,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,14.380501,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 71.903; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,6.952555,state_name=Karnataka|district=Karnataka Demo District 4|sector=Education context; strongest metric progress_report_count; signed robust z 15.514.,False,True,True,False,False,False,False
W-000566,COMPLETION,47.811673,MEDIUM,1279,1204,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,9.890511,state_name=Maharashtra|district=Maharashtra Demo District 2 context; strongest metric progress_report_count; signed robust z 59.356.,ANOMALY,5.921162,Within-lifecycle statistical unusualness percentile 74.015; not a probability.,False,False,True,False,False,False,False
W-000567,COMPLETION,57.106271,HIGH,495,461,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,17.165877,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 85.829; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,4.708029,state_name=Telangana|district=Telangana Demo District 4|sector=Health context; strongest metric progress_report_count; signed robust z 9.893.,False,True,True,False,False,False,False
W-000568,EXECUTION,11.392427,LOW,2829,650,100,ANOMALY,7.975,Within-lifecycle statistical unusualness percentile 79.750; not a probability.,OPERATIONAL_TREND_CONTEXT,1.979927,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Education context; strongest metric progress_report_count; signed robust z 8.768.,COST_OVERRUN_PREDICTION,1.4375,Weak secondary raw-XGBoost serving percentile 28.750; calibrated output excluded.,False,False,False,False,False,False,True
W-000569,COMPLETION,52.299945,HIGH,917,866,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,9.031821,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 45.159; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,5.036496,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 10.792.,False,True,True,False,False,False,False
W-000570,COMPLETION,48.547002,MEDIUM,1215,1144,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,7.705394,Within-lifecycle statistical unusualness percentile 96.317; not a probability.,PEER_DEVIATION,6.067885,2 peer-outlier metric(s); strongest sanction_to_estimate_ratio has absolute robust deviation 14.059.,False,False,True,False,False,False,False
W-000571,EXECUTION,21.994805,LOW,2517,416,100,OBSERVED_CONDITIONS,11.254613,"Observed overdue=True (days=96.0, score=56.273); observed over sanction=False (overrun_pct=0.0, score=0.000).",ANOMALY,4.8375,Within-lifecycle statistical unusualness percentile 48.375; not a probability.,OPERATIONAL_TREND_CONTEXT,3.083942,state_name=Telangana|district=Telangana Demo District 3|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 13.490.,False,False,False,False,True,False,True
W-000572,COMPLETION,38.38724,MEDIUM,2051,1855,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,3.959854,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Education context; strongest metric progress_report_count; signed robust z 8.768.,ANOMALY,2.427386,Within-lifecycle statistical unusualness percentile 30.342; not a probability.,False,False,True,False,False,False,False
W-000573,COMPLETION,48.44667,MEDIUM,1222,1151,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.175355,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 75.877; persistence boost 10 points.,ANOMALY,1.161826,Within-lifecycle statistical unusualness percentile 14.523; not a probability.,False,True,True,False,False,False,False
W-000574,COMPLETION,63.066774,HIGH,191,172,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 36.493; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,9.160584,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 30.352.,False,True,True,False,False,False,False
W-000575,COMPLETION,41.934125,MEDIUM,1819,1674,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,6.445498,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 32.227; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,2.007299,state_name=Odisha|district=Odisha Demo District 3|sector=Health context; strongest metric progress_report_count; signed robust z 5.621.,False,True,True,False,False,False,False
W-000576,PRE_SANCTION,45.979161,MEDIUM,1460,5,100,ANOMALY,27.657993,Within-lifecycle statistical unusualness percentile 92.193; not a probability.,OPERATIONAL_TREND_CONTEXT,18.321168,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 30.352.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000577,COMPLETION,49.61512,MEDIUM,1137,1077,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,7.858921,Within-lifecycle statistical unusualness percentile 98.237; not a probability.,PAYMENT_EXECUTION,4.441435,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 22.207; persistence boost 0 points.,False,True,True,False,False,False,False
W-000578,COMPLETION,55.719263,HIGH,594,557,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.56195,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 62.810; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,5.729927,state_name=Odisha|district=Odisha Demo District 4|sector=Sports context; strongest metric progress_report_count; signed robust z 12.478.,False,True,True,False,False,False,False
W-000579,COMPLETION,52.439547,HIGH,903,854,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 10.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.244526,state_name=Odisha|district=Odisha Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 16.863.,False,True,True,False,False,False,False
W-000580,PRE_SANCTION,19.986162,LOW,2583,193,100,OPERATIONAL_TREND_CONTEXT,14.744526,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Health context; strongest metric progress_report_count; signed robust z 17.537.,ANOMALY,5.241636,Within-lifecycle statistical unusualness percentile 17.472; not a probability.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000581,EXECUTION,8.832527,LOW,2908,723,100,COST_OVERRUN_PREDICTION,4.38125,Weak secondary raw-XGBoost serving percentile 87.625; calibrated output excluded.,OPERATIONAL_TREND_CONTEXT,3.476277,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Sanitation context; strongest metric progress_report_count; signed robust z 15.514.,ANOMALY,0.975,Within-lifecycle statistical unusualness percentile 9.750; not a probability.,False,False,False,False,False,False,True
W-000582,COMPLETION,63.894372,HIGH,166,148,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.135036,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3|sector=Health context; strongest metric progress_report_count; signed robust z 16.188.,False,True,True,False,False,False,False
W-000583,COMPLETION,56.499795,HIGH,540,505,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,11.2891,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 56.445; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.521898,state_name=Odisha|district=Odisha Demo District 4|sector=Health context; strongest metric progress_report_count; signed robust z 22.933.,False,True,True,False,False,False,False
W-000584,COMPLETION,55.646011,HIGH,601,564,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.357481,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 81.787; persistence boost 0 points.,PEER_DEVIATION,5.245431,1 peer-outlier metric(s); strongest financial_overrun_pct_as_of has absolute robust deviation 9.031.,False,True,True,False,False,False,False
W-000585,EXECUTION,17.224721,LOW,2662,521,100,ANOMALY,7.3625,Within-lifecycle statistical unusualness percentile 73.625; not a probability.,PAYMENT_EXECUTION,4.451591,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 17.806; persistence boost 0 points.,COST_OVERRUN_PREDICTION,4.20625,Weak secondary raw-XGBoost serving percentile 84.125; calibrated output excluded.,False,False,False,False,False,False,True
W-000586,COMPLETION,59.73412,HIGH,354,325,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.253216,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 91.266; persistence boost 0 points.,ANOMALY,6.962656,Within-lifecycle statistical unusualness percentile 87.033; not a probability.,False,True,True,False,False,False,False
W-000587,COMPLETION,51.259354,HIGH,1012,957,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,9.854015,state_name=Telangana|district=Telangana Demo District 4 context; strongest metric progress_report_count; signed robust z 49.463.,ANOMALY,6.290456,Within-lifecycle statistical unusualness percentile 78.631; not a probability.,False,False,True,False,False,False,False
W-000588,EXECUTION,40.224041,MEDIUM,1943,145,100,OBSERVED_CONDITIONS,18.081181,"Observed overdue=True (days=745.0, score=90.406); observed over sanction=False (overrun_pct=0.0, score=0.000).",PEER_DEVIATION,8.550296,2 peer-outlier metric(s); strongest days_since_last_payment_as_of has absolute robust deviation 19.270.,ANOMALY,6.1375,Within-lifecycle statistical unusualness percentile 61.375; not a probability.,False,False,False,False,True,False,True
W-000589,PRE_SANCTION,14.24633,LOW,2749,234,100,ANOMALY,8.698885,Within-lifecycle statistical unusualness percentile 28.996; not a probability.,OPERATIONAL_TREND_CONTEXT,5.547445,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Sports context; strongest metric progress_report_count; signed robust z 6.745.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000590,COMPLETION,46.714802,MEDIUM,1387,1302,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,6.553825,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 32.769; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,5.036496,state_name=Maharashtra|district=Maharashtra Demo District 4 context; strongest metric released_payment_count; signed robust z 10.792.,False,True,True,False,False,False,False
W-000591,COMPLETION,54.060787,HIGH,744,701,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,7.919708,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 19.561.,False,True,True,False,False,False,False
W-000592,COMPLETION,48.961399,MEDIUM,1186,1118,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.250508,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 61.253; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,3.959854,state_name=Maharashtra|district=Maharashtra Demo District 3|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 8.768.,False,True,True,False,False,False,False
W-000593,COMPLETION,58.29489,HIGH,423,392,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.346649,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 81.733; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,5.328467,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 11.466.,False,True,True,False,False,False,False
