work_id,duplicate_candidate_count,best_duplicate_candidate_work_id,best_duplicate_similarity_score_0_100,review_candidate_count,best_review_candidate_work_id,best_review_similarity_score_0_100,review_candidate
W-000601,9,W-001777,81.213388,0,,,False
W-000602,10,W-002614,88.109615,0,,,False
W-000603,8,W-001526,81.346548,0,,,False
W-000604,6,W-002234,85.490307,0,,,False
W-000605,9,W-000487,85.953429,0,,,False
W-000606,8,W-002872,86.927229,0,,,False
W-000607,3,W-000952,80.337666,0,,,False
W-000608,8,W-000640,85.924048,0,,,False
W-000609,9,W-000621,85.093198,0,,,False
W-000610,5,W-001515,83.355633,0,,,False
W-000611,9,W-001634,82.348873,0,,,False
W-000612,9,W-000009,90.779435,0,,,False
W-000613,10,W-002516,86.056564,0,,,False
W-000614,9,W-001979,87.48207,0,,,False
W-000615,7,W-001035,84.76081,0,,,False
W-000616,9,W-000492,82.828665,0,,,False
W-000617,6,W-000877,83.828801,0,,,False
W-000618,7,W-002639,86.563372,0,,,False
W-000619,7,W-001271,87.916799,0,,,False
W-000620,10,W-001043,85.75366,0,,,False
W-000621,12,W-000711,87.796458,0,,,False
W-000622,3,W-001991,81.161391,0,,,False
W-000623,8,W-000946,84.297115,0,,,False
W-000624,8,W-000774,88.147507,0,,,False
W-000625,8,W-002892,88.416261,0,,,False
W-000626,5,W-000908,86.068831,0,,,False
W-000627,9,W-001027,86.529963,0,,,False
W-000628,6,W-001935,88.325581,0,,,False
W-000629,6,W-002580,89.206592,0,,,False
W-000630,10,W-002345,92.673437,0,,,False
W-000631,8,W-000374,85.139823,0,,,False
W-000632,9,W-001561,86.756468,0,,,False
W-000633,5,W-000328,85.511211,0,,,False
W-000634,8,W-001908,84.571565,0,,,False
W-000635,8,W-000880,83.924409,0,,,False
W-000636,8,W-000848,87.490346,0,,,False
W-000637,5,W-000221,78.840088,0,,,False
W-000638,8,W-002608,84.52161,0,,,False
W-000639,5,W-000653,82.738165,0,,,False
W-000640,12,W-001334,87.774272,0,,,False
W-000641,5,W-002659,84.605401,0,,,False
W-000642,3,W-000869,86.105881,0,,,False
W-000643,10,W-000933,91.25061,0,,,False
W-000644,11,W-000369,85.633917,0,,,False
W-000645,9,W-001702,83.209216,0,,,False
W-000646,8,W-000841,89.337109,0,,,False
W-000647,6,W-002395,86.55208,0,,,False
W-000648,8,W-000159,81.226577,0,,,False
W-000649,7,W-002332,87.496883,0,,,False
W-000650,7,W-001608,88.599378,0,,,False
W-000651,5,W-002885,88.540472,0,,,False
W-000652,7,W-002539,85.67574,0,,,False
W-000653,10,W-000639,82.738165,0,,,False
W-000654,6,W-002325,81.740968,0,,,False
W-000655,11,W-000751,87.512946,0,,,False
W-000656,6,W-000564,88.709931,0,,,False
W-000657,10,W-001805,91.113979,0,,,False
W-000658,7,W-001544,82.666284,0,,,False
W-000659,6,W-002368,82.698998,0,,,False
W-000660,8,W-002378,92.036093,0,,,False
W-000661,11,W-001501,84.561253,0,,,False
W-000662,9,W-002389,87.870001,0,,,False
W-000663,8,W-001766,84.927288,0,,,False
W-000664,1,W-000807,79.106711,0,,,False
W-000665,10,W-002916,88.347956,0,,,False
W-000666,7,W-000738,85.964011,0,,,False
W-000667,8,W-001254,85.126262,0,,,False
W-000668,13,W-001789,85.544622,0,,,False
W-000669,10,W-000955,88.125778,0,,,False
W-000670,12,W-000754,89.110886,0,,,False
W-000671,8,W-002393,86.108593,0,,,False
W-000672,8,W-000409,87.507151,0,,,False
W-000673,9,W-002915,89.07685,0,,,False
W-000674,5,W-000237,82.069476,0,,,False
W-000675,3,W-001511,80.556192,0,,,False
W-000676,7,W-000628,80.162691,0,,,False
W-000677,10,W-000089,86.627253,0,,,False
W-000678,10,W-001770,83.057036,0,,,False
W-000679,8,W-000762,93.929078,0,,,False
W-000680,4,W-002187,79.078362,0,,,False
W-000681,10,W-001627,92.424464,0,,,False
W-000682,10,W-000542,93.495988,0,,,False
W-000683,13,W-002259,86.928302,0,,,False
W-000684,4,W-000373,80.43121,0,,,False
W-000685,7,W-002588,93.688929,0,,,False
W-000686,8,W-001678,87.933991,0,,,False
W-000687,9,W-001957,87.321744,0,,,False
W-000688,8,W-000750,88.774383,0,,,False
W-000689,5,W-002714,79.655665,0,,,False
W-000690,9,W-002464,86.110952,0,,,False
W-000691,6,W-002170,87.995156,0,,,False
W-000692,7,W-001632,82.456497,0,,,False
W-000693,10,W-001365,88.30198,0,,,False
W-000694,11,W-001884,90.273453,0,,,False
W-000695,6,W-002602,92.194565,0,,,False
W-000696,8,W-002225,90.793946,0,,,False
W-000697,8,W-001330,87.84681,0,,,False
W-000698,10,W-000549,83.640048,0,,,False
W-000699,9,W-000697,82.135368,0,,,False
W-000700,8,W-001628,82.57812,0,,,False
W-000701,9,W-001483,88.154605,0,,,False
W-000702,7,W-002937,92.638891,0,,,False
W-000703,4,W-000935,90.670914,0,,,False
W-000704,7,W-002137,85.313548,0,,,False
W-000705,8,W-001853,86.572062,0,,,False
W-000706,9,W-000682,92.786051,0,,,False
W-000707,10,W-000740,90.893986,0,,,False
W-000708,6,W-000273,81.502748,0,,,False
W-000709,4,W-000576,85.727018,0,,,False
W-000710,7,W-001483,87.560699,0,,,False
W-000711,12,W-000621,87.796458,0,,,False
W-000712,10,W-002926,85.036089,0,,,False
W-000713,7,W-000668,82.102476,0,,,False
W-000714,2,W-000432,84.712319,0,,,False
W-000715,10,W-002905,83.612653,0,,,False
W-000716,5,W-002860,84.782394,0,,,False
W-000717,10,W-002876,83.644851,0,,,False
W-000718,5,W-000552,84.870439,0,,,False
W-000719,7,W-000685,88.573209,0,,,False
W-000720,9,W-000484,87.330308,0,,,False
W-000721,4,W-001280,82.72801,0,,,False
W-000722,7,W-001094,87.45657,0,,,False
W-000723,10,W-000526,87.353848,0,,,False
W-000724,10,W-000669,86.974682,0,,,False
W-000725,4,W-002502,78.576824,0,,,False
W-000726,9,W-002837,85.666892,0,,,False
W-000727,4,W-002279,85.085259,0,,,False
W-000728,9,W-001093,86.206666,0,,,False
W-000729,8,W-002594,87.661893,0,,,False
W-000730,7,W-000168,83.433081,0,,,False
W-000731,4,W-000228,81.85395,0,,,False
W-000732,2,W-000775,80.8146,0,,,False
W-000733,7,W-001806,80.72627,0,,,False
W-000734,7,W-000338,81.488992,0,,,False
W-000735,6,W-001609,83.447169,0,,,False
W-000736,8,W-002810,84.50982,0,,,False
W-000737,8,W-000794,84.596844,0,,,False
W-000738,7,W-000666,85.964011,0,,,False
W-000739,11,W-001136,85.531361,0,,,False
W-000740,8,W-000892,95.673732,1,W-000892,95.673732,True
W-000741,8,W-002820,87.982752,0,,,False
W-000742,13,W-000458,83.867604,0,,,False
W-000743,8,W-001836,91.050364,0,,,False
W-000744,2,W-001313,75.938627,0,,,False
W-000745,9,W-002844,90.926738,0,,,False
W-000746,6,W-000736,81.901061,0,,,False
W-000747,6,W-001151,85.280002,0,,,False
W-000748,8,W-000007,84.7749,0,,,False
W-000749,10,W-001643,90.477912,0,,,False
W-000750,7,W-000688,88.774383,0,,,False
W-000751,9,W-000655,87.512946,0,,,False
W-000752,5,W-000565,87.478731,0,,,False
W-000753,5,W-001409,85.380709,0,,,False
W-000754,10,W-000670,89.110886,0,,,False
W-000755,5,W-001374,83.483449,0,,,False
W-000756,12,W-001869,91.772943,0,,,False
W-000757,8,W-002113,87.703823,0,,,False
W-000758,6,W-000012,89.044985,0,,,False
W-000759,6,W-000519,82.390038,0,,,False
W-000760,7,W-002439,84.000521,0,,,False
W-000761,9,W-000207,88.874477,0,,,False
W-000762,8,W-000679,93.929078,0,,,False
W-000763,8,W-000422,85.436976,0,,,False
W-000764,10,W-002530,86.681852,0,,,False
W-000765,6,W-002729,87.131118,0,,,False
W-000766,11,W-000936,90.987133,0,,,False
W-000767,8,W-002318,84.804118,0,,,False
W-000768,6,W-001786,80.494491,0,,,False
W-000769,9,W-001582,88.157683,0,,,False
W-000770,8,W-002898,83.037603,0,,,False
W-000771,8,W-000657,90.641989,0,,,False
W-000772,7,W-000967,92.948139,0,,,False
W-000773,6,W-002697,87.499985,0,,,False
W-000774,7,W-000624,88.147507,0,,,False
W-000775,9,W-001843,88.064119,0,,,False
W-000776,5,W-001868,85.653624,0,,,False
W-000777,10,W-001728,85.801158,0,,,False
W-000778,8,W-001803,90.874891,0,,,False
W-000779,5,W-000448,87.954295,0,,,False
W-000780,9,W-000140,83.550185,0,,,False
W-000781,8,W-002423,80.351616,0,,,False
W-000782,7,W-000058,88.738434,0,,,False
W-000783,7,W-000197,84.104201,0,,,False
W-000784,7,W-001989,80.722894,0,,,False
W-000785,5,W-001713,82.668286,0,,,False
W-000786,9,W-001367,89.038801,0,,,False
W-000787,5,W-000157,84.810519,0,,,False
W-000788,9,W-000063,87.304359,0,,,False
W-000789,13,W-001980,85.278664,0,,,False
W-000790,10,W-000826,85.828072,0,,,False
W-000791,4,W-002705,83.51484,0,,,False
W-000792,10,W-000205,89.666025,0,,,False
W-000793,7,W-002843,89.304148,0,,,False
W-000794,6,W-001939,87.026963,0,,,False
W-000795,9,W-002158,87.466083,0,,,False
W-000796,8,W-000919,87.700676,0,,,False
W-000797,8,W-002002,88.814143,0,,,False
W-000798,12,W-001986,88.977094,0,,,False
W-000799,7,W-000300,84.79945,0,,,False
W-000800,8,W-001240,84.64959,0,,,False
W-000801,7,W-001635,88.209759,0,,,False
W-000802,9,W-001765,84.879143,0,,,False
W-000803,3,W-002882,83.120277,0,,,False
W-000804,14,W-001721,89.602936,0,,,False
W-000805,12,W-002113,88.753422,0,,,False
W-000806,11,W-002827,83.805924,0,,,False
W-000807,6,W-002862,84.250337,0,,,False
W-000808,3,W-001797,80.796044,0,,,False
W-000809,9,W-000646,86.79703,0,,,False
W-000810,12,W-002055,92.286307,0,,,False
W-000811,14,W-000643,88.946219,0,,,False
W-000812,4,W-002288,91.079289,0,,,False
W-000813,9,W-001696,85.93374,0,,,False
W-000814,7,W-000471,82.080171,0,,,False
W-000815,9,W-000587,89.312094,0,,,False
W-000816,5,W-000939,82.321758,0,,,False
W-000817,2,W-001248,77.472089,0,,,False
W-000818,4,W-001239,87.047732,0,,,False
W-000819,9,W-001401,87.308677,0,,,False
W-000820,3,W-002842,81.860054,0,,,False
W-000821,12,W-000346,89.013192,0,,,False
W-000822,4,W-000011,79.222177,0,,,False
W-000823,7,W-002126,84.678239,0,,,False
W-000824,8,W-001996,86.494457,0,,,False
W-000825,7,W-002936,88.127342,0,,,False
W-000826,8,W-000500,86.769578,0,,,False
W-000827,8,W-000155,85.654907,0,,,False
W-000828,7,W-001122,82.759859,0,,,False
W-000829,8,W-001783,86.032969,0,,,False
W-000830,9,W-002071,85.326328,0,,,False
W-000831,7,W-002631,86.822924,0,,,False
W-000832,9,W-000087,86.691524,0,,,False
W-000833,8,W-002262,85.849616,0,,,False
W-000834,5,W-001258,80.191299,0,,,False
W-000835,4,W-002129,78.872587,0,,,False
W-000836,6,W-001209,87.93321,0,,,False
W-000837,8,W-002911,86.26796,0,,,False
W-000838,10,W-001152,88.985238,0,,,False
W-000839,9,W-000101,86.955117,0,,,False
W-000840,7,W-001012,82.205725,0,,,False
W-000841,9,W-001070,91.112062,0,,,False
W-000842,3,W-001307,82.87244,0,,,False
W-000843,5,W-002248,93.269248,0,,,False
W-000844,11,W-001226,80.218939,0,,,False
W-000845,4,W-002751,88.377144,0,,,False
W-000846,9,W-001764,84.370598,0,,,False
W-000847,10,W-000336,88.420393,0,,,False
W-000848,10,W-000636,87.490346,0,,,False
W-000849,10,W-000086,90.444991,0,,,False
W-000850,9,W-001723,86.050154,0,,,False
W-000851,8,W-001545,86.044927,0,,,False
W-000852,10,W-002518,86.232775,0,,,False
W-000853,8,W-000938,88.652297,0,,,False
W-000854,8,W-002360,79.845676,0,,,False
W-000855,4,W-000278,80.173251,0,,,False
W-000856,7,W-000109,86.077421,0,,,False
W-000857,12,W-001543,87.294476,0,,,False
W-000858,10,W-001200,89.837684,0,,,False
W-000859,7,W-001864,85.104584,0,,,False
W-000860,5,W-001649,92.170722,0,,,False
W-000861,6,W-000372,82.268727,0,,,False
W-000862,8,W-001660,91.632469,0,,,False
W-000863,10,W-001619,84.64245,0,,,False
W-000864,14,W-000502,88.108256,0,,,False
W-000865,8,W-002067,80.806445,0,,,False
W-000866,11,W-000086,85.412213,0,,,False
W-000867,5,W-000038,86.742551,0,,,False
W-000868,7,W-001863,88.202818,0,,,False
W-000869,6,W-000642,86.105881,0,,,False
W-000870,6,W-000254,80.826575,0,,,False
W-000871,7,W-001014,90.892213,0,,,False
W-000872,11,W-000797,87.450892,0,,,False
W-000873,8,W-001513,83.58649,0,,,False
W-000874,11,W-000849,87.881248,0,,,False
W-000875,7,W-001754,84.63938,0,,,False
W-000876,9,W-002554,87.80036,0,,,False
W-000877,11,W-001908,86.366118,0,,,False
W-000878,9,W-000695,87.210623,0,,,False
W-000879,3,W-002975,79.756622,0,,,False
W-000880,10,W-002563,84.693051,0,,,False
W-000881,7,W-001327,82.373265,0,,,False
W-000882,5,W-001105,83.704717,0,,,False
W-000883,6,W-002037,89.656752,0,,,False
W-000884,3,W-000370,82.087484,0,,,False
W-000885,8,W-000811,87.532595,0,,,False
W-000886,3,W-001705,85.546682,0,,,False
W-000887,9,W-002185,85.55154,0,,,False
W-000888,8,W-002971,91.391275,0,,,False
W-000889,10,W-002982,82.112148,0,,,False
W-000890,6,W-002855,90.084208,0,,,False
W-000891,12,W-002357,84.88031,0,,,False
W-000892,5,W-000740,95.673732,1,W-000740,95.673732,True
W-000893,6,W-002002,87.755497,0,,,False
W-000894,10,W-001986,86.552489,0,,,False
W-000895,7,W-000180,87.799871,0,,,False
W-000896,10,W-001692,87.231026,0,,,False
W-000897,10,W-000096,87.834617,0,,,False
W-000898,8,W-000473,87.31448,0,,,False
W-000899,5,W-002745,78.571982,0,,,False
W-000900,8,W-001170,83.379307,0,,,False
W-000901,5,W-001669,85.116236,0,,,False
W-000902,4,W-000615,80.67573,0,,,False
W-000903,6,W-002093,83.976585,0,,,False
W-000904,10,W-002961,88.458619,0,,,False
W-000905,8,W-001309,84.371758,0,,,False
W-000906,7,W-002401,90.052267,0,,,False
W-000907,5,W-002940,84.223117,0,,,False
W-000908,7,W-000626,86.068831,0,,,False
W-000909,5,W-002141,88.02383,0,,,False
W-000910,3,W-002934,84.468335,0,,,False
W-000911,3,W-000154,84.028118,0,,,False
W-000912,7,W-002813,83.927228,0,,,False
W-000913,6,W-001354,88.735263,0,,,False
W-000914,10,W-002442,89.633381,0,,,False
W-000915,14,W-002327,90.695412,0,,,False
W-000916,7,W-001941,89.14595,0,,,False
W-000917,11,W-001074,87.548269,0,,,False
W-000918,12,W-002339,84.273815,0,,,False
W-000919,8,W-000796,87.700676,0,,,False
W-000920,2,W-002660,81.098772,0,,,False
W-000921,7,W-002126,83.829325,0,,,False
W-000922,10,W-001928,82.861256,0,,,False
W-000923,12,W-000544,87.561183,0,,,False
W-000924,8,W-002770,85.315494,0,,,False
W-000925,9,W-002708,87.371,0,,,False
W-000926,8,W-001219,81.685702,0,,,False
W-000927,7,W-000024,82.438563,0,,,False
W-000928,9,W-002181,92.171948,0,,,False
W-000929,8,W-002222,87.42989,0,,,False
W-000930,10,W-000776,81.754325,0,,,False
W-000931,8,W-000430,88.244108,0,,,False
W-000932,7,W-002744,90.598013,0,,,False
W-000933,11,W-000643,91.25061,0,,,False
W-000934,8,W-001207,85.379907,0,,,False
W-000935,4,W-000703,90.670914,0,,,False
W-000936,11,W-000766,90.987133,0,,,False
W-000937,7,W-002534,89.281534,0,,,False
W-000938,9,W-001065,88.826535,0,,,False
W-000939,7,W-000816,82.321758,0,,,False
W-000940,10,W-001055,93.751892,0,,,False
W-000941,7,W-000365,89.349637,0,,,False
W-000942,6,W-000276,87.128365,0,,,False
W-000943,2,W-001006,80.957909,0,,,False
W-000944,7,W-001025,84.277978,0,,,False
W-000945,8,W-001435,83.967414,0,,,False
W-000946,8,W-002992,85.663056,0,,,False
W-000947,7,W-002868,90.796908,0,,,False
W-000948,7,W-000040,82.413394,0,,,False
W-000949,6,W-001632,82.62489,0,,,False
W-000950,9,W-002075,84.990609,0,,,False
W-000951,8,W-000872,78.503945,0,,,False
W-000952,10,W-002869,87.410259,0,,,False
W-000953,10,W-000072,91.875591,0,,,False
W-000954,5,W-002817,92.905415,0,,,False
W-000955,7,W-000669,88.125778,0,,,False
W-000956,6,W-002848,82.318558,0,,,False
W-000957,1,W-002681,77.382361,0,,,False
W-000958,10,W-001445,87.70011,0,,,False
W-000959,8,W-001619,83.928298,0,,,False
W-000960,5,W-001372,83.685631,0,,,False
W-000961,5,W-001278,83.831341,0,,,False
W-000962,9,W-000561,88.217722,0,,,False
W-000963,4,W-001479,81.557512,0,,,False
W-000964,11,W-000092,90.759223,0,,,False
W-000965,6,W-002234,85.089393,0,,,False
W-000966,7,W-002182,88.269896,0,,,False
W-000967,13,W-000772,92.948139,0,,,False
W-000968,14,W-001770,83.514925,0,,,False
W-000969,6,W-000801,82.376118,0,,,False
W-000970,7,W-000021,88.436393,0,,,False
W-000971,4,W-001771,81.718502,0,,,False
W-000972,12,W-001754,88.095703,0,,,False
W-000973,10,W-001885,88.865823,0,,,False
W-000974,6,W-002792,80.432586,0,,,False
W-000975,7,W-000363,85.527778,0,,,False
W-000976,10,W-002359,85.825726,0,,,False
W-000977,11,W-002929,87.521156,0,,,False
W-000978,8,W-000923,86.059383,0,,,False
W-000979,8,W-001114,80.1069,0,,,False
W-000980,5,W-000248,84.341136,0,,,False
W-000981,8,W-001676,86.299804,0,,,False
W-000982,13,W-002497,87.444805,0,,,False
W-000983,15,W-001553,87.997128,0,,,False
W-000984,6,W-002778,82.254098,0,,,False
W-000985,6,W-002667,88.243763,0,,,False
W-000986,3,W-002627,85.22168,0,,,False
W-000987,8,W-002607,91.798086,0,,,False
W-000988,8,W-000916,87.645146,0,,,False
W-000989,6,W-000152,86.879473,0,,,False
W-000990,10,W-000777,83.650058,0,,,False
W-000991,6,W-001693,85.110021,0,,,False
W-000992,3,W-000143,80.760343,0,,,False
W-000993,11,W-001309,86.820245,0,,,False
W-000994,8,W-001911,86.48538,0,,,False
W-000995,7,W-001722,86.604956,0,,,False
W-000996,7,W-002000,87.723656,0,,,False
W-000997,6,W-002504,89.327422,0,,,False
W-000998,10,W-001356,91.900009,0,,,False
W-000999,10,W-001501,80.820014,0,,,False
W-001000,8,W-001608,82.421989,0,,,False
W-001001,8,W-002463,86.647588,0,,,False
W-001002,6,W-001609,85.072271,0,,,False
W-001003,3,W-000215,82.115338,0,,,False
W-001004,7,W-000325,89.794918,0,,,False
W-001005,8,W-001707,84.35136,0,,,False
W-001006,9,W-000426,87.579405,0,,,False
W-001007,9,W-000541,86.624474,0,,,False
W-001008,7,W-002469,81.096397,0,,,False
W-001009,4,W-001826,83.252389,0,,,False
W-001010,7,W-001362,87.576256,0,,,False
W-001011,9,W-001121,91.609364,0,,,False
W-001012,8,W-000489,84.24335,0,,,False
W-001013,6,W-002706,86.089486,0,,,False
W-001014,7,W-000871,90.892213,0,,,False
W-001015,13,W-000022,88.385117,0,,,False
W-001016,9,W-001415,82.173907,0,,,False
W-001017,4,W-000480,79.581496,0,,,False
W-001018,5,W-002381,88.060102,0,,,False
W-001019,12,W-002293,82.859403,0,,,False
W-001020,4,W-001807,81.891961,0,,,False
W-001021,5,W-000330,82.221654,0,,,False
W-001022,8,W-000287,86.245729,0,,,False
W-001023,8,W-002881,82.412701,0,,,False
W-001024,11,W-002019,88.181634,0,,,False
W-001025,6,W-000944,84.277978,0,,,False
W-001026,7,W-000474,84.128165,0,,,False
W-001027,5,W-000627,86.529963,0,,,False
W-001028,5,W-000041,82.066113,0,,,False
W-001029,9,W-001920,87.611653,0,,,False
W-001030,9,W-001812,88.000342,0,,,False
W-001031,6,W-002554,88.449607,0,,,False
W-001032,9,W-002113,87.049447,0,,,False
W-001033,8,W-001684,91.509934,0,,,False
W-001034,12,W-000510,83.870909,0,,,False
W-001035,7,W-002713,86.396365,0,,,False
W-001036,3,W-000529,84.550718,0,,,False
W-001037,7,W-000346,83.973332,0,,,False
W-001038,11,W-000175,85.466012,0,,,False
W-001039,6,W-000126,84.885778,0,,,False
W-001040,6,W-002127,89.021493,0,,,False
W-001041,10,W-001922,86.599302,0,,,False
W-001042,5,W-002505,82.331239,0,,,False
W-001043,12,W-001731,86.866938,0,,,False
W-001044,8,W-002658,85.421481,0,,,False
W-001045,10,W-002926,85.984712,0,,,False
W-001046,12,W-002460,88.326624,0,,,False
W-001047,8,W-002054,81.064686,0,,,False
W-001048,5,W-002317,82.566794,0,,,False
W-001049,7,W-000996,86.721204,0,,,False
W-001050,8,W-002047,89.196879,0,,,False
W-001051,10,W-002402,85.394804,0,,,False
W-001052,10,W-000371,87.598865,0,,,False
W-001053,7,W-001210,88.303549,0,,,False
W-001054,9,W-000941,88.377791,0,,,False
W-001055,11,W-000940,93.751892,0,,,False
W-001056,6,W-000492,86.64592,0,,,False
W-001057,10,W-002505,91.056039,0,,,False
W-001058,11,W-002938,91.354211,0,,,False
W-001059,7,W-002541,89.844199,0,,,False
W-001060,10,W-002090,88.815524,0,,,False
W-001061,12,W-002357,83.23261,0,,,False
W-001062,5,W-001707,86.313586,0,,,False
W-001063,7,W-000448,85.506302,0,,,False
W-001064,10,W-000313,85.838469,0,,,False
W-001065,8,W-000938,88.826535,0,,,False
W-001066,2,W-002882,87.943383,0,,,False
W-001067,6,W-000088,82.017363,0,,,False
W-001068,7,W-000804,81.511396,0,,,False
W-001069,6,W-001774,88.539969,0,,,False
W-001070,9,W-000841,91.112062,0,,,False
W-001071,8,W-002504,88.827294,0,,,False
W-001072,7,W-001656,83.415064,0,,,False
W-001073,8,W-001208,86.746556,0,,,False
W-001074,8,W-000917,87.548269,0,,,False
W-001075,4,W-000970,81.513718,0,,,False
W-001076,7,W-001375,84.796051,0,,,False
W-001077,10,W-001951,88.894417,0,,,False
W-001078,7,W-000595,80.759453,0,,,False
W-001079,10,W-002350,86.472182,0,,,False
W-001080,5,W-002491,91.63788,0,,,False
W-001081,4,W-000503,85.471511,0,,,False
W-001082,14,W-002823,88.182088,0,,,False
W-001083,7,W-002414,91.460054,0,,,False
W-001084,8,W-001692,92.226849,0,,,False
W-001085,9,W-002454,83.832576,0,,,False
W-001086,5,W-000757,87.36741,0,,,False
W-001087,7,W-001674,88.761468,0,,,False
W-001088,7,W-000417,86.359123,0,,,False
W-001089,11,W-002956,87.598067,0,,,False
W-001090,11,W-002496,82.826873,0,,,False
W-001091,11,W-000862,87.435572,0,,,False
W-001092,3,W-001232,80.342004,0,,,False
W-001093,9,W-000728,86.206666,0,,,False
W-001094,7,W-000722,87.45657,0,,,False
W-001095,8,W-000002,83.165895,0,,,False
W-001096,9,W-002642,85.124048,0,,,False
W-001097,9,W-002705,83.825717,0,,,False
W-001098,11,W-000093,91.687355,0,,,False
W-001099,5,W-002644,80.08197,0,,,False
W-001100,6,W-001429,78.411235,0,,,False
W-001101,6,W-001222,81.658088,0,,,False
W-001102,6,W-001291,79.243704,0,,,False
W-001103,11,W-001330,85.0589,0,,,False
W-001104,10,W-002998,91.072818,0,,,False
W-001105,9,W-002987,84.272998,0,,,False
W-001106,7,W-000114,88.719437,0,,,False
W-001107,8,W-001144,93.093139,0,,,False
W-001108,13,W-002819,88.006401,0,,,False
W-001109,8,W-002418,86.679672,0,,,False
W-001110,9,W-001025,81.480923,0,,,False
W-001111,6,W-002498,84.94544,0,,,False
W-001112,11,W-001710,87.745509,0,,,False
W-001113,13,W-002821,86.652345,0,,,False
W-001114,6,W-001331,86.092768,0,,,False
W-001115,9,W-002191,85.27991,0,,,False
W-001116,6,W-000573,87.855368,0,,,False
W-001117,6,W-001712,84.50773,0,,,False
W-001118,10,W-002887,90.532106,0,,,False
W-001119,2,W-000633,76.719563,0,,,False
W-001120,6,W-000184,83.91066,0,,,False
W-001121,8,W-001011,91.609364,0,,,False
W-001122,6,W-000727,82.782966,0,,,False
W-001123,10,W-002473,85.576306,0,,,False
W-001124,11,W-002738,87.03154,0,,,False
W-001125,2,W-001199,81.89586,0,,,False
W-001126,4,W-000067,83.91526,0,,,False
W-001127,12,W-002387,89.799054,0,,,False
W-001128,11,W-002160,87.995379,0,,,False
W-001129,6,W-002474,82.455688,0,,,False
W-001130,9,W-000621,87.066684,0,,,False
W-001131,6,W-001431,84.244222,0,,,False
W-001132,9,W-002062,84.926655,0,,,False
W-001133,7,W-000407,86.704636,0,,,False
W-001134,5,W-002690,81.752327,0,,,False
W-001135,7,W-000814,77.929905,0,,,False
W-001136,8,W-000324,91.124484,0,,,False
W-001137,5,W-001641,87.536147,0,,,False
W-001138,6,W-002052,85.411004,0,,,False
W-001139,7,W-001406,90.516563,0,,,False
W-001140,7,W-002197,90.819341,0,,,False
W-001141,6,W-000432,85.348622,0,,,False
W-001142,8,W-002854,84.21482,0,,,False
W-001143,10,W-002486,83.095788,0,,,False
W-001144,7,W-001107,93.093139,0,,,False
W-001145,9,W-000109,86.470348,0,,,False
W-001146,10,W-000583,89.276171,0,,,False
W-001147,8,W-001150,93.527613,0,,,False
W-001148,8,W-002810,87.158602,0,,,False
W-001149,11,W-000561,87.571419,0,,,False
W-001150,8,W-001147,93.527613,0,,,False
W-001151,4,W-000747,85.280002,0,,,False
W-001152,11,W-000838,88.985238,0,,,False
W-001153,8,W-001815,87.064147,0,,,False
W-001154,7,W-002182,85.961407,0,,,False
W-001155,6,W-001174,86.963528,0,,,False
W-001156,9,W-000925,84.737356,0,,,False
W-001157,7,W-002835,83.239025,0,,,False
W-001158,9,W-000793,86.474859,0,,,False
W-001159,6,W-001547,91.491639,0,,,False
W-001160,3,W-001174,92.767643,0,,,False
W-001161,6,W-002898,83.987944,0,,,False
W-001162,13,W-000062,92.026821,0,,,False
W-001163,8,W-000307,84.820787,0,,,False
W-001164,8,W-001795,91.223848,0,,,False
W-001165,8,W-002948,82.080716,0,,,False
W-001166,8,W-001552,82.997049,0,,,False
W-001167,2,W-001921,78.374601,0,,,False
W-001168,7,W-002092,87.564345,0,,,False
W-001169,8,W-000148,85.780066,0,,,False
W-001170,5,W-000900,83.379307,0,,,False
W-001171,14,W-002444,84.227152,0,,,False
W-001172,8,W-002455,84.097067,0,,,False
W-001173,5,W-001365,87.65032,0,,,False
W-001174,3,W-001160,92.767643,0,,,False
W-001175,11,W-002320,86.242013,0,,,False
W-001176,8,W-002896,84.454501,0,,,False
W-001177,5,W-002589,85.3788,0,,,False
W-001178,11,W-002123,87.164151,0,,,False
W-001179,9,W-002545,85.491156,0,,,False
W-001180,9,W-001763,85.660414,0,,,False
W-001181,6,W-000645,81.492374,0,,,False
W-001182,7,W-002106,85.940504,0,,,False
W-001183,5,W-001207,84.299675,0,,,False
W-001184,8,W-001215,86.905939,0,,,False
W-001185,11,W-002895,90.263458,0,,,False
W-001186,14,W-000397,84.068921,0,,,False
W-001187,7,W-001361,82.119732,0,,,False
W-001188,12,W-002761,88.980019,0,,,False
W-001189,7,W-001947,89.583106,0,,,False
W-001190,9,W-001294,89.0079,0,,,False
W-001191,9,W-000142,88.899558,0,,,False
W-001192,8,W-002822,85.887289,0,,,False
W-001193,6,W-002520,85.487604,0,,,False
W-001194,7,W-002575,84.170451,0,,,False
W-001195,10,W-002196,89.968138,0,,,False
W-001196,8,W-002357,85.519416,0,,,False
W-001197,13,W-001222,89.167614,0,,,False
W-001198,14,W-002710,90.490554,0,,,False
W-001199,9,W-000888,84.544883,0,,,False
W-001200,7,W-000858,89.837684,0,,,False
W-001201,7,W-001494,84.495707,0,,,False
W-001202,10,W-001881,90.329484,0,,,False
W-001203,10,W-001224,94.430306,1,W-001224,94.430306,True
