work_id,lifecycle_stage,review_priority_score_0_100,review_priority_band,review_priority_rank_overall,review_priority_rank_within_lifecycle,fusion_evidence_coverage_pct,top_contributor_1_family,top_contributor_1_points,top_contributor_1_summary,top_contributor_2_family,top_contributor_2_points,top_contributor_2_summary,top_contributor_3_family,top_contributor_3_points,top_contributor_3_summary,has_duplicate_review_candidate,has_payment_evidence,has_compliance_review,has_deterministic_non_compliant_evidence,already_overdue_as_of,already_over_sanction_as_of,cost_prediction_available
W-001794,COMPLETION,64.657629,HIGH,141,125,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.601219,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 93.006; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.375912,state_name=Karnataka|district=Karnataka Demo District 2|sector=Sanitation context; strongest metric progress_report_count; signed robust z 22.258.,False,True,True,False,False,False,False
W-000749,COMPLETION,64.647041,HIGH,142,126,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.903182,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 94.516; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,9.416058,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 33.050.,False,True,True,False,False,False,False
W-002556,COMPLETION,64.643118,HIGH,143,127,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.993907,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 94.970; persistence boost 10 points.,ANOMALY,7.481328,Within-lifecycle statistical unusualness percentile 93.517; not a probability.,False,True,True,False,False,False,False
W-000781,COMPLETION,64.616455,HIGH,144,128,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.952555,state_name=Karnataka|district=Karnataka Demo District 4|sector=Education context; strongest metric progress_report_count; signed robust z 15.514.,False,True,True,False,False,False,False
W-001838,COMPLETION,64.46364,HIGH,145,129,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.189781,state_name=Rajasthan|district=Rajasthan Demo District 4 context; strongest metric progress_report_count; signed robust z 16.778.,False,True,True,False,False,False,False
W-001301,COMPLETION,64.459439,HIGH,146,130,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,11.763033,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 58.815; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.189781,state_name=Rajasthan|district=Rajasthan Demo District 4 context; strongest metric progress_report_count; signed robust z 16.778.,False,True,True,False,False,False,False
W-001706,COMPLETION,64.425266,HIGH,147,131,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.591241,state_name=Telangana|district=Telangana Demo District 2|sector=Education context; strongest metric progress_report_count; signed robust z 18.212.,False,True,True,False,False,False,False
W-001359,COMPLETION,64.421716,HIGH,148,132,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,PEER_DEVIATION,5.592689,1 peer-outlier metric(s); strongest financial_overrun_pct_as_of has absolute robust deviation 11.193.,False,True,True,False,False,False,False
W-000237,COMPLETION,64.417879,HIGH,149,133,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.292485,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 81.462; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.649635,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sanitation context; strongest metric progress_report_count; signed robust z 24.956.,False,True,True,False,False,False,False
W-002340,COMPLETION,64.373557,HIGH,150,134,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,DUPLICATE_REVIEW,14.303851,Corroborated Day-4.1 duplicate review candidate; best similarity score 95.359.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True,True,False,False,False,False
W-002558,COMPLETION,64.361344,HIGH,151,135,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.061611,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 95.308; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.021898,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 13.153.,False,True,True,False,False,False,False
W-001292,COMPLETION,64.308446,HIGH,152,136,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,DUPLICATE_REVIEW,14.015665,Corroborated Day-4.1 duplicate review candidate; best similarity score 93.438.,PAYMENT_EXECUTION,9.813135,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 49.066; persistence boost 10 points.,True,True,True,False,False,False,False
W-002806,COMPLETION,64.283654,HIGH,153,137,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.578199,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 92.891; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,6.952555,state_name=Odisha|district=Odisha Demo District 1|sector=Education context; strongest metric progress_report_count; signed robust z 15.514.,False,True,True,False,False,False,False
W-000885,COMPLETION,64.279876,HIGH,154,138,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.549086,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 97.745; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.99635,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Health context; strongest metric progress_report_count; signed robust z 29.003.,False,True,True,False,False,False,False
W-002458,COMPLETION,64.180453,HIGH,155,139,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.591241,state_name=Telangana|district=Telangana Demo District 2|sector=Education context; strongest metric progress_report_count; signed robust z 18.212.,False,True,True,False,False,False,False
W-002545,EXECUTION,64.145504,HIGH,156,17,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,17.368421,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=True (overrun_pct=33.7246963562753, score=86.842).",ANOMALY,9.8,Within-lifecycle statistical unusualness percentile 98.000; not a probability.,False,True,False,False,False,True,True
W-000301,COMPLETION,64.134204,HIGH,157,140,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,6.659751,Within-lifecycle statistical unusualness percentile 83.247; not a probability.,False,True,True,False,False,False,False
W-000907,COMPLETION,64.124599,HIGH,158,141,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.691943,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 83.460; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.416058,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 33.050.,False,True,True,False,False,False,False
W-001568,COMPLETION,64.115395,HIGH,159,142,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.248175,state_name=Odisha|district=Odisha Demo District 4 context; strongest metric progress_report_count; signed robust z 21.696.,False,True,True,False,False,False,False
W-001032,EXECUTION,64.051101,HIGH,160,18,100,OBSERVED_CONDITIONS,19.815498,"Observed overdue=True (days=925.0, score=99.077); observed over sanction=False (overrun_pct=0.0, score=0.000).",PAYMENT_EXECUTION,15.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 31.733; persistence boost 10 points.,ANOMALY,9.7625,Within-lifecycle statistical unusualness percentile 97.625; not a probability.,False,True,True,False,True,False,True
W-002205,COMPLETION,64.019292,HIGH,161,143,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,11.117129,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 55.586; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,7.591241,state_name=Karnataka|district=Karnataka Demo District 2|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 18.212.,False,True,True,False,False,False,False
W-000266,COMPLETION,64.016701,HIGH,162,144,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.635748,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 78.179; persistence boost 10 points.,ANOMALY,7.93361,Within-lifecycle statistical unusualness percentile 99.170; not a probability.,False,True,True,False,False,False,False
W-002310,COMPLETION,63.922165,HIGH,163,145,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.334462,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 91.672; persistence boost 0 points.,ANOMALY,6.539419,Within-lifecycle statistical unusualness percentile 81.743; not a probability.,False,True,True,False,False,False,False
W-000790,COMPLETION,63.902685,HIGH,164,146,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.618822,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 93.094; persistence boost 0 points.,ANOMALY,6.655602,Within-lifecycle statistical unusualness percentile 83.195; not a probability.,False,True,True,False,False,False,False
W-001861,COMPLETION,63.895939,HIGH,165,147,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.211239,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 81.056; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.416058,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 33.050.,False,True,True,False,False,False,False
W-000582,COMPLETION,63.894372,HIGH,166,148,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.135036,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3|sector=Health context; strongest metric progress_report_count; signed robust z 16.188.,False,True,True,False,False,False,False
W-000302,EXECUTION,63.855158,HIGH,167,19,100,PAYMENT_EXECUTION,24.080907,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 96.324; persistence boost 10 points.,OBSERVED_CONDITIONS,19.114391,"Observed overdue=True (days=856.0, score=95.572); observed over sanction=False (overrun_pct=0.0, score=0.000).",PEER_DEVIATION,9.497041,2 peer-outlier metric(s); strongest days_since_last_payment_as_of has absolute robust deviation 32.574.,False,False,False,False,True,False,True
W-002519,COMPLETION,63.852064,HIGH,168,149,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.616791,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 98.084; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.160584,state_name=Karnataka|district=Karnataka Demo District 1|sector=Sports context; strongest metric progress_report_count; signed robust z 30.352.,False,True,True,False,False,False,False
W-000493,COMPLETION,63.787946,HIGH,169,150,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.30738,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 91.537; persistence boost 0 points.,ANOMALY,6.323651,Within-lifecycle statistical unusualness percentile 79.046; not a probability.,False,True,True,False,False,False,False
W-002468,COMPLETION,63.713122,HIGH,170,151,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.581584,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 77.908; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.160584,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 30.352.,False,True,True,False,False,False,False
W-001448,COMPLETION,63.706184,HIGH,171,152,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.709546,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 93.548; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.751825,state_name=Telangana|district=Telangana Demo District 1|sector=Health context; strongest metric progress_report_count; signed robust z 14.839.,False,True,True,False,False,False,False
W-002064,COMPLETION,63.662297,HIGH,172,153,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,11.830738,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 59.154; persistence boost 10 points.,ANOMALY,7.302905,Within-lifecycle statistical unusualness percentile 91.286; not a probability.,False,True,True,False,False,False,False
W-000474,COMPLETION,63.640488,HIGH,173,154,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.686131,state_name=Rajasthan|district=Rajasthan Demo District 2 context; strongest metric progress_report_count; signed robust z 25.631.,False,True,True,False,False,False,False
W-002977,COMPLETION,63.637329,HIGH,174,155,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,17.693974,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 88.470; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.244526,state_name=Odisha|district=Odisha Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 16.863.,False,True,True,False,False,False,False
W-000900,COMPLETION,63.615841,HIGH,175,156,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.572106,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 77.861; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,8.832117,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1 context; strongest metric progress_report_count; signed robust z 26.440.,False,True,True,False,False,False,False
W-001520,COMPLETION,63.579805,HIGH,176,157,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,8.722628,state_name=Telangana|district=Telangana Demo District 3 context; strongest metric progress_report_count; signed robust z 25.766.,False,True,True,False,False,False,False
W-001809,COMPLETION,63.569353,HIGH,177,158,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.262695,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 91.313; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,5.328467,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 11.466.,False,True,True,False,False,False,False
W-000706,COMPLETION,63.518393,HIGH,178,159,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,9.735951,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 48.680; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,8.521898,state_name=Odisha|district=Odisha Demo District 4|sector=Health context; strongest metric progress_report_count; signed robust z 22.933.,False,True,True,False,False,False,False
W-000091,COMPLETION,63.518075,HIGH,179,160,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.452945,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 77.265; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.952555,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Sanitation context; strongest metric progress_report_count; signed robust z 15.514.,False,True,True,False,False,False,False
W-001963,COMPLETION,63.468005,HIGH,180,161,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.619499,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 78.097; persistence boost 0 points.,ANOMALY,7.522822,Within-lifecycle statistical unusualness percentile 94.035; not a probability.,False,True,True,False,False,False,False
W-002716,COMPLETION,63.315816,HIGH,181,162,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.678402,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 83.392; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.193431,state_name=Telangana|district=Telangana Demo District 1|sector=Sanitation context; strongest metric progress_report_count; signed robust z 21.584.,False,True,True,False,False,False,False
W-002014,COMPLETION,63.285492,HIGH,182,163,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.400135,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 97.001; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.167883,state_name=Rajasthan|district=Rajasthan Demo District 3|sector=Sanitation context; strongest metric progress_report_count; signed robust z 13.490.,False,True,True,False,False,False,False
W-002670,COMPLETION,63.228035,HIGH,183,164,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.849018,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 94.245; persistence boost 0 points.,ANOMALY,6.904564,Within-lifecycle statistical unusualness percentile 86.307; not a probability.,False,True,True,False,False,False,False
W-002314,COMPLETION,63.1995,HIGH,184,165,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.021666,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 80.108; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.99635,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Health context; strongest metric progress_report_count; signed robust z 29.003.,False,True,True,False,False,False,False
W-001238,COMPLETION,63.196647,HIGH,185,166,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.034529,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 95.173; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.029197,state_name=Odisha|district=Odisha Demo District 2 context; strongest metric progress_report_count; signed robust z 20.347.,False,True,True,False,False,False,False
W-002167,COMPLETION,63.176104,HIGH,186,167,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.529452,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 82.647; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.974453,state_name=Telangana|district=Telangana Demo District 3|sector=Sanitation context; strongest metric progress_report_count; signed robust z 20.235.,False,True,True,False,False,False,False
W-002449,COMPLETION,63.152254,HIGH,187,168,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.276236,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 91.381; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.99635,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Health context; strongest metric progress_report_count; signed robust z 29.003.,False,True,True,False,False,False,False
W-001294,COMPLETION,63.141669,HIGH,188,169,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.79824,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 78.991; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.613139,state_name=Odisha|district=Odisha Demo District 3|sector=Sanitation context; strongest metric progress_report_count; signed robust z 23.607.,False,True,True,False,False,False,False
W-000976,COMPLETION,63.100362,HIGH,189,170,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,14.423832,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 72.119; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.635036,state_name=Karnataka|district=Karnataka Demo District 3 context; strongest metric progress_report_count; signed robust z 37.435.,False,True,True,False,False,False,False
W-001604,COMPLETION,63.068657,HIGH,190,171,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,13.780636,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 68.903; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.649635,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sanitation context; strongest metric progress_report_count; signed robust z 24.956.,False,True,True,False,False,False,False
W-000574,COMPLETION,63.066774,HIGH,191,172,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 36.493; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,9.160584,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 30.352.,False,True,True,False,False,False,False
W-000890,COMPLETION,63.062603,HIGH,192,173,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.846987,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 99.235; persistence boost 10 points.,ANOMALY,7.46888,Within-lifecycle statistical unusualness percentile 93.361; not a probability.,False,True,True,False,False,False,False
W-001000,COMPLETION,63.061689,HIGH,193,174,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.237644,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 96.188; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.375912,state_name=Odisha|district=Odisha Demo District 1|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 22.258.,False,True,True,False,False,False,False
W-002961,EXECUTION,63.049404,HIGH,194,20,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,17.631579,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=True (overrun_pct=35.26570048309179, score=88.158).",ANOMALY,9.775,Within-lifecycle statistical unusualness percentile 97.750; not a probability.,False,True,False,False,False,True,True
W-000544,COMPLETION,63.036219,HIGH,195,175,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,8.99635,state_name=Telangana|district=Telangana Demo District 2|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 29.003.,False,True,True,False,False,False,False
W-002336,COMPLETION,63.00016,HIGH,196,176,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,17.748138,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 88.741; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,7.189781,state_name=Rajasthan|district=Rajasthan Demo District 4 context; strongest metric progress_report_count; signed robust z 16.778.,False,True,True,False,False,False,False
W-001407,COMPLETION,62.983962,HIGH,197,177,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,PEER_DEVIATION,5.556136,1 peer-outlier metric(s); strongest financial_overrun_pct_as_of has absolute robust deviation 11.016.,False,True,True,False,False,False,False
