work_id,landmark_fraction,landmark_date,outcome_known_at_landmark,delay_outcome,cost_overrun_outcome,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,estimate_to_recommended_ratio,sanction_to_recommended_ratio,sanction_to_estimate_ratio,days_recommendation_to_sanction,planned_duration_days,days_sanction_to_expected_start,released_payment_count_as_of,released_payment_total_inr_as_of,largest_payment_inr_as_of,mean_payment_inr_as_of,largest_payment_share_as_of,days_since_last_payment_as_of,expenditure_to_sanction_pct_as_of,financial_overrun_amount_inr_as_of,financial_overrun_pct_as_of,progress_report_count_as_of,latest_physical_progress_pct_as_of,latest_financial_progress_pct_as_of,latest_expected_progress_pct_as_of,financial_minus_physical_gap_pct_as_of,expected_minus_physical_gap_pct_as_of,physical_progress_decrease_count_as_of,max_physical_progress_drop_pct_as_of,physical_progress_velocity_pct_per_30d,actual_start_available_as_of,days_since_actual_start_as_of,days_to_expected_completion_as_of,schedule_elapsed_ratio_as_of,split
W-000698,0.75,2026-05-21T18:00:00,False,1,1,1635000,1751000,1758000,1.070948012232416,1.075229357798165,1.0039977155910909,23,201,45,1,705000.0,705000.0,705000.0,1.0,105.0,40.1023890784983,0.0,0.0,2,41.2,40.1,44.8,-1.1000000000000014,3.5999999999999943,0,0.0,13.200000000000003,True,123,50,0.746268656716418,TRAIN
W-000703,0.25,2024-08-13T00:00:00,False,1,0,3032000,3009000,2961000,0.9924142480211082,0.9765831134564644,0.9840478564307079,27,212,36,1,632000.0,632000.0,632000.0,1.0,9.0,21.34414049307666,0.0,0.0,0,,,,,,0,0.0,,True,38,159,0.25,TRAIN
W-000703,0.5,2024-10-05T00:00:00,False,1,0,3032000,3009000,2961000,0.9924142480211082,0.9765831134564644,0.9840478564307079,27,212,36,1,632000.0,632000.0,632000.0,1.0,62.0,21.34414049307666,0.0,0.0,0,,,,,,0,0.0,,True,91,106,0.5,TRAIN
W-000703,0.75,2024-11-27T00:00:00,False,1,0,3032000,3009000,2961000,0.9924142480211082,0.9765831134564644,0.9840478564307079,27,212,36,2,976000.0,632000.0,488000.0,0.6475409836065574,37.0,32.961837217156365,0.0,0.0,1,19.5,33.0,61.8,13.5,42.3,0,0.0,,True,144,53,0.75,TRAIN
W-000719,0.25,2024-04-04T12:00:00,False,1,0,2023000,2121000,2140000,1.0484429065743945,1.0578348986653485,1.0089580386610089,45,298,13,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,75,223,0.2483221476510067,TEST
W-000719,0.5,2024-06-18T00:00:00,False,1,0,2023000,2121000,2140000,1.0484429065743945,1.0578348986653485,1.0089580386610089,45,298,13,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,150,149,0.5,TEST
W-000719,0.75,2024-08-31T12:00:00,False,1,0,2023000,2121000,2140000,1.0484429065743945,1.0578348986653485,1.0089580386610089,45,298,13,1,1969000.0,1969000.0,1969000.0,1.0,47.0,92.00934579439253,0.0,0.0,1,12.8,0.0,53.4,-12.8,40.599999999999994,0,0.0,,True,224,74,0.7483221476510067,TEST
W-000729,0.25,2025-12-08T12:00:00,False,1,0,2168000,2049000,2037000,0.9451107011070111,0.9395756457564576,0.9941434846266471,24,338,13,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,50,253,0.2485207100591716,TRAIN
W-000729,0.5,2026-03-03T00:00:00,False,1,0,2168000,2049000,2037000,0.9451107011070111,0.9395756457564576,0.9941434846266471,24,338,13,3,1284000.0,523000.0,428000.0,0.4073208722741433,4.0,63.03387334315169,0.0,0.0,1,29.2,43.4,31.1,14.2,1.9000000000000021,0,0.0,,True,135,169,0.5,TRAIN
W-000729,0.75,2026-05-26T12:00:00,False,1,0,2168000,2049000,2037000,0.9451107011070111,0.9395756457564576,0.9941434846266471,24,338,13,4,1899000.0,615000.0,474750.0,0.32385466034755134,3.0,93.22533136966126,0.0,0.0,2,72.2,63.0,62.1,-9.200000000000003,-10.100000000000001,0,0.0,12.285714285714285,True,219,84,0.7485207100591716,TRAIN
W-000733,0.25,2024-12-19T06:00:00,False,1,1,566000,532000,549000,0.9399293286219081,0.9699646643109541,1.031954887218045,44,193,22,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,14,144,0.24870466321243523,TRAIN
W-000733,0.5,2025-02-05T12:00:00,False,1,1,566000,532000,549000,0.9399293286219081,0.9699646643109541,1.031954887218045,44,193,22,1,89000.0,89000.0,89000.0,1.0,6.0,16.21129326047359,0.0,0.0,0,,,,,,0,0.0,,True,62,96,0.49740932642487046,TRAIN
W-000733,0.75,2025-03-25T18:00:00,False,1,1,566000,532000,549000,0.9399293286219081,0.9699646643109541,1.031954887218045,44,193,22,1,89000.0,89000.0,89000.0,1.0,54.0,16.21129326047359,0.0,0.0,0,,,,,,0,0.0,,True,110,48,0.7461139896373057,TRAIN
W-000745,0.25,2025-09-10T18:00:00,False,1,0,2127000,2082000,2047000,0.9788434414668548,0.9623883403855195,0.9831892411143132,41,243,11,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,39,182,0.24691358024691357,TRAIN
W-000745,0.5,2025-11-10T12:00:00,False,1,0,2127000,2082000,2047000,0.9788434414668548,0.9623883403855195,0.9831892411143132,41,243,11,1,2016000.0,2016000.0,2016000.0,1.0,22.0,98.48558866634099,0.0,0.0,1,11.6,0.0,23.0,-11.6,11.4,0,0.0,,True,100,121,0.49794238683127573,TRAIN
W-000745,0.75,2026-01-10T06:00:00,False,1,0,2127000,2082000,2047000,0.9788434414668548,0.9623883403855195,0.9831892411143132,41,243,11,1,2016000.0,2016000.0,2016000.0,1.0,83.0,98.48558866634099,0.0,0.0,2,33.0,98.5,46.1,65.5,13.100000000000001,0,0.0,11.464285714285714,True,161,60,0.7489711934156379,TRAIN
W-000750,0.25,2023-10-22T06:00:00,False,1,1,1837000,1953000,1975000,1.0631464344039194,1.0751224823081111,1.0112647209421404,42,353,38,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,78,264,0.24929178470254956,TRAIN
W-000750,0.5,2024-01-18T12:00:00,False,1,1,1837000,1953000,1975000,1.0631464344039194,1.0751224823081111,1.0112647209421404,42,353,38,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,166,176,0.4985835694050991,TRAIN
W-000750,0.75,2024-04-15T18:00:00,False,1,1,1837000,1953000,1975000,1.0631464344039194,1.0751224823081111,1.0112647209421404,42,353,38,0,0.0,,,,,0.0,0.0,0.0,1,17.8,0.0,53.0,-17.8,35.2,0,0.0,,True,254,88,0.7478753541076487,TRAIN
W-000752,0.25,2024-08-03T06:00:00,False,1,1,1075000,1071000,1111000,0.9962790697674418,1.0334883720930232,1.0373482726423904,8,317,24,1,514000.0,514000.0,514000.0,1.0,12.0,46.26462646264626,0.0,0.0,0,,,,,,0,0.0,,True,83,237,0.24921135646687698,VALIDATION
W-000752,0.5,2024-10-21T12:00:00,False,1,1,1075000,1071000,1111000,0.9962790697674418,1.0334883720930232,1.0373482726423904,8,317,24,2,805000.0,514000.0,402500.0,0.6385093167701863,13.0,72.45724572457246,0.0,0.0,0,,,,,,0,0.0,,True,162,158,0.49842271293375395,VALIDATION
W-000752,0.75,2025-01-08T18:00:00,False,1,1,1075000,1071000,1111000,0.9962790697674418,1.0334883720930232,1.0373482726423904,8,317,24,2,805000.0,514000.0,402500.0,0.6385093167701863,92.0,72.45724572457246,0.0,0.0,1,21.6,72.5,53.0,50.9,31.4,0,0.0,,True,241,79,0.7476340694006309,VALIDATION
W-000777,0.25,2025-04-09T12:00:00,False,1,1,1908000,2059000,2080000,1.079140461215933,1.090146750524109,1.010199125789218,30,326,22,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,55,244,0.24846625766871167,VALIDATION
W-000777,0.5,2025-06-30T00:00:00,False,1,1,1908000,2059000,2080000,1.079140461215933,1.090146750524109,1.010199125789218,30,326,22,2,708000.0,373000.0,354000.0,0.5268361581920904,14.0,34.03846153846154,0.0,0.0,1,12.9,0.0,34.4,-12.9,21.5,0,0.0,,True,137,163,0.5,VALIDATION
W-000777,0.75,2025-09-19T12:00:00,False,1,1,1908000,2059000,2080000,1.079140461215933,1.090146750524109,1.010199125789218,30,326,22,3,1104000.0,396000.0,368000.0,0.358695652173913,5.0,53.07692307692308,0.0,0.0,1,12.9,0.0,34.4,-12.9,21.5,0,0.0,,True,218,81,0.7484662576687117,VALIDATION
W-000787,0.25,2025-10-18T00:00:00,False,1,1,1009000,1078000,1047000,1.068384539147671,1.037661050545094,0.9712430426716141,20,364,13,0,0.0,,,,,0.0,0.0,0.0,1,19.5,0.0,22.3,-19.5,2.8000000000000007,0,0.0,,True,90,273,0.25,TRAIN
W-000787,0.5,2026-01-17T00:00:00,False,1,1,1009000,1078000,1047000,1.068384539147671,1.037661050545094,0.9712430426716141,20,364,13,1,1117000.0,1117000.0,1117000.0,1.0,75.0,106.6857688634193,70000.0,6.685768863419293,2,41.6,106.7,44.5,65.1,2.8999999999999986,0,0.0,8.185185185185185,True,181,182,0.5,TRAIN
W-000787,0.75,2026-04-18T00:00:00,False,1,1,1009000,1078000,1047000,1.068384539147671,1.037661050545094,0.9712430426716141,20,364,13,1,1117000.0,1117000.0,1117000.0,1.0,166.0,106.6857688634193,70000.0,6.685768863419293,3,60.4,106.7,67.0,46.300000000000004,6.600000000000001,0,0.0,7.52760736196319,True,272,91,0.75,TRAIN
W-000792,0.25,2024-03-25T00:00:00,False,1,1,2915000,3045000,2978000,1.0445969125214407,1.0216123499142367,0.9779967159277504,47,292,38,2,1200000.0,614000.0,600000.0,0.5116666666666667,20.0,40.295500335795836,0.0,0.0,0,,,,,,0,0.0,,True,75,219,0.25,TRAIN
W-000792,0.5,2024-06-06T00:00:00,False,1,1,2915000,3045000,2978000,1.0445969125214407,1.0216123499142367,0.9779967159277504,47,292,38,2,1200000.0,614000.0,600000.0,0.5116666666666667,93.0,40.295500335795836,0.0,0.0,0,,,,,,0,0.0,,True,148,146,0.5,TRAIN
W-000792,0.75,2024-08-18T00:00:00,False,1,1,2915000,3045000,2978000,1.0445969125214407,1.0216123499142367,0.9779967159277504,47,292,38,3,1671000.0,614000.0,557000.0,0.36744464392579296,39.0,56.111484217595695,0.0,0.0,0,,,,,,0,0.0,,True,221,73,0.75,TRAIN
W-000802,0.25,2024-08-25T18:00:00,False,1,1,977000,1023000,1003000,1.0470829068577276,1.0266120777891505,0.9804496578690127,46,279,21,1,233000.0,233000.0,233000.0,1.0,40.0,23.230309072781655,0.0,0.0,0,,,,,,0,0.0,,True,64,209,0.24731182795698925,TEST
W-000802,0.5,2024-11-03T12:00:00,False,1,1,977000,1023000,1003000,1.0470829068577276,1.0266120777891505,0.9804496578690127,46,279,21,2,327000.0,233000.0,163500.0,0.7125382262996942,29.0,32.60219341974078,0.0,0.0,1,16.5,23.2,35.8,6.699999999999999,19.299999999999997,0,0.0,,True,134,139,0.4982078853046595,TEST
W-000802,0.75,2025-01-12T06:00:00,False,1,1,977000,1023000,1003000,1.0470829068577276,1.0266120777891505,0.9804496578690127,46,279,21,2,327000.0,233000.0,163500.0,0.7125382262996942,99.0,32.60219341974078,0.0,0.0,2,23.4,32.6,71.7,9.200000000000003,48.300000000000004,0,0.0,2.07,True,204,69,0.7491039426523297,TEST
W-000804,0.25,2025-04-06T18:00:00,False,1,0,1539000,1662000,1647000,1.0799220272904484,1.0701754385964912,0.9909747292418772,29,215,22,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,42,161,0.24651162790697675,TEST
W-000804,0.5,2025-05-30T12:00:00,False,1,0,1539000,1662000,1647000,1.0799220272904484,1.0701754385964912,0.9909747292418772,29,215,22,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,96,107,0.49767441860465117,TEST
W-000804,0.75,2025-07-23T06:00:00,False,1,0,1539000,1662000,1647000,1.0799220272904484,1.0701754385964912,0.9909747292418772,29,215,22,1,571000.0,571000.0,571000.0,1.0,6.0,34.66909532483303,0.0,0.0,1,21.6,0.0,51.2,-21.6,29.6,0,0.0,,True,150,53,0.7488372093023256,TEST
W-000810,0.25,2024-04-04T18:00:00,False,1,0,2450000,2360000,2380000,0.963265306122449,0.9714285714285714,1.0084745762711864,47,215,36,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,30,161,0.24651162790697675,TRAIN
W-000810,0.5,2024-05-28T12:00:00,False,1,0,2450000,2360000,2380000,0.963265306122449,0.9714285714285714,1.0084745762711864,47,215,36,1,734000.0,734000.0,734000.0,1.0,20.0,30.840336134453782,0.0,0.0,0,,,,,,0,0.0,,True,84,107,0.49767441860465117,TRAIN
W-000810,0.75,2024-07-21T06:00:00,False,1,0,2450000,2360000,2380000,0.963265306122449,0.9714285714285714,1.0084745762711864,47,215,36,1,734000.0,734000.0,734000.0,1.0,74.0,30.840336134453782,0.0,0.0,1,16.8,30.8,60.0,14.0,43.2,0,0.0,,True,138,53,0.7488372093023256,TRAIN
W-000812,0.25,2024-08-25T00:00:00,False,1,1,641000,629000,623000,0.9812792511700468,0.9719188767550702,0.9904610492845787,38,316,28,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,59,237,0.25,TRAIN
W-000812,0.5,2024-11-12T00:00:00,False,1,1,641000,629000,623000,0.9812792511700468,0.9719188767550702,0.9904610492845787,38,316,28,1,367000.0,367000.0,367000.0,1.0,35.0,58.90850722311396,0.0,0.0,1,13.1,0.0,31.3,-13.1,18.200000000000003,0,0.0,,True,138,158,0.5,TRAIN
W-000812,0.75,2025-01-30T00:00:00,False,1,1,641000,629000,623000,0.9812792511700468,0.9719188767550702,0.9904610492845787,38,316,28,1,367000.0,367000.0,367000.0,1.0,114.0,58.90850722311396,0.0,0.0,2,27.6,58.9,62.7,31.299999999999997,35.1,0,0.0,4.3939393939393945,True,217,79,0.75,TRAIN
W-000818,0.25,2024-08-24T18:00:00,False,1,1,644000,673000,663000,1.045031055900621,1.029503105590062,0.9851411589895989,32,339,24,1,105000.0,105000.0,105000.0,1.0,14.0,15.837104072398189,0.0,0.0,0,,,,,,0,0.0,,True,54,254,0.24778761061946902,TRAIN
W-000818,0.5,2024-11-17T12:00:00,False,1,1,644000,673000,663000,1.045031055900621,1.029503105590062,0.9851411589895989,32,339,24,1,105000.0,105000.0,105000.0,1.0,99.0,15.837104072398189,0.0,0.0,1,14.9,15.8,28.9,0.9000000000000004,13.999999999999998,0,0.0,,True,139,169,0.49852507374631266,TRAIN
W-000818,0.75,2025-02-10T06:00:00,False,1,1,644000,673000,663000,1.045031055900621,1.029503105590062,0.9851411589895989,32,339,24,1,105000.0,105000.0,105000.0,1.0,184.0,15.837104072398189,0.0,0.0,2,26.1,15.8,58.1,-10.3,32.0,0,0.0,3.393939393939394,True,224,84,0.7492625368731564,TRAIN
W-000840,0.25,2025-12-22T18:00:00,False,1,0,2508000,2481000,2473000,0.9892344497607656,0.9860446570972887,0.9967754937525192,25,211,17,1,2409000.0,2409000.0,2409000.0,1.0,24.0,97.41205014152851,0.0,0.0,0,,,,,,0,0.0,,True,46,158,0.24644549763033174,TRAIN
W-000840,0.5,2026-02-13T12:00:00,False,1,0,2508000,2481000,2473000,0.9892344497607656,0.9860446570972887,0.9967754937525192,25,211,17,1,2409000.0,2409000.0,2409000.0,1.0,77.0,97.41205014152851,0.0,0.0,2,34.0,97.4,46.9,63.400000000000006,12.899999999999999,0,0.0,9.6,True,99,105,0.4976303317535545,TRAIN
W-000840,0.75,2026-04-07T06:00:00,False,1,0,2508000,2481000,2473000,0.9892344497607656,0.9860446570972887,0.9967754937525192,25,211,17,1,2409000.0,2409000.0,2409000.0,1.0,130.0,97.41205014152851,0.0,0.0,3,47.0,97.4,70.6,50.400000000000006,23.599999999999994,0,0.0,8.7,True,152,52,0.7488151658767772,TRAIN
W-000846,0.25,2024-12-16T00:00:00,False,1,1,2256000,2121000,2183000,0.9401595744680851,0.9676418439716312,1.0292314945780292,39,280,13,1,914000.0,914000.0,914000.0,1.0,20.0,41.8689876316995,0.0,0.0,0,,,,,,0,0.0,,True,60,210,0.25,TRAIN
W-000846,0.5,2025-02-24T00:00:00,False,1,1,2256000,2121000,2183000,0.9401595744680851,0.9676418439716312,1.0292314945780292,39,280,13,2,1607000.0,914000.0,803500.0,0.5687616677037959,16.0,73.61429225836005,0.0,0.0,0,,,,,,0,0.0,,True,130,140,0.5,TRAIN
W-000846,0.75,2025-05-05T00:00:00,False,1,1,2256000,2121000,2183000,0.9401595744680851,0.9676418439716312,1.0292314945780292,39,280,13,2,1607000.0,914000.0,803500.0,0.5687616677037959,86.0,73.61429225836005,0.0,0.0,0,,,,,,0,0.0,,True,200,70,0.75,TRAIN
W-000866,0.25,2025-01-18T12:00:00,False,1,0,3012000,2863000,2834000,0.950531208499336,0.9409030544488712,0.9898707649318896,8,346,31,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,62,259,0.24855491329479767,TRAIN
W-000866,0.5,2025-04-15T00:00:00,False,1,0,3012000,2863000,2834000,0.950531208499336,0.9409030544488712,0.9898707649318896,8,346,31,2,950000.0,611000.0,475000.0,0.6431578947368422,11.0,33.52152434721242,0.0,0.0,0,,,,,,0,0.0,,True,149,173,0.5,TRAIN
W-000866,0.75,2025-07-10T12:00:00,False,1,0,3012000,2863000,2834000,0.950531208499336,0.9409030544488712,0.9898707649318896,8,346,31,3,1725000.0,775000.0,575000.0,0.4492753623188406,70.0,60.86803105151729,0.0,0.0,1,21.6,33.5,47.1,11.899999999999999,25.5,0,0.0,,True,235,86,0.7485549132947977,TRAIN
W-000868,0.25,2025-09-24T12:00:00,False,1,1,2902000,2961000,2990000,1.0203308063404548,1.0303239145416954,1.0097939885173928,10,306,29,1,736000.0,736000.0,736000.0,1.0,18.0,24.615384615384617,0.0,0.0,0,,,,,,0,0.0,,True,55,229,0.24836601307189543,TRAIN
W-000868,0.5,2025-12-10T00:00:00,False,1,1,2902000,2961000,2990000,1.0203308063404548,1.0303239145416954,1.0097939885173928,10,306,29,1,736000.0,736000.0,736000.0,1.0,95.0,24.615384615384617,0.0,0.0,1,42.3,24.6,43.1,-17.699999999999996,0.8000000000000043,0,0.0,,True,132,153,0.5,TRAIN
W-000868,0.75,2026-02-24T12:00:00,False,1,1,2902000,2961000,2990000,1.0203308063404548,1.0303239145416954,1.0097939885173928,10,306,29,3,1582000.0,736000.0,527333.3333333334,0.46523388116308473,57.0,52.90969899665552,0.0,0.0,1,42.3,24.6,43.1,-17.699999999999996,0.8000000000000043,0,0.0,,True,208,76,0.7483660130718954,TRAIN
W-000871,0.25,2025-08-30T00:00:00,False,1,1,2666000,2588000,2668000,0.9707426856714179,1.0007501875468867,1.0309119010819165,32,340,25,0,0.0,,,,,0.0,0.0,0.0,1,19.2,0.0,18.2,-19.2,-1.0,0,0.0,,True,72,255,0.25,TEST
W-000871,0.5,2025-11-23T00:00:00,False,1,1,2666000,2588000,2668000,0.9707426856714179,1.0007501875468867,1.0309119010819165,32,340,25,1,1363000.0,1363000.0,1363000.0,1.0,2.0,51.08695652173913,0.0,0.0,2,27.5,0.0,36.8,-27.5,9.299999999999997,0,0.0,3.9523809523809526,True,157,170,0.5,TEST
W-000871,0.75,2026-02-16T00:00:00,False,1,1,2666000,2588000,2668000,0.9707426856714179,1.0007501875468867,1.0309119010819165,32,340,25,1,1363000.0,1363000.0,1363000.0,1.0,87.0,51.08695652173913,0.0,0.0,3,42.1,51.1,55.0,9.0,12.899999999999999,0,0.0,5.496,True,242,85,0.75,TEST
W-000881,0.25,2024-04-16T12:00:00,False,1,1,3676000,3911000,4005000,1.0639281828073994,1.089499455930359,1.0240347737151623,24,294,43,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,54,220,0.24829931972789115,VALIDATION
W-000881,0.5,2024-06-29T00:00:00,False,1,1,3676000,3911000,4005000,1.0639281828073994,1.089499455930359,1.0240347737151623,24,294,43,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,128,147,0.5,VALIDATION
W-000881,0.75,2024-09-10T12:00:00,False,1,1,3676000,3911000,4005000,1.0639281828073994,1.089499455930359,1.0240347737151623,24,294,43,1,1529000.0,1529000.0,1529000.0,1.0,36.0,38.177278401997505,0.0,0.0,0,,,,,,0,0.0,,True,201,73,0.7482993197278912,VALIDATION
W-000888,0.25,2025-12-31T18:00:00,False,1,1,2175000,2062000,2092000,0.9480459770114943,0.9618390804597701,1.01454898157129,33,255,43,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,39,191,0.24705882352941178,TRAIN
W-000888,0.5,2026-03-05T12:00:00,False,1,1,2175000,2062000,2092000,0.9480459770114943,0.9618390804597701,1.01454898157129,33,255,43,1,2197000.0,2197000.0,2197000.0,1.0,30.0,105.01912045889101,105000.0,5.019120458891013,2,35.5,105.0,36.9,69.5,1.3999999999999986,0,0.0,8.361702127659575,True,103,127,0.4980392156862745,TRAIN
W-000888,0.75,2026-05-08T06:00:00,False,1,1,2175000,2062000,2092000,0.9480459770114943,0.9618390804597701,1.01454898157129,33,255,43,1,2197000.0,2197000.0,2197000.0,1.0,94.0,105.01912045889101,105000.0,5.019120458891013,3,47.9,105.0,55.3,57.1,7.399999999999999,0,0.0,8.138297872340425,True,167,63,0.7490196078431373,TRAIN
W-000900,0.25,2025-05-02T18:00:00,False,1,1,4240000,4157000,4053000,0.9804245283018868,0.9558962264150943,0.9749819581428915,48,227,16,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,57,170,0.24669603524229075,TRAIN
W-000900,0.5,2025-06-28T12:00:00,False,1,1,4240000,4157000,4053000,0.9804245283018868,0.9558962264150943,0.9749819581428915,48,227,16,1,1605000.0,1605000.0,1605000.0,1.0,33.0,39.600296076980015,0.0,0.0,0,,,,,,0,0.0,,True,114,113,0.4977973568281938,TRAIN
W-000900,0.75,2025-08-24T06:00:00,False,1,1,4240000,4157000,4053000,0.9804245283018868,0.9558962264150943,0.9749819581428915,48,227,16,1,1605000.0,1605000.0,1605000.0,1.0,90.0,39.600296076980015,0.0,0.0,0,,,,,,0,0.0,,True,171,56,0.748898678414097,TRAIN
W-000921,0.25,2025-02-16T12:00:00,False,1,0,1088000,1105000,1105000,1.015625,1.015625,1.0,23,254,43,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,53,190,0.24803149606299213,TRAIN
W-000921,0.5,2025-04-21T00:00:00,False,1,0,1088000,1105000,1105000,1.015625,1.015625,1.0,23,254,43,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,117,127,0.5,TRAIN
W-000921,0.75,2025-06-23T12:00:00,False,1,0,1088000,1105000,1105000,1.015625,1.015625,1.0,23,254,43,1,342000.0,342000.0,342000.0,1.0,45.0,30.95022624434389,0.0,0.0,1,24.4,31.0,60.2,6.600000000000001,35.800000000000004,0,0.0,,True,180,63,0.7480314960629921,TRAIN
W-000927,0.25,2023-08-23T12:00:00,False,1,1,1247000,1297000,1344000,1.0400962309542903,1.0777866880513232,1.036237471087124,28,230,38,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,40,172,0.24782608695652175,TEST
W-000927,0.5,2023-10-20T00:00:00,False,1,1,1247000,1297000,1344000,1.0400962309542903,1.0777866880513232,1.036237471087124,28,230,38,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,98,115,0.5,TEST
W-000927,0.75,2023-12-16T12:00:00,False,1,1,1247000,1297000,1344000,1.0400962309542903,1.0777866880513232,1.036237471087124,28,230,38,1,218000.0,218000.0,218000.0,1.0,49.0,16.220238095238095,0.0,0.0,0,,,,,,0,0.0,,True,155,57,0.7478260869565218,TEST
W-000929,0.25,2025-06-21T12:00:00,False,1,0,1133000,1092000,1068000,0.9638128861429832,0.942630185348632,0.978021978021978,29,322,30,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,57,241,0.2484472049689441,TEST
W-000929,0.5,2025-09-10T00:00:00,False,1,0,1133000,1092000,1068000,0.9638128861429832,0.942630185348632,0.978021978021978,29,322,30,0,0.0,,,,,0.0,0.0,0.0,1,25.4,0.0,30.4,-25.4,5.0,0,0.0,,True,138,161,0.5,TEST
W-000929,0.75,2025-11-29T12:00:00,False,1,0,1133000,1092000,1068000,0.9638128861429832,0.942630185348632,0.978021978021978,29,322,30,1,421000.0,421000.0,421000.0,1.0,38.0,39.419475655430716,0.0,0.0,2,34.6,39.4,61.2,4.799999999999997,26.6,0,0.0,2.787878787878789,True,218,80,0.7484472049689441,TEST
W-000935,0.25,2024-06-11T18:00:00,False,1,1,3246000,3053000,3026000,0.9405422057917436,0.9322242760320394,0.9911562397641664,7,211,30,2,1412000.0,768000.0,706000.0,0.5439093484419264,8.0,46.662260409781894,0.0,0.0,0,,,,,,0,0.0,,True,49,158,0.24644549763033174,TRAIN
W-000935,0.5,2024-08-03T12:00:00,False,1,1,3246000,3053000,3026000,0.9405422057917436,0.9322242760320394,0.9911562397641664,7,211,30,2,1412000.0,768000.0,706000.0,0.5439093484419264,61.0,46.662260409781894,0.0,0.0,0,,,,,,0,0.0,,True,102,105,0.4976303317535545,TRAIN
W-000935,0.75,2024-09-25T06:00:00,False,1,1,3246000,3053000,3026000,0.9405422057917436,0.9322242760320394,0.9911562397641664,7,211,30,2,1412000.0,768000.0,706000.0,0.5439093484419264,114.0,46.662260409781894,0.0,0.0,0,,,,,,0,0.0,,True,155,52,0.7488151658767772,TRAIN
W-000941,0.25,2024-03-02T12:00:00,False,1,1,1504000,1567000,1542000,1.0418882978723405,1.0252659574468086,0.9840459476707084,42,246,32,1,335000.0,335000.0,335000.0,1.0,24.0,21.72503242542153,0.0,0.0,0,,,,,,0,0.0,,True,65,184,0.24796747967479674,TRAIN
W-000941,0.5,2024-05-03T00:00:00,False,1,1,1504000,1567000,1542000,1.0418882978723405,1.0252659574468086,0.9840459476707084,42,246,32,2,800000.0,465000.0,400000.0,0.58125,44.0,51.88067444876784,0.0,0.0,0,,,,,,0,0.0,,True,127,123,0.5,TRAIN
W-000941,0.75,2024-07-03T12:00:00,False,1,1,1504000,1567000,1542000,1.0418882978723405,1.0252659574468086,0.9840459476707084,42,246,32,3,1094000.0,465000.0,364666.6666666667,0.4250457038391225,7.0,70.94682230869002,0.0,0.0,1,11.6,51.9,56.5,40.3,44.9,0,0.0,,True,188,61,0.7479674796747967,TRAIN
W-000954,0.25,2023-12-06T00:00:00,False,1,1,1234000,1192000,1195000,0.965964343598055,0.9683954619124797,1.0025167785234899,31,300,20,1,557000.0,557000.0,557000.0,1.0,5.0,46.61087866108787,0.0,0.0,0,,,,,,0,0.0,,True,66,225,0.25,TRAIN
W-000954,0.5,2024-02-19T00:00:00,False,1,1,1234000,1192000,1195000,0.965964343598055,0.9683954619124797,1.0025167785234899,31,300,20,1,557000.0,557000.0,557000.0,1.0,80.0,46.61087866108787,0.0,0.0,0,,,,,,0,0.0,,True,141,150,0.5,TRAIN
W-000954,0.75,2024-05-04T00:00:00,False,1,1,1234000,1192000,1195000,0.965964343598055,0.9683954619124797,1.0025167785234899,31,300,20,1,557000.0,557000.0,557000.0,1.0,155.0,46.61087866108787,0.0,0.0,1,28.1,46.6,71.0,18.5,42.9,0,0.0,,True,216,75,0.75,TRAIN
W-000961,0.25,2025-07-05T00:00:00,False,1,1,1479000,1438000,1440000,0.9722785665990534,0.973630831643002,1.0013908205841446,19,212,26,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,21,159,0.25,TRAIN
