payment_id,work_id,vendor_id,payment_request_date,authorization_date,payment_release_date,payment_amount_inr,payment_stage,invoice_number,cumulative_expenditure_inr,payment_status,payment_mode,pfms_reference,authorized_by_agency_id,concurrence_authority,is_final_payment,source_type,synthetic_marker
P-W-000843-06,W-000843,VN-MH-005,2024-10-11,2024-10-18,2024-10-18,255000,Stage 6,INV-0843-06,2749000,Released,PFMS/CNA Demo,DEMO-PFMS-60456434,IA-MH-006,Maharashtra Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000844-01,W-000844,VN-KA-010,2024-07-31,2024-08-02,2024-08-02,59000,Stage 1,INV-0844-01,59000,Released,PFMS/CNA Demo,DEMO-PFMS-65330170,IA-KA-004,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000844-02,W-000844,VN-KA-010,2024-07-28,2024-08-03,2024-08-05,34000,Stage 2,INV-0844-02,93000,Released,PFMS/CNA Demo,DEMO-PFMS-79358031,IA-KA-004,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000844-03,W-000844,VN-KA-010,2024-11-14,2024-11-21,2024-11-24,35000,Stage 3,INV-0844-03,128000,Released,PFMS/CNA Demo,DEMO-PFMS-42385692,IA-KA-004,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000845-01,W-000845,VN-KA-009,2024-12-19,2024-12-26,2024-12-28,409000,Stage 1,INV-0845-01,409000,Released,PFMS/CNA Demo,DEMO-PFMS-19086644,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000845-02,W-000845,VN-KA-009,2025-01-27,2025-01-30,2025-02-02,709000,Stage 2,INV-0845-02,1118000,Released,PFMS/CNA Demo,DEMO-PFMS-97373077,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000845-03,W-000845,VN-KA-009,2025-08-13,2025-08-21,2025-08-21,792000,Stage 3,INV-0845-03,1910000,Released,PFMS/CNA Demo,DEMO-PFMS-72550799,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000845-04,W-000845,VN-KA-009,2025-09-11,2025-09-20,2025-09-20,798000,Stage 4,INV-0845-04,2708000,Released,PFMS/CNA Demo,DEMO-PFMS-17571336,IA-KA-004,Karnataka Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000846-01,W-000846,VN-KA-010,2024-11-20,2024-11-23,2024-11-26,914000,Stage 1,INV-0846-01,914000,Released,PFMS/CNA Demo,DEMO-PFMS-64016767,IA-KA-003,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000846-02,W-000846,VN-KA-010,2025-01-29,2025-02-07,2025-02-08,693000,Stage 2,INV-0846-02,1607000,Released,PFMS/CNA Demo,DEMO-PFMS-88683128,IA-KA-003,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000846-03,W-000846,VN-KA-010,2025-06-01,2025-06-11,2025-06-11,604000,Stage 3,INV-0846-03,2211000,Released,PFMS/CNA Demo,DEMO-PFMS-61569207,IA-KA-003,Karnataka Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000847-01,W-000847,VN-AP-008,2023-09-10,2023-09-18,2023-09-20,675000,Stage 1,INV-0847-01,675000,Released,PFMS/CNA Demo,DEMO-PFMS-10775422,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000847-02,W-000847,VN-AP-008,2023-12-01,2023-11-30,2023-12-03,388000,Stage 2,INV-0847-02,1063000,Released,PFMS/CNA Demo,DEMO-PFMS-17965379,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000847-03,W-000847,VN-AP-008,2024-06-30,2024-07-10,2024-07-10,616000,Stage 3,INV-0847-03,1679000,Released,PFMS/CNA Demo,DEMO-PFMS-28143857,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000847-04,W-000847,VN-AP-008,2024-07-29,2024-08-08,2024-08-08,495000,Stage 4,INV-0847-04,2174000,Released,PFMS/CNA Demo,DEMO-PFMS-46252258,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000847-05,W-000847,VN-AP-008,2024-08-15,2024-08-17,2024-08-20,275000,Stage 5,INV-0847-05,2449000,Released,PFMS/CNA Demo,DEMO-PFMS-78370739,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000847-06,W-000847,VN-AP-008,2024-09-01,2024-09-02,2024-09-05,477000,Stage 6,INV-0847-06,2926000,Released,PFMS/CNA Demo,DEMO-PFMS-17742244,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000848-01,W-000848,VN-RJ-003,2024-09-12,2024-09-18,2024-09-18,1269000,Stage 1,INV-0848-01,1269000,Released,PFMS/CNA Demo,DEMO-PFMS-17014930,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000848-02,W-000848,VN-RJ-003,2024-09-18,2024-09-21,2024-09-23,610000,Stage 2,INV-0848-02,1879000,Released,PFMS/CNA Demo,DEMO-PFMS-19295745,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000848-03,W-000848,VN-RJ-003,2024-12-09,2024-12-16,2024-12-19,1237000,Stage 3,INV-0848-03,3116000,Released,PFMS/CNA Demo,DEMO-PFMS-73184872,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000849-01,W-000849,VN-RJ-006,2024-08-02,2024-08-11,2024-08-11,714000,Stage 1,INV-0849-01,714000,Released,PFMS/CNA Demo,DEMO-PFMS-82924043,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000849-02,W-000849,VN-RJ-006,2024-09-04,2024-09-06,2024-09-06,686000,Stage 2,INV-0849-02,1400000,Released,PFMS/CNA Demo,DEMO-PFMS-44652039,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000849-03,W-000849,VN-RJ-006,2025-01-27,2025-01-28,2025-01-30,1001000,Stage 3,INV-0849-03,2401000,Released,PFMS/CNA Demo,DEMO-PFMS-41553337,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000849-04,W-000849,VN-RJ-006,2025-02-26,2025-03-04,2025-03-04,1636000,Stage 4,INV-0849-04,4037000,Released,PFMS/CNA Demo,DEMO-PFMS-63873699,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000850-01,W-000850,VN-OD-011,2024-07-26,2024-07-26,2024-07-29,950000,Stage 1,INV-0850-01,950000,Released,PFMS/CNA Demo,DEMO-PFMS-66956991,IA-OD-005,Odisha Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000851-01,W-000851,VN-AP-010,2025-03-12,2025-03-16,2025-03-19,2256000,Stage 1,INV-0851-01,2256000,Released,PFMS/CNA Demo,DEMO-PFMS-82305434,IA-AP-005,Andhra Pradesh Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000852-01,W-000852,VN-RJ-007,2025-12-18,2025-12-18,2025-12-20,212000,Stage 1,INV-0852-01,212000,Released,PFMS/CNA Demo,DEMO-PFMS-38234145,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000852-02,W-000852,VN-RJ-007,2026-08-20,2026-08-23,2026-08-26,286000,Stage 2,INV-0852-02,498000,Released,PFMS/CNA Demo,DEMO-PFMS-72168333,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000853-01,W-000853,VN-MH-011,2026-08-30,2026-08-30,2026-08-31,126000,Stage 1,INV-0853-01,126000,Released,PFMS/CNA Demo,DEMO-PFMS-18369987,IA-MH-003,Maharashtra Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000854-01,W-000854,VN-RJ-003,2024-01-18,2024-01-22,2024-01-24,1013000,Stage 1,INV-0854-01,1013000,Released,PFMS/CNA Demo,DEMO-PFMS-64428118,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000854-02,W-000854,VN-RJ-003,2024-02-26,2024-03-05,2024-03-06,1190000,Stage 2,INV-0854-02,2203000,Released,PFMS/CNA Demo,DEMO-PFMS-61923533,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000856-01,W-000856,VN-KA-009,2025-10-28,2025-10-30,2025-11-02,310000,Stage 1,INV-0856-01,310000,Released,PFMS/CNA Demo,DEMO-PFMS-67894656,IA-KA-005,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000856-02,W-000856,VN-KA-009,2025-11-17,2025-11-22,2025-11-22,241000,Stage 2,INV-0856-02,551000,Released,PFMS/CNA Demo,DEMO-PFMS-18731439,IA-KA-005,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000856-03,W-000856,VN-KA-009,2026-02-13,2026-02-15,2026-02-17,336000,Stage 3,INV-0856-03,887000,Released,PFMS/CNA Demo,DEMO-PFMS-41163860,IA-KA-005,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000856-04,W-000856,VN-KA-009,2026-04-08,2026-04-14,2026-04-14,305000,Stage 4,INV-0856-04,1192000,Released,PFMS/CNA Demo,DEMO-PFMS-49489377,IA-KA-005,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000856-05,W-000856,VN-KA-009,2026-06-04,2026-06-05,2026-06-06,336000,Stage 5,INV-0856-05,1528000,Released,PFMS/CNA Demo,DEMO-PFMS-72217116,IA-KA-005,Karnataka Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000857-01,W-000857,VN-RJ-003,2024-01-19,2024-01-20,2024-01-20,333000,Stage 1,INV-0857-01,333000,Released,PFMS/CNA Demo,DEMO-PFMS-12289652,IA-RJ-006,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000857-02,W-000857,VN-RJ-003,2024-03-14,2024-03-13,2024-03-16,556000,Stage 2,INV-0857-02,889000,Released,PFMS/CNA Demo,DEMO-PFMS-68343545,IA-RJ-006,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000857-03,W-000857,VN-RJ-003,2024-04-23,2024-04-28,2024-04-28,716000,Stage 3,INV-0857-03,1605000,Released,PFMS/CNA Demo,DEMO-PFMS-56266710,IA-RJ-006,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000857-04,W-000857,VN-RJ-003,2024-08-20,2024-08-26,2024-08-27,629000,Stage 4,INV-0857-04,2234000,Released,PFMS/CNA Demo,DEMO-PFMS-61703290,IA-RJ-006,Rajasthan Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000858-01,W-000858,VN-AP-012,2024-03-06,2024-03-10,2024-03-13,101000,Stage 1,INV-0858-01,101000,Released,PFMS/CNA Demo,DEMO-PFMS-61725962,IA-AP-006,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000858-02,W-000858,VN-AP-012,2024-06-23,2024-06-28,2024-06-28,229000,Stage 2,INV-0858-02,330000,Released,PFMS/CNA Demo,DEMO-PFMS-73941825,IA-AP-006,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000858-03,W-000858,VN-AP-012,2024-06-29,2024-06-30,2024-06-30,102000,Stage 3,INV-0858-03,432000,Released,PFMS/CNA Demo,DEMO-PFMS-21738152,IA-AP-006,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000858-04,W-000858,VN-AP-012,2024-09-09,2024-09-17,2024-09-19,158000,Stage 4,INV-0858-04,590000,Released,PFMS/CNA Demo,DEMO-PFMS-50387800,IA-AP-006,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000858-05,W-000858,VN-AP-012,2025-01-12,2025-01-12,2025-01-14,209000,Stage 5,INV-0858-05,799000,Released,PFMS/CNA Demo,DEMO-PFMS-25583786,IA-AP-006,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000858-06,W-000858,VN-AP-012,2025-01-15,2025-01-23,2025-01-23,200000,Stage 6,INV-0858-06,999000,Released,PFMS/CNA Demo,DEMO-PFMS-71030917,IA-AP-006,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000859-01,W-000859,VN-TS-006,2025-06-25,2025-06-27,2025-06-30,290000,Stage 1,INV-0859-01,290000,Released,PFMS/CNA Demo,DEMO-PFMS-99223836,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000859-02,W-000859,VN-TS-006,2025-07-16,2025-07-17,2025-07-17,432000,Stage 2,INV-0859-02,722000,Released,PFMS/CNA Demo,DEMO-PFMS-80661502,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000859-03,W-000859,VN-TS-006,2025-08-04,2025-08-10,2025-08-11,198000,Stage 3,INV-0859-03,920000,Released,PFMS/CNA Demo,DEMO-PFMS-23582831,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000859-04,W-000859,VN-TS-006,2025-12-13,2025-12-20,2025-12-22,190000,Stage 4,INV-0859-04,1110000,Released,PFMS/CNA Demo,DEMO-PFMS-42463296,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000859-05,W-000859,VN-TS-006,2026-01-09,2026-01-11,2026-01-14,458000,Stage 5,INV-0859-05,1568000,Released,PFMS/CNA Demo,DEMO-PFMS-94480950,IA-TS-005,Telangana Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000860-01,W-000860,VN-OD-009,2026-05-30,2026-06-05,2026-06-07,2250000,Stage 1,INV-0860-01,2250000,Released,PFMS/CNA Demo,DEMO-PFMS-80424920,IA-OD-004,Odisha Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000861-01,W-000861,VN-AP-008,2025-06-29,2025-06-30,2025-07-02,342000,Stage 1,INV-0861-01,342000,Released,PFMS/CNA Demo,DEMO-PFMS-82958168,IA-AP-003,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000861-02,W-000861,VN-AP-008,2025-11-24,2025-11-24,2025-11-26,340000,Stage 2,INV-0861-02,682000,Released,PFMS/CNA Demo,DEMO-PFMS-21921637,IA-AP-003,Andhra Pradesh Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000862-01,W-000862,VN-RJ-002,2025-03-19,2025-03-25,2025-03-25,1473000,Stage 1,INV-0862-01,1473000,Released,PFMS/CNA Demo,DEMO-PFMS-79837495,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000862-02,W-000862,VN-RJ-002,2025-07-29,2025-08-03,2025-08-06,2630000,Stage 2,INV-0862-02,4103000,Released,PFMS/CNA Demo,DEMO-PFMS-96896189,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000863-01,W-000863,VN-KA-008,2025-07-20,2025-07-21,2025-07-23,662000,Stage 1,INV-0863-01,662000,Released,PFMS/CNA Demo,DEMO-PFMS-89061658,IA-KA-006,Karnataka Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000863-02,W-000863,VN-KA-008,2025-08-31,2025-08-31,2025-09-02,1044000,Stage 2,INV-0863-02,1706000,Released,PFMS/CNA Demo,DEMO-PFMS-90742152,IA-KA-006,Karnataka Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000863-03,W-000863,VN-KA-008,2025-09-11,2025-09-12,2025-09-12,679000,Stage 3,INV-0863-03,2385000,Released,PFMS/CNA Demo,DEMO-PFMS-53818274,IA-KA-006,Karnataka Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000863-04,W-000863,VN-KA-008,2025-09-16,2025-09-22,2025-09-23,537000,Stage 4,INV-0863-04,2922000,Released,PFMS/CNA Demo,DEMO-PFMS-89207925,IA-KA-006,Karnataka Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000864-01,W-000864,VN-MH-010,2025-04-04,2025-04-06,2025-04-08,1775000,Stage 1,INV-0864-01,1775000,Released,PFMS/CNA Demo,DEMO-PFMS-86401564,IA-MH-004,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000864-02,W-000864,VN-MH-010,2025-08-06,2025-08-06,2025-08-09,829000,Stage 2,INV-0864-02,2604000,Released,PFMS/CNA Demo,DEMO-PFMS-89433356,IA-MH-004,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000865-01,W-000865,VN-KA-005,2026-07-27,2026-08-03,2026-08-04,202000,Stage 1,INV-0865-01,202000,Released,PFMS/CNA Demo,DEMO-PFMS-41992341,IA-KA-005,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000865-02,W-000865,VN-KA-005,2026-08-07,2026-08-14,2026-08-17,133000,Stage 2,INV-0865-02,335000,Released,PFMS/CNA Demo,DEMO-PFMS-92892856,IA-KA-005,Karnataka Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000866-01,W-000866,VN-RJ-008,2025-02-24,2025-03-03,2025-03-06,611000,Stage 1,INV-0866-01,611000,Released,PFMS/CNA Demo,DEMO-PFMS-68825191,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000866-02,W-000866,VN-RJ-008,2025-03-30,2025-04-03,2025-04-04,339000,Stage 2,INV-0866-02,950000,Released,PFMS/CNA Demo,DEMO-PFMS-28227291,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000866-03,W-000866,VN-RJ-008,2025-04-24,2025-04-29,2025-05-01,775000,Stage 3,INV-0866-03,1725000,Released,PFMS/CNA Demo,DEMO-PFMS-73592010,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000866-04,W-000866,VN-RJ-008,2025-07-04,2025-07-10,2025-07-11,605000,Stage 4,INV-0866-04,2330000,Released,PFMS/CNA Demo,DEMO-PFMS-66676784,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000866-05,W-000866,VN-RJ-008,2025-12-02,2025-12-01,2025-12-04,411000,Stage 5,INV-0866-05,2741000,Released,PFMS/CNA Demo,DEMO-PFMS-71328734,IA-RJ-005,Rajasthan Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000868-01,W-000868,VN-TS-012,2025-08-28,2025-09-04,2025-09-06,736000,Stage 1,INV-0868-01,736000,Released,PFMS/CNA Demo,DEMO-PFMS-34390967,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000868-02,W-000868,VN-TS-012,2025-12-19,2025-12-25,2025-12-25,471000,Stage 2,INV-0868-02,1207000,Released,PFMS/CNA Demo,DEMO-PFMS-79029321,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000868-03,W-000868,VN-TS-012,2025-12-21,2025-12-26,2025-12-29,375000,Stage 3,INV-0868-03,1582000,Released,PFMS/CNA Demo,DEMO-PFMS-79178035,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000868-04,W-000868,VN-TS-012,2026-04-01,2026-04-05,2026-04-08,578000,Stage 4,INV-0868-04,2160000,Released,PFMS/CNA Demo,DEMO-PFMS-32301283,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000868-05,W-000868,VN-TS-012,2026-05-30,2026-06-01,2026-06-02,272000,Stage 5,INV-0868-05,2432000,Released,PFMS/CNA Demo,DEMO-PFMS-96169453,IA-TS-005,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000868-06,W-000868,VN-TS-012,2026-08-04,2026-08-12,2026-08-14,621000,Stage 6,INV-0868-06,3053000,Released,PFMS/CNA Demo,DEMO-PFMS-93215336,IA-TS-005,Telangana Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000869-01,W-000869,VN-AP-008,2025-10-11,2025-10-15,2025-10-17,137000,Stage 1,INV-0869-01,137000,Released,PFMS/CNA Demo,DEMO-PFMS-84591537,IA-AP-005,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000869-02,W-000869,VN-AP-008,2025-11-12,2025-11-14,2025-11-15,170000,Stage 2,INV-0869-02,307000,Released,PFMS/CNA Demo,DEMO-PFMS-49451252,IA-AP-005,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000869-03,W-000869,VN-AP-008,2026-01-31,2026-02-09,2026-02-10,129000,Stage 3,INV-0869-03,436000,Released,PFMS/CNA Demo,DEMO-PFMS-15961413,IA-AP-005,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000869-04,W-000869,VN-AP-008,2026-05-27,2026-06-03,2026-06-06,113000,Stage 4,INV-0869-04,549000,Released,PFMS/CNA Demo,DEMO-PFMS-33632961,IA-AP-005,Andhra Pradesh Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000869-05,W-000869,VN-AP-008,2026-07-08,2026-07-07,2026-07-09,62000,Stage 5,INV-0869-05,611000,Released,PFMS/CNA Demo,DEMO-PFMS-14977274,IA-AP-005,Andhra Pradesh Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000870-01,W-000870,VN-MH-011,2025-01-02,2025-01-07,2025-01-08,419000,Stage 1,INV-0870-01,419000,Released,PFMS/CNA Demo,DEMO-PFMS-39184953,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000870-02,W-000870,VN-MH-011,2025-02-22,2025-03-03,2025-03-03,576000,Stage 2,INV-0870-02,995000,Released,PFMS/CNA Demo,DEMO-PFMS-21181908,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000870-03,W-000870,VN-MH-011,2025-04-26,2025-04-27,2025-04-27,483000,Stage 3,INV-0870-03,1478000,Released,PFMS/CNA Demo,DEMO-PFMS-25470656,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000870-04,W-000870,VN-MH-011,2025-05-20,2025-05-21,2025-05-23,416000,Stage 4,INV-0870-04,1894000,Released,PFMS/CNA Demo,DEMO-PFMS-74508909,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000870-05,W-000870,VN-MH-011,2025-07-17,2025-07-20,2025-07-23,445000,Stage 5,INV-0870-05,2339000,Released,PFMS/CNA Demo,DEMO-PFMS-25050844,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000870-06,W-000870,VN-MH-011,2025-10-30,2025-10-31,2025-11-02,731000,Stage 6,INV-0870-06,3070000,Released,PFMS/CNA Demo,DEMO-PFMS-90401950,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000871-01,W-000871,VN-OD-001,2025-11-12,2025-11-20,2025-11-21,1363000,Stage 1,INV-0871-01,1363000,Released,PFMS/CNA Demo,DEMO-PFMS-14099544,IA-OD-006,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000871-02,W-000871,VN-OD-001,2026-04-18,2026-04-23,2026-04-23,1438000,Stage 2,INV-0871-02,2801000,Released,PFMS/CNA Demo,DEMO-PFMS-79705814,IA-OD-006,Odisha Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000872-01,W-000872,VN-KA-004,2024-08-13,2024-08-21,2024-08-22,338000,Stage 1,INV-0872-01,338000,Released,PFMS/CNA Demo,DEMO-PFMS-41774210,IA-KA-002,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000872-02,W-000872,VN-KA-004,2024-10-21,2024-10-26,2024-10-27,339000,Stage 2,INV-0872-02,677000,Released,PFMS/CNA Demo,DEMO-PFMS-87163937,IA-KA-002,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000872-03,W-000872,VN-KA-004,2025-03-01,2025-03-03,2025-03-04,382000,Stage 3,INV-0872-03,1059000,Released,PFMS/CNA Demo,DEMO-PFMS-40043850,IA-KA-002,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000872-04,W-000872,VN-KA-004,2025-04-15,2025-04-15,2025-04-16,484000,Stage 4,INV-0872-04,1543000,Released,PFMS/CNA Demo,DEMO-PFMS-67980634,IA-KA-002,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000872-05,W-000872,VN-KA-004,2025-04-23,2025-04-23,2025-04-26,549000,Stage 5,INV-0872-05,2092000,Released,PFMS/CNA Demo,DEMO-PFMS-78884962,IA-KA-002,Karnataka Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-000873-01,W-000873,VN-AP-012,2026-03-05,2026-03-13,2026-03-15,271000,Stage 1,INV-0873-01,271000,Released,PFMS/CNA Demo,DEMO-PFMS-73868358,IA-AP-001,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000873-02,W-000873,VN-AP-012,2026-08-05,2026-08-10,2026-08-10,331000,Stage 2,INV-0873-02,602000,Released,PFMS/CNA Demo,DEMO-PFMS-65811423,IA-AP-001,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-000874-01,W-000874,VN-RJ-004,2024-06-29,2024-07-03,2024-07-05,3840000,Stage 1,INV-0874-01,3840000,Released,PFMS/CNA Demo,DEMO-PFMS-59076284,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
