progress_id,work_id,report_date,physical_progress_pct,financial_progress_pct,expected_progress_pct_by_date,execution_stage,reported_status,reported_by_agency_id,photo_reference,geo_latitude,geo_longitude,remarks,source_type,synthetic_marker
PR-W-000117-05,W-000117,2026-08-31,100.0,105.0,100.0,Completed,Completed,IA-RJ-003,demo://photos/W-000117/5,27.547647,74.746864,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000118-01,W-000118,2024-11-05,19.6,0.0,82.2,Execution,Ongoing,IA-RJ-004,demo://photos/W-000118/1,25.999055,73.674596,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000118-02,W-000118,2025-04-20,33.3,102.3,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000118/2,25.999055,73.674596,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000118-03,W-000118,2025-10-03,60.4,102.3,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000118/3,25.999055,73.674596,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000118-04,W-000118,2026-03-18,80.5,102.3,100.0,Finishing,Ongoing,IA-RJ-004,demo://photos/W-000118/4,25.999055,73.674596,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000118-05,W-000118,2026-08-31,100.0,102.3,100.0,Completed,Completed,IA-RJ-004,demo://photos/W-000118/5,25.999055,73.674596,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000120-01,W-000120,2024-07-22,14.9,68.9,60.6,Execution,Ongoing,IA-RJ-004,demo://photos/W-000120/1,27.069549,74.468462,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000120-02,W-000120,2024-12-23,30.3,89.8,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000120/2,27.069549,74.468462,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000120-03,W-000120,2025-05-26,53.4,105.0,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000120/3,27.069549,74.468462,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000120-04,W-000120,2025-10-27,67.0,105.0,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000120/4,27.069549,74.468462,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000120-05,W-000120,2026-03-30,76.7,105.0,100.0,Finishing,Ongoing,IA-RJ-004,demo://photos/W-000120/5,27.069549,74.468462,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000120-06,W-000120,2026-08-31,100.0,105.0,100.0,Completed,Completed,IA-RJ-004,demo://photos/W-000120/6,27.069549,74.468462,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000121-01,W-000121,2024-11-08,32.9,72.2,100.0,Execution,Ongoing,IA-RJ-006,demo://photos/W-000121/1,26.147162,74.38261,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000121-02,W-000121,2025-10-04,63.4,104.4,100.0,Execution,Ongoing,IA-RJ-006,demo://photos/W-000121/2,26.147162,74.38261,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000121-03,W-000121,2026-08-31,100.0,104.4,100.0,Completed,Completed,IA-RJ-006,demo://photos/W-000121/3,26.147162,74.38261,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000122-01,W-000122,2025-11-19,7.1,43.9,13.5,Execution,Ongoing,IA-RJ-006,demo://photos/W-000122/1,26.111814,74.051275,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000122-02,W-000122,2026-01-05,29.5,101.5,27.0,Execution,Ongoing,IA-RJ-006,demo://photos/W-000122/2,26.111814,74.051275,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000122-03,W-000122,2026-02-22,41.8,101.5,40.8,Execution,Ongoing,IA-RJ-006,demo://photos/W-000122/3,26.111814,74.051275,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000122-04,W-000122,2026-04-10,61.3,101.5,54.3,Execution,Ongoing,IA-RJ-006,demo://photos/W-000122/4,26.111814,74.051275,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000122-05,W-000122,2026-05-28,69.4,101.5,68.1,Execution,Ongoing,IA-RJ-006,demo://photos/W-000122/5,26.111814,74.051275,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000122-06,W-000122,2026-07-14,85.0,101.5,81.6,Finishing,Ongoing,IA-RJ-006,demo://photos/W-000122/6,26.111814,74.051275,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000122-07,W-000122,2026-08-31,100.0,101.5,95.4,Completed,Completed,IA-RJ-006,demo://photos/W-000122/7,26.111814,74.051275,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000123-01,W-000123,2024-05-25,11.4,11.2,42.8,Execution,Ongoing,IA-AP-005,demo://photos/W-000123/1,17.664556,80.212943,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000123-02,W-000123,2024-10-10,29.2,35.4,85.9,Execution,Ongoing,IA-AP-005,demo://photos/W-000123/2,17.664556,80.212943,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000123-03,W-000123,2025-02-25,40.5,100.7,100.0,Execution,Ongoing,IA-AP-005,demo://photos/W-000123/3,17.664556,80.212943,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000123-04,W-000123,2025-07-13,49.5,100.7,100.0,Execution,Ongoing,IA-AP-005,demo://photos/W-000123/4,17.664556,80.212943,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000123-05,W-000123,2025-11-28,72.6,100.7,100.0,Execution,Ongoing,IA-AP-005,demo://photos/W-000123/5,17.664556,80.212943,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000123-06,W-000123,2026-04-15,84.3,100.7,100.0,Finishing,Ongoing,IA-AP-005,demo://photos/W-000123/6,17.664556,80.212943,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000123-07,W-000123,2026-08-31,93.7,100.7,100.0,Finishing,Ongoing,IA-AP-005,demo://photos/W-000123/7,17.664556,80.212943,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000124-01,W-000124,2025-06-09,21.5,33.7,77.2,Execution,Ongoing,IA-KA-001,demo://photos/W-000124/1,15.122111,75.395935,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000124-02,W-000124,2025-11-05,45.1,86.4,100.0,Execution,Ongoing,IA-KA-001,demo://photos/W-000124/2,15.122111,75.395935,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000124-03,W-000124,2026-04-03,69.4,86.4,100.0,Execution,Ongoing,IA-KA-001,demo://photos/W-000124/3,15.122111,75.395935,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000124-04,W-000124,2026-08-31,88.9,86.4,100.0,Finishing,Ongoing,IA-KA-001,demo://photos/W-000124/4,15.122111,75.395935,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000125-01,W-000125,2026-04-27,6.6,0.0,6.7,Execution,Ongoing,IA-OD-001,demo://photos/W-000125/1,19.860075,84.218908,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000125-02,W-000125,2026-05-18,15.7,0.0,13.7,Execution,Ongoing,IA-OD-001,demo://photos/W-000125/2,19.860075,84.218908,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000125-03,W-000125,2026-06-08,24.4,32.7,20.7,Execution,Ongoing,IA-OD-001,demo://photos/W-000125/3,19.860075,84.218908,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000125-04,W-000125,2026-06-29,27.4,32.7,27.8,Execution,Ongoing,IA-OD-001,demo://photos/W-000125/4,19.860075,84.218908,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000125-05,W-000125,2026-07-20,39.0,54.1,34.8,Execution,Ongoing,IA-OD-001,demo://photos/W-000125/5,19.860075,84.218908,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000125-06,W-000125,2026-08-10,38.5,54.1,41.8,Execution,Ongoing,IA-OD-001,demo://photos/W-000125/6,19.860075,84.218908,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000125-07,W-000125,2026-08-31,53.0,54.1,48.8,Execution,Ongoing,IA-OD-001,demo://photos/W-000125/7,19.860075,84.218908,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-01,W-000126,2025-06-29,13.4,0.0,26.8,Execution,Ongoing,IA-RJ-001,demo://photos/W-000126/1,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-02,W-000126,2025-08-29,17.6,0.0,53.5,Execution,Ongoing,IA-RJ-001,demo://photos/W-000126/2,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-03,W-000126,2025-10-29,33.2,0.0,80.3,Execution,Ongoing,IA-RJ-001,demo://photos/W-000126/3,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-04,W-000126,2025-12-29,41.8,0.0,100.0,Execution,Ongoing,IA-RJ-001,demo://photos/W-000126/4,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-05,W-000126,2026-02-28,60.6,83.3,100.0,Execution,Ongoing,IA-RJ-001,demo://photos/W-000126/5,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-06,W-000126,2026-04-30,68.0,83.3,100.0,Execution,Ongoing,IA-RJ-001,demo://photos/W-000126/6,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-07,W-000126,2026-06-30,69.1,83.3,100.0,Execution,Ongoing,IA-RJ-001,demo://photos/W-000126/7,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000126-08,W-000126,2026-08-31,88.2,83.3,100.0,Finishing,Ongoing,IA-RJ-001,demo://photos/W-000126/8,27.557049,74.689926,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-01,W-000127,2024-07-12,12.6,19.5,34.4,Execution,Ongoing,IA-RJ-004,demo://photos/W-000127/1,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-02,W-000127,2024-10-31,17.3,67.4,68.7,Execution,Ongoing,IA-RJ-004,demo://photos/W-000127/2,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-03,W-000127,2025-02-20,36.1,92.1,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000127/3,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-04,W-000127,2025-06-11,53.3,104.4,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000127/4,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-05,W-000127,2025-09-30,63.6,104.4,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000127/5,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-06,W-000127,2026-01-20,76.0,104.4,100.0,Finishing,Ongoing,IA-RJ-004,demo://photos/W-000127/6,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-07,W-000127,2026-05-11,90.7,104.4,100.0,Finishing,Ongoing,IA-RJ-004,demo://photos/W-000127/7,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000127-08,W-000127,2026-08-31,100.0,104.4,100.0,Completed,Completed,IA-RJ-004,demo://photos/W-000127/8,26.105755,73.49134,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000128-01,W-000128,2024-07-13,16.6,14.4,49.2,Execution,Ongoing,IA-RJ-006,demo://photos/W-000128/1,25.928649,74.999102,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000128-02,W-000128,2024-12-16,35.7,77.6,98.7,Execution,Ongoing,IA-RJ-006,demo://photos/W-000128/2,25.928649,74.999102,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000128-03,W-000128,2025-05-21,47.3,100.6,100.0,Execution,Ongoing,IA-RJ-006,demo://photos/W-000128/3,25.928649,74.999102,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000128-04,W-000128,2025-10-23,72.7,100.6,100.0,Execution,Ongoing,IA-RJ-006,demo://photos/W-000128/4,25.928649,74.999102,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000128-05,W-000128,2026-03-28,87.0,100.6,100.0,Finishing,Ongoing,IA-RJ-006,demo://photos/W-000128/5,25.928649,74.999102,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000128-06,W-000128,2026-08-31,100.0,100.6,100.0,Completed,Completed,IA-RJ-006,demo://photos/W-000128/6,25.928649,74.999102,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000129-01,W-000129,2024-06-22,23.6,90.7,100.0,Execution,Ongoing,IA-KA-003,demo://photos/W-000129/1,15.110471,76.632036,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000129-02,W-000129,2025-07-27,59.4,90.7,100.0,Execution,Ongoing,IA-KA-003,demo://photos/W-000129/2,15.110471,76.632036,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000129-03,W-000129,2026-08-31,85.5,90.7,100.0,Finishing,Ongoing,IA-KA-003,demo://photos/W-000129/3,15.110471,76.632036,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000130-01,W-000130,2024-04-13,18.3,101.0,71.2,Execution,Ongoing,IA-MH-003,demo://photos/W-000130/1,18.054298,74.833179,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000130-02,W-000130,2024-10-04,40.8,101.0,100.0,Execution,Ongoing,IA-MH-003,demo://photos/W-000130/2,18.054298,74.833179,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000130-03,W-000130,2025-03-27,47.9,101.0,100.0,Execution,Ongoing,IA-MH-003,demo://photos/W-000130/3,18.054298,74.833179,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000130-04,W-000130,2025-09-17,68.4,101.0,100.0,Execution,Ongoing,IA-MH-003,demo://photos/W-000130/4,18.054298,74.833179,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000130-05,W-000130,2026-03-10,90.4,101.0,100.0,Finishing,Ongoing,IA-MH-003,demo://photos/W-000130/5,18.054298,74.833179,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000130-06,W-000130,2026-08-31,100.0,101.0,100.0,Completed,Completed,IA-MH-003,demo://photos/W-000130/6,18.054298,74.833179,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000131-01,W-000131,2025-10-01,18.7,22.7,25.9,Execution,Ongoing,IA-AP-003,demo://photos/W-000131/1,17.604563,80.247438,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000131-02,W-000131,2025-12-07,32.6,39.3,52.2,Execution,Ongoing,IA-AP-003,demo://photos/W-000131/2,17.604563,80.247438,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000131-03,W-000131,2026-02-12,49.4,65.4,78.4,Execution,Ongoing,IA-AP-003,demo://photos/W-000131/3,17.604563,80.247438,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000131-04,W-000131,2026-04-19,65.6,65.4,100.0,Execution,Ongoing,IA-AP-003,demo://photos/W-000131/4,17.604563,80.247438,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000131-05,W-000131,2026-06-25,89.8,85.1,100.0,Finishing,Ongoing,IA-AP-003,demo://photos/W-000131/5,17.604563,80.247438,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000131-06,W-000131,2026-08-31,100.0,101.4,100.0,Completed,Completed,IA-AP-003,demo://photos/W-000131/6,17.604563,80.247438,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000132-01,W-000132,2025-02-13,21.9,12.2,57.1,Execution,Ongoing,IA-AP-001,demo://photos/W-000132/1,17.387984,80.776356,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000132-02,W-000132,2025-06-06,37.8,98.9,100.0,Execution,Ongoing,IA-AP-001,demo://photos/W-000132/2,17.387984,80.776356,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000132-03,W-000132,2025-09-27,46.4,98.9,100.0,Execution,Ongoing,IA-AP-001,demo://photos/W-000132/3,17.387984,80.776356,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000132-04,W-000132,2026-01-17,73.1,98.9,100.0,Execution,Ongoing,IA-AP-001,demo://photos/W-000132/4,17.387984,80.776356,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000132-05,W-000132,2026-05-10,85.6,98.9,100.0,Finishing,Ongoing,IA-AP-001,demo://photos/W-000132/5,17.387984,80.776356,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000132-06,W-000132,2026-08-31,100.0,98.9,100.0,Completed,Completed,IA-AP-001,demo://photos/W-000132/6,17.387984,80.776356,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000133-01,W-000133,2025-09-25,34.1,42.2,54.6,Execution,Ongoing,IA-AP-002,demo://photos/W-000133/1,17.518067,80.491681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000133-02,W-000133,2026-01-16,52.1,88.3,100.0,Execution,Ongoing,IA-AP-002,demo://photos/W-000133/2,17.518067,80.491681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000133-03,W-000133,2026-05-09,76.3,88.3,100.0,Finishing,Ongoing,IA-AP-002,demo://photos/W-000133/3,17.518067,80.491681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000133-04,W-000133,2026-08-31,100.0,88.3,100.0,Completed,Completed,IA-AP-002,demo://photos/W-000133/4,17.518067,80.491681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-01,W-000134,2026-03-24,15.0,0.0,11.0,Execution,Ongoing,IA-TS-002,demo://photos/W-000134/1,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-02,W-000134,2026-04-16,20.7,48.9,22.5,Execution,Ongoing,IA-TS-002,demo://photos/W-000134/2,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-03,W-000134,2026-05-09,37.2,48.9,34.0,Execution,Ongoing,IA-TS-002,demo://photos/W-000134/3,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-04,W-000134,2026-06-01,47.7,48.9,45.5,Execution,Ongoing,IA-TS-002,demo://photos/W-000134/4,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-05,W-000134,2026-06-23,51.5,48.9,56.5,Execution,Ongoing,IA-TS-002,demo://photos/W-000134/5,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-06,W-000134,2026-07-16,61.0,48.9,68.0,Execution,Ongoing,IA-TS-002,demo://photos/W-000134/6,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-07,W-000134,2026-08-08,76.7,66.4,79.5,Finishing,Ongoing,IA-TS-002,demo://photos/W-000134/7,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000134-08,W-000134,2026-08-31,85.3,91.2,91.0,Finishing,Ongoing,IA-TS-002,demo://photos/W-000134/8,16.726287,80.249492,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000135-01,W-000135,2024-10-08,28.1,70.6,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000135/1,19.613074,74.861204,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000135-02,W-000135,2025-09-19,68.4,105.0,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000135/2,19.613074,74.861204,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000135-03,W-000135,2026-08-31,100.0,105.0,100.0,Completed,Completed,IA-MH-004,demo://photos/W-000135/3,19.613074,74.861204,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000136-01,W-000136,2025-07-19,25.4,0.0,48.4,Execution,Ongoing,IA-MH-002,demo://photos/W-000136/1,19.242566,75.091635,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000136-02,W-000136,2025-12-02,45.4,101.3,96.8,Execution,Ongoing,IA-MH-002,demo://photos/W-000136/2,19.242566,75.091635,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000136-03,W-000136,2026-04-17,71.8,126.7,100.0,Execution,Ongoing,IA-MH-002,demo://photos/W-000136/3,19.242566,75.091635,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000136-04,W-000136,2026-08-31,100.0,126.7,100.0,Completed,Completed,IA-MH-002,demo://photos/W-000136/4,19.242566,75.091635,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000137-01,W-000137,2025-12-02,25.3,0.0,37.7,Execution,Ongoing,IA-RJ-004,demo://photos/W-000137/1,27.402383,75.496849,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000137-02,W-000137,2026-03-03,49.1,35.4,75.7,Execution,Ongoing,IA-RJ-004,demo://photos/W-000137/2,27.402383,75.496849,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000137-03,W-000137,2026-06-01,77.3,35.4,100.0,Finishing,Ongoing,IA-RJ-004,demo://photos/W-000137/3,27.402383,75.496849,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000137-04,W-000137,2026-08-31,100.0,104.4,100.0,Completed,Completed,IA-RJ-004,demo://photos/W-000137/4,27.402383,75.496849,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000139-01,W-000139,2025-09-12,31.4,49.3,84.2,Execution,Ongoing,IA-KA-006,demo://photos/W-000139/1,14.479442,76.695593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000139-02,W-000139,2026-03-07,64.2,101.7,100.0,Execution,Ongoing,IA-KA-006,demo://photos/W-000139/2,14.479442,76.695593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000139-03,W-000139,2026-08-31,100.0,101.7,100.0,Completed,Completed,IA-KA-006,demo://photos/W-000139/3,14.479442,76.695593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000140-01,W-000140,2023-12-24,9.9,69.5,63.9,Execution,Ongoing,IA-MH-004,demo://photos/W-000140/1,19.062093,76.360726,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000140-02,W-000140,2024-06-04,30.6,104.1,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000140/2,19.062093,76.360726,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000140-03,W-000140,2024-11-15,46.0,104.1,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000140/3,19.062093,76.360726,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000140-04,W-000140,2025-04-27,48.3,104.1,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000140/4,19.062093,76.360726,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000140-05,W-000140,2025-10-08,67.4,104.1,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000140/5,19.062093,76.360726,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000140-06,W-000140,2026-03-20,90.7,104.1,100.0,Finishing,Ongoing,IA-MH-004,demo://photos/W-000140/6,19.062093,76.360726,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000140-07,W-000140,2026-08-31,100.0,104.1,100.0,Completed,Completed,IA-MH-004,demo://photos/W-000140/7,19.062093,76.360726,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000141-01,W-000141,2026-03-29,19.6,0.0,17.1,Execution,Ongoing,IA-RJ-004,demo://photos/W-000141/1,26.780531,74.118363,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000141-02,W-000141,2026-04-29,30.3,39.9,34.3,Execution,Ongoing,IA-RJ-004,demo://photos/W-000141/2,26.780531,74.118363,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000141-03,W-000141,2026-05-30,48.8,39.9,51.4,Execution,Ongoing,IA-RJ-004,demo://photos/W-000141/3,26.780531,74.118363,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000141-04,W-000141,2026-06-30,70.3,77.9,68.5,Execution,Ongoing,IA-RJ-004,demo://photos/W-000141/4,26.780531,74.118363,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000141-05,W-000141,2026-07-31,81.8,105.0,85.6,Finishing,Ongoing,IA-RJ-004,demo://photos/W-000141/5,26.780531,74.118363,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000141-06,W-000141,2026-08-31,100.0,105.0,100.0,Completed,Completed,IA-RJ-004,demo://photos/W-000141/6,26.780531,74.118363,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000142-01,W-000142,2024-08-25,33.0,93.9,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000142/1,27.469371,75.466103,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000142-02,W-000142,2025-08-28,63.9,93.9,100.0,Execution,Ongoing,IA-RJ-004,demo://photos/W-000142/2,27.469371,75.466103,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000142-03,W-000142,2026-08-31,100.0,93.9,100.0,Completed,Completed,IA-RJ-004,demo://photos/W-000142/3,27.469371,75.466103,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
